stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,x0_steps,gamma2_scale,mse_hole,mse_obs
1,0,0.0,0.8571428571428572,3.035263776779175,"K=1,g2x0",0.1,0.0,1,0.0,12.125346183776855,0.005236528813838959
1,1,0.111,0.8175000000000001,2.7429580688476562,"K=1,g2x0",0.1,0.0,1,0.0,10.956413269042969,0.005140034481883049
1,2,0.222,0.7778571428571429,2.241448402404785,"K=1,g2x0",0.1,0.0,1,0.0,8.95034122467041,0.0051506636664271355
1,3,0.333,0.7382142857142858,1.740447759628296,"K=1,g2x0",0.1,0.0,1,0.0,6.945997714996338,0.005264136474579573
1,4,0.444,0.6985714285714286,1.4342880249023438,"K=1,g2x0",0.1,0.0,1,0.0,5.721456050872803,0.005232375580817461
1,5,0.555,0.6589285714285714,1.2968816757202148,"K=1,g2x0",0.1,0.0,1,0.0,5.171647548675537,0.005293179769068956
1,6,0.666,0.6192857142857142,1.1054317951202393,"K=1,g2x0",0.1,0.0,1,0.0,4.406181335449219,0.005181968677788973
1,7,0.777,0.5796428571428571,0.9076294898986816,"K=1,g2x0",0.1,0.0,1,0.0,3.6145734786987305,0.0053147682920098305
1,8,0.888,0.54,0.738457441329956,"K=1,g2x0",0.1,0.0,1,0.0,2.9381110668182373,0.005239618942141533
1,9,0.999,0.5003571428571428,0.6168704032897949,"K=1,g2x0",0.1,0.0,1,0.0,2.451831817626953,0.005216577555984259
2,0,0.0,0.6666666666666667,0.9177812337875366,"K=1,g2x0",0.1,0.0,1,0.0,3.6524808406829834,0.00621471181511879
2,1,0.111,0.6204166666666668,1.8846324682235718,"K=1,g2x0",0.1,0.0,1,0.0,7.519817352294922,0.00623762421309948
2,2,0.222,0.5741666666666667,2.785221815109253,"K=1,g2x0",0.1,0.0,1,0.0,11.121809959411621,0.006359359715133905
2,3,0.333,0.5279166666666668,2.105465888977051,"K=1,g2x0",0.1,0.0,1,0.0,8.403207778930664,0.006218088325113058
2,4,0.444,0.48166666666666674,1.438677191734314,"K=1,g2x0",0.1,0.0,1,0.0,5.736122131347656,0.006195771042257547
2,5,0.555,0.4354166666666667,0.92153400182724,"K=1,g2x0",0.1,0.0,1,0.0,3.6675596237182617,0.006192049011588097
2,6,0.666,0.38916666666666666,0.6202247142791748,"K=1,g2x0",0.1,0.0,1,0.0,2.4624216556549072,0.006158984266221523
2,7,0.777,0.34291666666666665,0.4365966320037842,"K=1,g2x0",0.1,0.0,1,0.0,1.728036880493164,0.0061165811493992805
2,8,0.888,0.2966666666666667,0.3295206129550934,"K=1,g2x0",0.1,0.0,1,0.0,1.299699306488037,0.006127725355327129
2,9,0.999,0.2504166666666667,0.26187777519226074,"K=1,g2x0",0.1,0.0,1,0.0,1.0292038917541504,0.006102371495217085
3,0,0.0,0.3999999999999999,0.4449875056743622,"K=1,g2x0",0.1,0.0,1,0.0,1.7724844217300415,0.0024884757585823536
3,1,0.111,0.3555999999999999,0.38209089636802673,"K=1,g2x0",0.1,0.0,1,0.0,1.5208946466445923,0.0024896215181797743
3,2,0.222,0.3111999999999999,0.3325656056404114,"K=1,g2x0",0.1,0.0,1,0.0,1.3227421045303345,0.002506738994270563
3,3,0.333,0.2668,0.2951332926750183,"K=1,g2x0",0.1,0.0,1,0.0,1.173079490661621,0.002484541619196534
3,4,0.444,0.22239999999999996,0.2722880244255066,"K=1,g2x0",0.1,0.0,1,0.0,1.081764578819275,0.002462503733113408
3,5,0.555,0.17799999999999994,0.25672245025634766,"K=1,g2x0",0.1,0.0,1,0.0,1.0195798873901367,0.0024366267025470734
3,6,0.666,0.13359999999999997,0.24966874718666077,"K=1,g2x0",0.1,0.0,1,0.0,0.9915561676025391,0.0023729177191853523
3,7,0.777,0.08919999999999997,0.24636095762252808,"K=1,g2x0",0.1,0.0,1,0.0,0.9786892533302307,0.0022515032906085253
3,8,0.888,0.044799999999999986,0.245871901512146,"K=1,g2x0",0.1,0.0,1,0.0,0.9782282710075378,0.0017531003104522824
3,9,0.999,0.0004000000000000003,0.245871901512146,"K=1,g2x0",0.1,0.0,1,0.0,0.9782282710075378,0.0017531003104522824
0,0,0.0,1.0,0.041553135961294174,"K=3,g2x1",0.1,0.0,3,1.0,0.14278332889080048,0.007809728384017944
0,1,0.111,0.9722500000000001,0.04302778095006943,"K=3,g2x1",0.1,0.0,3,1.0,0.14904916286468506,0.007687317207455635
0,2,0.222,0.9445,0.046479832381010056,"K=3,g2x1",0.1,0.0,3,1.0,0.16247563064098358,0.007814562879502773
0,3,0.333,0.9167500000000001,0.06986694782972336,"K=3,g2x1",0.1,0.0,3,1.0,0.25623059272766113,0.007745729759335518
0,4,0.444,0.889,0.1086355447769165,"K=3,g2x1",0.1,0.0,3,1.0,0.4113125503063202,0.007743204012513161
0,5,0.555,0.86125,0.19481393694877625,"K=3,g2x1",0.1,0.0,3,1.0,0.7557063102722168,0.007849804125726223
0,6,0.666,0.8335,0.3646182417869568,"K=3,g2x1",0.1,0.0,3,1.0,1.4353528022766113,0.007706695236265659
0,7,0.777,0.80575,0.538193941116333,"K=3,g2x1",0.1,0.0,3,1.0,2.129418134689331,0.007785898167639971
0,8,0.888,0.778,0.7969235181808472,"K=3,g2x1",0.1,0.0,3,1.0,3.1642696857452393,0.007808195427060127
0,9,0.999,0.75025,0.9137226343154907,"K=3,g2x1",0.1,0.0,3,1.0,3.631441831588745,0.007816159166395664
1,0,0.0,0.8571428571428572,2.7287464141845703,"K=3,g2x1",0.1,0.0,3,1.0,10.899178504943848,0.005269076209515333
1,1,0.111,0.8175000000000001,2.369508743286133,"K=3,g2x1",0.1,0.0,3,1.0,9.462423324584961,0.005203725770115852
1,2,0.222,0.7778571428571429,1.7414121627807617,"K=3,g2x1",0.1,0.0,3,1.0,6.949803829193115,0.005281842313706875
1,3,0.333,0.7382142857142858,1.110674262046814,"K=3,g2x1",0.1,0.0,3,1.0,4.426975727081299,0.005240385886281729
1,4,0.444,0.6985714285714286,0.7239851355552673,"K=3,g2x1",0.1,0.0,3,1.0,2.8799326419830322,0.005335928872227669
1,5,0.555,0.6589285714285714,0.6168004274368286,"K=3,g2x1",0.1,0.0,3,1.0,2.451441764831543,0.005253158509731293
1,6,0.666,0.6192857142857142,0.5453824996948242,"K=3,g2x1",0.1,0.0,3,1.0,2.165909767150879,0.005206688307225704
1,7,0.777,0.5796428571428571,0.4956603944301605,"K=3,g2x1",0.1,0.0,3,1.0,1.9673023223876953,0.005113123916089535
1,8,0.888,0.54,0.43878278136253357,"K=3,g2x1",0.1,0.0,3,1.0,1.7394968271255493,0.0052114203572273254
1,9,0.999,0.5003571428571428,0.3574080467224121,"K=3,g2x1",0.1,0.0,3,1.0,1.4139124155044556,0.005239851772785187
2,0,0.0,0.6666666666666667,0.7538563013076782,"K=3,g2x1",0.1,0.0,3,1.0,2.996844530105591,0.006193500477820635
2,1,0.111,0.6204166666666668,1.4642014503479004,"K=3,g2x1",0.1,0.0,3,1.0,5.838198184967041,0.0062024351209402084
2,2,0.222,0.5741666666666667,2.002251148223877,"K=3,g2x1",0.1,0.0,3,1.0,7.990461826324463,0.006180858239531517
2,3,0.333,0.5279166666666668,1.4775941371917725,"K=3,g2x1",0.1,0.0,3,1.0,5.89179801940918,0.006193013861775398
2,4,0.444,0.48166666666666674,1.039377212524414,"K=3,g2x1",0.1,0.0,3,1.0,4.138785362243652,0.006241341587156057
2,5,0.555,0.4354166666666667,0.6847939491271973,"K=3,g2x1",0.1,0.0,3,1.0,2.720682144165039,0.006164507009088993
2,6,0.666,0.38916666666666666,0.4669545590877533,"K=3,g2x1",0.1,0.0,3,1.0,1.849368691444397,0.006149869877845049
2,7,0.777,0.34291666666666665,0.3285868167877197,"K=3,g2x1",0.1,0.0,3,1.0,1.2959033250808716,0.006147969979792833
2,8,0.888,0.2966666666666667,0.2531934380531311,"K=3,g2x1",0.1,0.0,3,1.0,0.9947394728660583,0.006011428311467171
2,9,0.999,0.2504166666666667,0.19928938150405884,"K=3,g2x1",0.1,0.0,3,1.0,0.7789034843444824,0.006084693595767021
3,0,0.0,0.3999999999999999,0.4051876664161682,"K=3,g2x1",0.1,0.0,3,1.0,1.6132513284683228,0.002499744761735201
3,1,0.111,0.3555999999999999,0.3546018600463867,"K=3,g2x1",0.1,0.0,3,1.0,1.4109805822372437,0.0024756276980042458
3,2,0.222,0.3111999999999999,0.3346043825149536,"K=3,g2x1",0.1,0.0,3,1.0,1.3309428691864014,0.0024915297981351614
3,3,0.333,0.2668,0.3719148635864258,"K=3,g2x1",0.1,0.0,3,1.0,1.4802316427230835,0.002475909423083067
3,4,0.444,0.22239999999999996,0.42578262090682983,"K=3,g2x1",0.1,0.0,3,1.0,1.6956909894943237,0.0024798125959932804
3,5,0.555,0.17799999999999994,0.4745222330093384,"K=3,g2x1",0.1,0.0,3,1.0,1.8907394409179688,0.0024498356506228447
3,6,0.666,0.13359999999999997,0.5078991651535034,"K=3,g2x1",0.1,0.0,3,1.0,2.024414300918579,0.0023940475657582283
3,7,0.777,0.08919999999999997,0.5259631276130676,"K=3,g2x1",0.1,0.0,3,1.0,2.0970849990844727,0.002255743835121393
3,8,0.888,0.044799999999999986,0.5345993041992188,"K=3,g2x1",0.1,0.0,3,1.0,2.1329777240753174,0.0018063799943774939
3,9,0.999,0.0004000000000000003,0.5345993041992188,"K=3,g2x1",0.1,0.0,3,1.0,2.1329777240753174,0.0018063799943774939
0,0,0.0,1.0,0.04155312478542328,"K=3,g2x0",0.1,0.0,3,0.0,0.14278331398963928,0.007809728384017944
0,1,0.111,0.9722500000000001,0.04302771016955376,"K=3,g2x0",0.1,0.0,3,0.0,0.14904890954494476,0.007687317207455635
0,2,0.222,0.9445,0.04647818207740784,"K=3,g2x0",0.1,0.0,3,0.0,0.1624690294265747,0.007814563810825348
0,3,0.333,0.9167500000000001,0.06985285133123398,"K=3,g2x0",0.1,0.0,3,0.0,0.256174236536026,0.007745728828012943
0,4,0.444,0.889,0.10856939852237701,"K=3,g2x0",0.1,0.0,3,0.0,0.41104796528816223,0.007743201218545437
0,5,0.555,0.86125,0.19456487894058228,"K=3,g2x0",0.1,0.0,3,0.0,0.7547101378440857,0.007849805057048798
0,6,0.666,0.8335,0.36382266879081726,"K=3,g2x0",0.1,0.0,3,0.0,1.4321707487106323,0.007706691976636648
0,7,0.777,0.80575,0.536523699760437,"K=3,g2x0",0.1,0.0,3,0.0,2.122736930847168,0.007785900495946407
0,8,0.888,0.778,0.7935398817062378,"K=3,g2x0",0.1,0.0,3,0.0,3.1507346630096436,0.007808208465576172
0,9,0.999,0.75025,0.908282458782196,"K=3,g2x0",0.1,0.0,3,0.0,3.6096811294555664,0.007816159166395664
1,0,0.0,0.8571428571428572,2.726182460784912,"K=3,g2x0",0.1,0.0,3,0.0,10.888920783996582,0.005269075743854046
1,1,0.111,0.8175000000000001,2.366636037826538,"K=3,g2x0",0.1,0.0,3,0.0,9.450932502746582,0.005203725770115852
1,2,0.222,0.7778571428571429,1.737800121307373,"K=3,g2x0",0.1,0.0,3,0.0,6.935354709625244,0.005281842313706875
1,3,0.333,0.7382142857142858,1.1062343120574951,"K=3,g2x0",0.1,0.0,3,0.0,4.409215927124023,0.005240386351943016
1,4,0.444,0.6985714285714286,0.719319224357605,"K=3,g2x0",0.1,0.0,3,0.0,2.861268997192383,0.005335924681276083
1,5,0.555,0.6589285714285714,0.6124305725097656,"K=3,g2x0",0.1,0.0,3,0.0,2.433962821960449,0.005253148265182972
1,6,0.666,0.6192857142857142,0.5412769913673401,"K=3,g2x0",0.1,0.0,3,0.0,2.1494882106781006,0.005206679459661245
1,7,0.777,0.5796428571428571,0.4912388324737549,"K=3,g2x0",0.1,0.0,3,0.0,1.9496160745620728,0.00511310575529933
1,8,0.888,0.54,0.43447765707969666,"K=3,g2x0",0.1,0.0,3,0.0,1.7222763299942017,0.0052113840356469154
1,9,0.999,0.5003571428571428,0.35380029678344727,"K=3,g2x0",0.1,0.0,3,0.0,1.3994817733764648,0.005239776335656643
2,0,0.0,0.6666666666666667,0.7496798038482666,"K=3,g2x0",0.1,0.0,3,0.0,2.9801387786865234,0.006193496752530336
2,1,0.111,0.6204166666666668,1.4598605632781982,"K=3,g2x0",0.1,0.0,3,0.0,5.820835113525391,0.006202430464327335
2,2,0.222,0.5741666666666667,1.9969466924667358,"K=3,g2x0",0.1,0.0,3,0.0,7.969244480133057,0.00618085078895092
2,3,0.333,0.5279166666666668,1.47247314453125,"K=3,g2x0",0.1,0.0,3,0.0,5.871313571929932,0.006192984990775585
2,4,0.444,0.48166666666666674,1.0343561172485352,"K=3,g2x0",0.1,0.0,3,0.0,4.1187005043029785,0.0062412600964307785
2,5,0.555,0.4354166666666667,0.6801545023918152,"K=3,g2x0",0.1,0.0,3,0.0,2.702124834060669,0.006164245307445526
2,6,0.666,0.38916666666666666,0.46284669637680054,"K=3,g2x0",0.1,0.0,3,0.0,1.83293879032135,0.006149343214929104
2,7,0.777,0.34291666666666665,0.3247617185115814,"K=3,g2x0",0.1,0.0,3,0.0,1.2806068658828735,0.006146633066236973
2,8,0.888,0.2966666666666667,0.2495383471250534,"K=3,g2x0",0.1,0.0,3,0.0,0.9801275134086609,0.006008613854646683
2,9,0.999,0.2504166666666667,0.1958288997411728,"K=3,g2x0",0.1,0.0,3,0.0,0.765077531337738,0.006079362705349922
3,0,0.0,0.3999999999999999,0.40073007345199585,"K=3,g2x0",0.1,0.0,3,0.0,1.5954214334487915,0.0024995580315589905
3,1,0.111,0.3555999999999999,0.3520223796367645,"K=3,g2x0",0.1,0.0,3,0.0,1.4006630182266235,0.002475482877343893
3,2,0.222,0.3111999999999999,0.3387141227722168,"K=3,g2x0",0.1,0.0,3,0.0,1.347382664680481,0.0024912534281611443
3,3,0.333,0.2668,0.3861560821533203,"K=3,g2x0",0.1,0.0,3,0.0,1.5371977090835571,0.002475548069924116
3,4,0.444,0.22239999999999996,0.44654393196105957,"K=3,g2x0",0.1,0.0,3,0.0,1.7787389755249023,0.0024789420422166586
3,5,0.555,0.17799999999999994,0.4987870156764984,"K=3,g2x0",0.1,0.0,3,0.0,1.9878039360046387,0.0024480028077960014
3,6,0.666,0.13359999999999997,0.5335865616798401,"K=3,g2x0",0.1,0.0,3,0.0,2.127178430557251,0.002389288507401943
3,7,0.777,0.08919999999999997,0.55180424451828,"K=3,g2x0",0.1,0.0,3,0.0,2.200493574142456,0.0022411192767322063
3,8,0.888,0.044799999999999986,0.5622531771659851,"K=3,g2x0",0.1,0.0,3,0.0,2.2437915802001953,0.0017403768142685294
3,9,0.999,0.0004000000000000003,0.5622531771659851,"K=3,g2x0",0.1,0.0,3,0.0,2.2437915802001953,0.0017403768142685294
0,0,0.0,1.0,0.03998524695634842,"K=5,g2x1",0.1,0.0,5,1.0,0.13620483875274658,0.007912044413387775
0,1,0.111,0.9722500000000001,0.04595627635717392,"K=5,g2x1",0.1,0.0,5,1.0,0.16049127280712128,0.007777944207191467
0,2,0.222,0.9445,0.045003682374954224,"K=5,g2x1",0.1,0.0,5,1.0,0.15655402839183807,0.007820231840014458
0,3,0.333,0.9167500000000001,0.06278778612613678,"K=5,g2x1",0.1,0.0,5,1.0,0.2276366502046585,0.007838155142962933
0,4,0.444,0.889,0.10134467482566833,"K=5,g2x1",0.1,0.0,5,1.0,0.3817191421985626,0.00788651593029499
0,5,0.555,0.86125,0.1827801913022995,"K=5,g2x1",0.1,0.0,5,1.0,0.7078335285186768,0.007762413937598467
0,6,0.666,0.8335,0.29168444871902466,"K=5,g2x1",0.1,0.0,5,1.0,1.143425464630127,0.0077707404270768166
0,7,0.777,0.80575,0.49872350692749023,"K=5,g2x1",0.1,0.0,5,1.0,1.9712656736373901,0.007876145653426647
0,8,0.888,0.778,0.684364914894104,"K=5,g2x1",0.1,0.0,5,1.0,2.714143991470337,0.007771717384457588
0,9,0.999,0.75025,0.7188155055046082,"K=5,g2x1",0.1,0.0,5,1.0,2.851710557937622,0.00785052590072155
1,0,0.0,0.8571428571428572,2.9106969833374023,"K=5,g2x1",0.1,0.0,5,1.0,11.627296447753906,0.005164185538887978
1,1,0.111,0.8175000000000001,2.5106325149536133,"K=5,g2x1",0.1,0.0,5,1.0,10.026901245117188,0.0052095153369009495
1,2,0.222,0.7778571428571429,1.841522216796875,"K=5,g2x1",0.1,0.0,5,1.0,7.350337505340576,0.005250490270555019
1,3,0.333,0.7382142857142858,1.129372000694275,"K=5,g2x1",0.1,0.0,5,1.0,4.501877307891846,0.005203262437134981
1,4,0.444,0.6985714285714286,0.643879771232605,"K=5,g2x1",0.1,0.0,5,1.0,2.5598373413085938,0.005227153655141592
1,5,0.555,0.6589285714285714,0.48258334398269653,"K=5,g2x1",0.1,0.0,5,1.0,1.9145904779434204,0.005247537512332201
1,6,0.666,0.6192857142857142,0.48006388545036316,"K=5,g2x1",0.1,0.0,5,1.0,1.9046293497085571,0.005208700429648161
1,7,0.777,0.5796428571428571,0.4676012396812439,"K=5,g2x1",0.1,0.0,5,1.0,1.8545671701431274,0.005279208067804575
1,8,0.888,0.54,0.4230971038341522,"K=5,g2x1",0.1,0.0,5,1.0,1.6765981912612915,0.005263360217213631
1,9,0.999,0.5003571428571428,0.3911316990852356,"K=5,g2x1",0.1,0.0,5,1.0,1.548941969871521,0.0051949541084468365
2,0,0.0,0.6666666666666667,0.708173394203186,"K=5,g2x1",0.1,0.0,5,1.0,2.8139724731445312,0.006240322254598141
2,1,0.111,0.6204166666666668,1.30990731716156,"K=5,g2x1",0.1,0.0,5,1.0,5.221119403839111,0.006169773638248444
2,2,0.222,0.5741666666666667,1.7834280729293823,"K=5,g2x1",0.1,0.0,5,1.0,7.11516809463501,0.006181130185723305
2,3,0.333,0.5279166666666668,1.401105284690857,"K=5,g2x1",0.1,0.0,5,1.0,5.58562707901001,0.006264563649892807
2,4,0.444,0.48166666666666674,0.9894992709159851,"K=5,g2x1",0.1,0.0,5,1.0,3.9391376972198486,0.006286318879574537
2,5,0.555,0.4354166666666667,0.6717063188552856,"K=5,g2x1",0.1,0.0,5,1.0,2.668553352355957,0.0060905348509550095
2,6,0.666,0.38916666666666666,0.45002493262290955,"K=5,g2x1",0.1,0.0,5,1.0,1.7816299200057983,0.006156597752124071
2,7,0.777,0.34291666666666665,0.3184475302696228,"K=5,g2x1",0.1,0.0,5,1.0,1.2554415464401245,0.006116184871643782
2,8,0.888,0.2966666666666667,0.23679141700267792,"K=5,g2x1",0.1,0.0,5,1.0,0.9287512898445129,0.006138097960501909
2,9,0.999,0.2504166666666667,0.18872813880443573,"K=5,g2x1",0.1,0.0,5,1.0,0.7368428111076355,0.0060232169926166534
3,0,0.0,0.3999999999999999,0.39957207441329956,"K=5,g2x1",0.1,0.0,5,1.0,1.590819239616394,0.0024896590039134026
3,1,0.111,0.3555999999999999,0.3659636974334717,"K=5,g2x1",0.1,0.0,5,1.0,1.4563952684402466,0.0024864941369742155
3,2,0.222,0.3111999999999999,0.41546934843063354,"K=5,g2x1",0.1,0.0,5,1.0,1.654441237449646,0.002478725975379348
3,3,0.333,0.2668,0.49730271100997925,"K=5,g2x1",0.1,0.0,5,1.0,1.9817918539047241,0.0024730805307626724
3,4,0.444,0.22239999999999996,0.549274206161499,"K=5,g2x1",0.1,0.0,5,1.0,2.189676523208618,0.002473455388098955
3,5,0.555,0.17799999999999994,0.5853151082992554,"K=5,g2x1",0.1,0.0,5,1.0,2.3339779376983643,0.002427544677630067
3,6,0.666,0.13359999999999997,0.6071274280548096,"K=5,g2x1",0.1,0.0,5,1.0,2.4213106632232666,0.002399667166173458
3,7,0.777,0.08919999999999997,0.6171960830688477,"K=5,g2x1",0.1,0.0,5,1.0,2.461956024169922,0.002275979146361351
3,8,0.888,0.044799999999999986,0.6246708631515503,"K=5,g2x1",0.1,0.0,5,1.0,2.49320912361145,0.0018248320557177067
3,9,0.999,0.0004000000000000003,0.6246708631515503,"K=5,g2x1",0.1,0.0,5,1.0,2.49320912361145,0.0018248320557177067
0,0,0.0,1.0,0.03998523950576782,"K=5,g2x0",0.1,0.0,5,0.0,0.13620483875274658,0.007912044413387775
0,1,0.111,0.9722500000000001,0.045956194400787354,"K=5,g2x0",0.1,0.0,5,0.0,0.16049093008041382,0.007777945138514042
0,2,0.222,0.9445,0.04500249773263931,"K=5,g2x0",0.1,0.0,5,0.0,0.15654927492141724,0.007820229977369308
0,3,0.333,0.9167500000000001,0.06277725845575333,"K=5,g2x0",0.1,0.0,5,0.0,0.2275945395231247,0.007838156074285507
0,4,0.444,0.889,0.10128727555274963,"K=5,g2x0",0.1,0.0,5,0.0,0.3814896047115326,0.007886514067649841
0,5,0.555,0.86125,0.1825578212738037,"K=5,g2x0",0.1,0.0,5,0.0,0.7069441676139832,0.007762413006275892
0,6,0.666,0.8335,0.2910836637020111,"K=5,g2x0",0.1,0.0,5,0.0,1.1410223245620728,0.007770739495754242
0,7,0.777,0.80575,0.4972044825553894,"K=5,g2x0",0.1,0.0,5,0.0,1.9651894569396973,0.007876142859458923
0,8,0.888,0.778,0.6813441514968872,"K=5,g2x0",0.1,0.0,5,0.0,2.702061414718628,0.007771710399538279
