image,meas_resid,post_hole,post_mse,post_obs,pre_mse,stage0_hole,stage1_hole,stage2_hole,stage3_hole,task,trw
junco,0.8990511894226074,3.5217349529266357,0.8825442790985107,0.0028140037320554256,0.8825442790985107,0.2264755368232727,0.21800775825977325,0.4732705056667328,3.5217349529266357,box_inpainting,0.0
