image,meas_resid,post_hole,post_mse,post_obs,pre_mse,stage0_hole,stage1_hole,stage2_hole,stage3_hole,task,trw
junco,0.9002208113670349,3.253412961959839,0.8154336810112,0.002773868851363659,0.8154336810112,0.11392521858215332,0.08993595838546753,0.13802479207515717,3.253412961959839,box_inpainting,0.0
