image,meas_resid,post_hole,post_mse,post_obs,pre_mse,stage0_hole,stage1_hole,stage2_hole,stage3_hole,task,trw
junco,0.9038199782371521,1.344651699066162,0.33811935782432556,0.002608572132885456,0.33811935782432556,0.08424476534128189,0.0591282956302166,0.10644638538360596,1.344651699066162,box_inpainting,0.0
