stage,step,tau,sigma_tau,mse_x1,task,image,method
0,2,0.222,nan,0.17740440368652344,random_inpainting,breastplate_armor,wls
0,3,0.333,nan,0.16816338896751404,random_inpainting,breastplate_armor,wls
0,4,0.444,nan,0.17047518491744995,random_inpainting,breastplate_armor,wls
0,5,0.555,nan,0.19119231402873993,random_inpainting,breastplate_armor,wls
0,6,0.666,nan,0.2310769259929657,random_inpainting,breastplate_armor,wls
0,7,0.777,nan,0.2996853291988373,random_inpainting,breastplate_armor,wls
0,8,0.888,nan,0.416746586561203,random_inpainting,breastplate_armor,wls
0,9,0.999,nan,0.6398708820343018,random_inpainting,breastplate_armor,wls
1,0,0.0,nan,0.33507823944091797,random_inpainting,breastplate_armor,wls
1,1,0.111,nan,0.33986425399780273,random_inpainting,breastplate_armor,wls
1,2,0.222,nan,0.413078635931015,random_inpainting,breastplate_armor,wls
1,3,0.333,nan,0.5272549390792847,random_inpainting,breastplate_armor,wls
1,4,0.444,nan,0.7050442099571228,random_inpainting,breastplate_armor,wls
1,5,0.555,nan,1.0889921188354492,random_inpainting,breastplate_armor,wls
1,6,0.666,nan,1.9701402187347412,random_inpainting,breastplate_armor,wls
1,7,0.777,nan,4.549941062927246,random_inpainting,breastplate_armor,wls
1,8,0.888,nan,13.088455200195312,random_inpainting,breastplate_armor,wls
1,9,0.999,nan,42.010589599609375,random_inpainting,breastplate_armor,wls
2,0,0.0,nan,15.12250804901123,random_inpainting,breastplate_armor,wls
2,1,0.111,nan,20.888051986694336,random_inpainting,breastplate_armor,wls
2,2,0.222,nan,30.922428131103516,random_inpainting,breastplate_armor,wls
2,3,0.333,nan,49.33022689819336,random_inpainting,breastplate_armor,wls
2,4,0.444,nan,85.7813949584961,random_inpainting,breastplate_armor,wls
2,5,0.555,nan,164.49444580078125,random_inpainting,breastplate_armor,wls
2,6,0.666,nan,351.903076171875,random_inpainting,breastplate_armor,wls
2,7,0.777,nan,849.6513671875,random_inpainting,breastplate_armor,wls
2,8,0.888,nan,2340.0361328125,random_inpainting,breastplate_armor,wls
2,9,0.999,nan,7435.87646484375,random_inpainting,breastplate_armor,wls
3,0,0.0,nan,3667.451171875,random_inpainting,breastplate_armor,wls
3,1,0.111,nan,3684.87353515625,random_inpainting,breastplate_armor,wls
3,2,0.222,nan,3716.748046875,random_inpainting,breastplate_armor,wls
3,3,0.333,nan,3762.456787109375,random_inpainting,breastplate_armor,wls
3,4,0.444,nan,3815.43359375,random_inpainting,breastplate_armor,wls
3,5,0.555,nan,3865.18896484375,random_inpainting,breastplate_armor,wls
3,6,0.666,nan,3888.89990234375,random_inpainting,breastplate_armor,wls
3,7,0.777,nan,3836.582763671875,random_inpainting,breastplate_armor,wls
3,8,0.888,nan,3586.5859375,random_inpainting,breastplate_armor,wls
3,9,0.999,nan,3586.658203125,random_inpainting,breastplate_armor,wls
0,0,0.0,nan,0.05441691726446152,random_inpainting,breastplate_armor,model
0,1,0.111,nan,0.05954359099268913,random_inpainting,breastplate_armor,model
0,2,0.222,nan,0.05387396737933159,random_inpainting,breastplate_armor,model
0,3,0.333,nan,0.033895090222358704,random_inpainting,breastplate_armor,model
0,4,0.444,nan,0.01844518631696701,random_inpainting,breastplate_armor,model
0,5,0.555,nan,0.011854512616991997,random_inpainting,breastplate_armor,model
0,6,0.666,nan,0.008205315098166466,random_inpainting,breastplate_armor,model
0,7,0.777,nan,0.0061941444873809814,random_inpainting,breastplate_armor,model
0,8,0.888,nan,0.004877964034676552,random_inpainting,breastplate_armor,model
0,9,0.999,nan,0.003736732993274927,random_inpainting,breastplate_armor,model
1,0,0.0,nan,0.005809497088193893,random_inpainting,breastplate_armor,model
1,1,0.111,nan,0.004614548292011023,random_inpainting,breastplate_armor,model
1,2,0.222,nan,0.004049248062074184,random_inpainting,breastplate_armor,model
1,3,0.333,nan,0.0038952843751758337,random_inpainting,breastplate_armor,model
1,4,0.444,nan,0.0036038625985383987,random_inpainting,breastplate_armor,model
1,5,0.555,nan,0.003267108928412199,random_inpainting,breastplate_armor,model
1,6,0.666,nan,0.0029230518266558647,random_inpainting,breastplate_armor,model
1,7,0.777,nan,0.002709435299038887,random_inpainting,breastplate_armor,model
1,8,0.888,nan,0.002972838468849659,random_inpainting,breastplate_armor,model
1,9,0.999,nan,0.00354502210393548,random_inpainting,breastplate_armor,model
2,0,0.0,nan,0.00598356407135725,random_inpainting,breastplate_armor,model
2,1,0.111,nan,0.006995510309934616,random_inpainting,breastplate_armor,model
2,2,0.222,nan,0.006250179838389158,random_inpainting,breastplate_armor,model
2,3,0.333,nan,0.006001846399158239,random_inpainting,breastplate_armor,model
2,4,0.444,nan,0.005725475028157234,random_inpainting,breastplate_armor,model
2,5,0.555,nan,0.005844208411872387,random_inpainting,breastplate_armor,model
2,6,0.666,nan,0.006097372621297836,random_inpainting,breastplate_armor,model
2,7,0.777,nan,0.007207345217466354,random_inpainting,breastplate_armor,model
2,8,0.888,nan,0.009316675364971161,random_inpainting,breastplate_armor,model
2,9,0.999,nan,0.011598533019423485,random_inpainting,breastplate_armor,model
3,0,0.0,nan,0.01357153058052063,random_inpainting,breastplate_armor,model
3,1,0.111,nan,0.012706637382507324,random_inpainting,breastplate_armor,model
3,2,0.222,nan,0.012091653421521187,random_inpainting,breastplate_armor,model
3,3,0.333,nan,0.012061161920428276,random_inpainting,breastplate_armor,model
3,4,0.444,nan,0.011602699756622314,random_inpainting,breastplate_armor,model
3,5,0.555,nan,0.011551007628440857,random_inpainting,breastplate_armor,model
3,6,0.666,nan,0.011651674285531044,random_inpainting,breastplate_armor,model
3,7,0.777,nan,0.011899336241185665,random_inpainting,breastplate_armor,model
3,8,0.888,nan,0.012666585855185986,random_inpainting,breastplate_armor,model
3,9,0.999,nan,0.012659626081585884,random_inpainting,breastplate_armor,model
0,0,0.0,1.0,0.005431159865111113,random_inpainting,breastplate_armor,alg2
0,1,0.111,0.9722500000000001,0.005487171001732349,random_inpainting,breastplate_armor,alg2
0,2,0.222,0.9445,0.005535348318517208,random_inpainting,breastplate_armor,alg2
0,3,0.333,0.9167500000000001,0.005429933778941631,random_inpainting,breastplate_armor,alg2
0,4,0.444,0.889,0.005587214138358831,random_inpainting,breastplate_armor,alg2
0,5,0.555,0.86125,0.005511391442269087,random_inpainting,breastplate_armor,alg2
0,6,0.666,0.8335,0.005534456577152014,random_inpainting,breastplate_armor,alg2
0,7,0.777,0.80575,0.005534788593649864,random_inpainting,breastplate_armor,alg2
0,8,0.888,0.778,0.005577697418630123,random_inpainting,breastplate_armor,alg2
0,9,0.999,0.75025,0.005382868926972151,random_inpainting,breastplate_armor,alg2
1,0,0.0,0.8571428571428572,0.01332063041627407,random_inpainting,breastplate_armor,alg2
1,1,0.111,0.8175000000000001,0.013482908718287945,random_inpainting,breastplate_armor,alg2
1,2,0.222,0.7778571428571429,0.013807311654090881,random_inpainting,breastplate_armor,alg2
1,3,0.333,0.7382142857142858,0.013582326471805573,random_inpainting,breastplate_armor,alg2
1,4,0.444,0.6985714285714286,0.013544924557209015,random_inpainting,breastplate_armor,alg2
1,5,0.555,0.6589285714285714,0.013404260389506817,random_inpainting,breastplate_armor,alg2
1,6,0.666,0.6192857142857142,0.01342288963496685,random_inpainting,breastplate_armor,alg2
1,7,0.777,0.5796428571428571,0.013469135388731956,random_inpainting,breastplate_armor,alg2
1,8,0.888,0.54,0.013482841663062572,random_inpainting,breastplate_armor,alg2
1,9,0.999,0.5003571428571428,0.013443371281027794,random_inpainting,breastplate_armor,alg2
2,0,0.0,0.6666666666666667,2.8409669399261475,random_inpainting,breastplate_armor,alg2
2,1,0.111,0.6204166666666668,2.072862386703491,random_inpainting,breastplate_armor,alg2
2,2,0.222,0.5741666666666667,1.345416784286499,random_inpainting,breastplate_armor,alg2
2,3,0.333,0.5279166666666668,0.8549766540527344,random_inpainting,breastplate_armor,alg2
2,4,0.444,0.48166666666666674,0.5895801186561584,random_inpainting,breastplate_armor,alg2
2,5,0.555,0.4354166666666667,0.41411298513412476,random_inpainting,breastplate_armor,alg2
2,6,0.666,0.38916666666666666,0.3134939670562744,random_inpainting,breastplate_armor,alg2
2,7,0.777,0.34291666666666665,0.23846325278282166,random_inpainting,breastplate_armor,alg2
2,8,0.888,0.2966666666666667,0.1853785514831543,random_inpainting,breastplate_armor,alg2
2,9,0.999,0.2504166666666667,0.1495625078678131,random_inpainting,breastplate_armor,alg2
3,0,0.0,0.3999999999999999,0.7488669157028198,random_inpainting,breastplate_armor,alg2
3,1,0.111,0.3555999999999999,0.5820785760879517,random_inpainting,breastplate_armor,alg2
3,2,0.222,0.3111999999999999,0.5055214762687683,random_inpainting,breastplate_armor,alg2
3,3,0.333,0.2668,0.4934810996055603,random_inpainting,breastplate_armor,alg2
3,4,0.444,0.22239999999999996,0.5059594511985779,random_inpainting,breastplate_armor,alg2
3,5,0.555,0.17799999999999994,0.5261986255645752,random_inpainting,breastplate_armor,alg2
3,6,0.666,0.13359999999999997,0.5464228391647339,random_inpainting,breastplate_armor,alg2
3,7,0.777,0.08919999999999997,0.5623383522033691,random_inpainting,breastplate_armor,alg2
3,8,0.888,0.044799999999999986,0.570461630821228,random_inpainting,breastplate_armor,alg2
3,9,0.999,0.0004000000000000003,0.570461630821228,random_inpainting,breastplate_armor,alg2
0,0,0.0,nan,0.1715838611125946,random_inpainting,crane_structure,wls
0,1,0.111,nan,0.178461953997612,random_inpainting,crane_structure,wls
0,2,0.222,nan,0.17984811961650848,random_inpainting,crane_structure,wls
0,3,0.333,nan,0.17638874053955078,random_inpainting,crane_structure,wls
0,4,0.444,nan,0.17344066500663757,random_inpainting,crane_structure,wls
0,5,0.555,nan,0.18482398986816406,random_inpainting,crane_structure,wls
0,6,0.666,nan,0.22108709812164307,random_inpainting,crane_structure,wls
0,7,0.777,nan,0.28532227873802185,random_inpainting,crane_structure,wls
0,8,0.888,nan,0.3980132043361664,random_inpainting,crane_structure,wls
0,9,0.999,nan,0.6021320819854736,random_inpainting,crane_structure,wls
1,0,0.0,nan,0.34932833909988403,random_inpainting,crane_structure,wls
1,1,0.111,nan,0.35742902755737305,random_inpainting,crane_structure,wls
1,2,0.222,nan,0.4199086129665375,random_inpainting,crane_structure,wls
1,3,0.333,nan,0.5104074478149414,random_inpainting,crane_structure,wls
1,4,0.444,nan,0.6931174993515015,random_inpainting,crane_structure,wls
1,5,0.555,nan,1.093606948852539,random_inpainting,crane_structure,wls
1,6,0.666,nan,2.038005828857422,random_inpainting,crane_structure,wls
1,7,0.777,nan,4.672394752502441,random_inpainting,crane_structure,wls
1,8,0.888,nan,13.243342399597168,random_inpainting,crane_structure,wls
1,9,0.999,nan,42.148536682128906,random_inpainting,crane_structure,wls
2,0,0.0,nan,15.411330223083496,random_inpainting,crane_structure,wls
2,1,0.111,nan,21.405715942382812,random_inpainting,crane_structure,wls
2,2,0.222,nan,31.85964584350586,random_inpainting,crane_structure,wls
2,3,0.333,nan,51.13500213623047,random_inpainting,crane_structure,wls
2,4,0.444,nan,89.49461364746094,random_inpainting,crane_structure,wls
2,5,0.555,nan,172.7498779296875,random_inpainting,crane_structure,wls
2,6,0.666,nan,372.0928649902344,random_inpainting,crane_structure,wls
2,7,0.777,nan,903.673095703125,random_inpainting,crane_structure,wls
2,8,0.888,nan,2498.38330078125,random_inpainting,crane_structure,wls
2,9,0.999,nan,7948.64794921875,random_inpainting,crane_structure,wls
3,0,0.0,nan,3926.30078125,random_inpainting,crane_structure,wls
3,1,0.111,nan,3944.74169921875,random_inpainting,crane_structure,wls
3,2,0.222,nan,3978.814453125,random_inpainting,crane_structure,wls
3,3,0.333,nan,4027.38134765625,random_inpainting,crane_structure,wls
3,4,0.444,nan,4083.71044921875,random_inpainting,crane_structure,wls
3,5,0.555,nan,4136.26171875,random_inpainting,crane_structure,wls
3,6,0.666,nan,4161.54052734375,random_inpainting,crane_structure,wls
3,7,0.777,nan,4105.3544921875,random_inpainting,crane_structure,wls
3,8,0.888,nan,3838.21240234375,random_inpainting,crane_structure,wls
3,9,0.999,nan,3838.287841796875,random_inpainting,crane_structure,wls
0,0,0.0,nan,0.06160040944814682,random_inpainting,crane_structure,model
0,1,0.111,nan,0.06630322337150574,random_inpainting,crane_structure,model
0,2,0.222,nan,0.06241641566157341,random_inpainting,crane_structure,model
0,3,0.333,nan,0.048984259366989136,random_inpainting,crane_structure,model
0,4,0.444,nan,0.029754087328910828,random_inpainting,crane_structure,model
0,5,0.555,nan,0.015263363718986511,random_inpainting,crane_structure,model
0,6,0.666,nan,0.010752735659480095,random_inpainting,crane_structure,model
0,7,0.777,nan,0.00739698251709342,random_inpainting,crane_structure,model
0,8,0.888,nan,0.007315881550312042,random_inpainting,crane_structure,model
0,9,0.999,nan,0.006508430000394583,random_inpainting,crane_structure,model
1,0,0.0,nan,0.010678542777895927,random_inpainting,crane_structure,model
1,1,0.111,nan,0.0105571448802948,random_inpainting,crane_structure,model
1,2,0.222,nan,0.010172838345170021,random_inpainting,crane_structure,model
1,3,0.333,nan,0.01051131822168827,random_inpainting,crane_structure,model
1,4,0.444,nan,0.009968779981136322,random_inpainting,crane_structure,model
1,5,0.555,nan,0.009540321305394173,random_inpainting,crane_structure,model
1,6,0.666,nan,0.011002441868185997,random_inpainting,crane_structure,model
1,7,0.777,nan,0.015171676874160767,random_inpainting,crane_structure,model
1,8,0.888,nan,0.02147439494729042,random_inpainting,crane_structure,model
1,9,0.999,nan,0.026340242475271225,random_inpainting,crane_structure,model
2,0,0.0,nan,0.028631847351789474,random_inpainting,crane_structure,model
2,1,0.111,nan,0.02615576609969139,random_inpainting,crane_structure,model
2,2,0.222,nan,0.024905189871788025,random_inpainting,crane_structure,model
2,3,0.333,nan,0.0233586635440588,random_inpainting,crane_structure,model
2,4,0.444,nan,0.02209795080125332,random_inpainting,crane_structure,model
2,5,0.555,nan,0.02286633849143982,random_inpainting,crane_structure,model
2,6,0.666,nan,0.02526046149432659,random_inpainting,crane_structure,model
2,7,0.777,nan,0.028939872980117798,random_inpainting,crane_structure,model
2,8,0.888,nan,0.033648230135440826,random_inpainting,crane_structure,model
2,9,0.999,nan,0.0392938032746315,random_inpainting,crane_structure,model
3,0,0.0,nan,0.03572056442499161,random_inpainting,crane_structure,model
3,1,0.111,nan,0.03399599343538284,random_inpainting,crane_structure,model
3,2,0.222,nan,0.036100052297115326,random_inpainting,crane_structure,model
3,3,0.333,nan,0.03730658069252968,random_inpainting,crane_structure,model
3,4,0.444,nan,0.04007101058959961,random_inpainting,crane_structure,model
3,5,0.555,nan,0.040800124406814575,random_inpainting,crane_structure,model
3,6,0.666,nan,0.042464714497327805,random_inpainting,crane_structure,model
3,7,0.777,nan,0.045049216598272324,random_inpainting,crane_structure,model
3,8,0.888,nan,0.05111721158027649,random_inpainting,crane_structure,model
3,9,0.999,nan,0.051117923110723495,random_inpainting,crane_structure,model
0,0,0.0,1.0,0.021040506660938263,random_inpainting,crane_structure,alg2
0,1,0.111,0.9722500000000001,0.020983949303627014,random_inpainting,crane_structure,alg2
0,2,0.222,0.9445,0.02118382230401039,random_inpainting,crane_structure,alg2
0,3,0.333,0.9167500000000001,0.021119769662618637,random_inpainting,crane_structure,alg2
0,4,0.444,0.889,0.021343350410461426,random_inpainting,crane_structure,alg2
0,5,0.555,0.86125,0.02124180644750595,random_inpainting,crane_structure,alg2
0,6,0.666,0.8335,0.02115866169333458,random_inpainting,crane_structure,alg2
0,7,0.777,0.80575,0.021070536226034164,random_inpainting,crane_structure,alg2
0,8,0.888,0.778,0.021200701594352722,random_inpainting,crane_structure,alg2
0,9,0.999,0.75025,0.02098114788532257,random_inpainting,crane_structure,alg2
1,0,0.0,0.8571428571428572,0.06106521189212799,random_inpainting,crane_structure,alg2
1,1,0.111,0.8175000000000001,0.06054364889860153,random_inpainting,crane_structure,alg2
1,2,0.222,0.7778571428571429,0.06084628403186798,random_inpainting,crane_structure,alg2
1,3,0.333,0.7382142857142858,0.06120198220014572,random_inpainting,crane_structure,alg2
1,4,0.444,0.6985714285714286,0.061005204916000366,random_inpainting,crane_structure,alg2
1,5,0.555,0.6589285714285714,0.06100424751639366,random_inpainting,crane_structure,alg2
1,6,0.666,0.6192857142857142,0.06043770909309387,random_inpainting,crane_structure,alg2
1,7,0.777,0.5796428571428571,0.060720592737197876,random_inpainting,crane_structure,alg2
1,8,0.888,0.54,0.06099456548690796,random_inpainting,crane_structure,alg2
1,9,0.999,0.5003571428571428,0.06093234941363335,random_inpainting,crane_structure,alg2
2,0,0.0,0.6666666666666667,3.978799343109131,random_inpainting,crane_structure,alg2
2,1,0.111,0.6204166666666668,3.193019390106201,random_inpainting,crane_structure,alg2
2,2,0.222,0.5741666666666667,2.145789623260498,random_inpainting,crane_structure,alg2
2,3,0.333,0.5279166666666668,1.4537601470947266,random_inpainting,crane_structure,alg2
2,4,0.444,0.48166666666666674,1.0044164657592773,random_inpainting,crane_structure,alg2
2,5,0.555,0.4354166666666667,0.7179812788963318,random_inpainting,crane_structure,alg2
2,6,0.666,0.38916666666666666,0.5290974974632263,random_inpainting,crane_structure,alg2
2,7,0.777,0.34291666666666665,0.40933823585510254,random_inpainting,crane_structure,alg2
2,8,0.888,0.2966666666666667,0.32680028676986694,random_inpainting,crane_structure,alg2
2,9,0.999,0.2504166666666667,0.2672871947288513,random_inpainting,crane_structure,alg2
3,0,0.0,0.3999999999999999,0.8128477334976196,random_inpainting,crane_structure,alg2
3,1,0.111,0.3555999999999999,0.628027617931366,random_inpainting,crane_structure,alg2
3,2,0.222,0.3111999999999999,0.5261840224266052,random_inpainting,crane_structure,alg2
3,3,0.333,0.2668,0.5041024088859558,random_inpainting,crane_structure,alg2
3,4,0.444,0.22239999999999996,0.5148098468780518,random_inpainting,crane_structure,alg2
3,5,0.555,0.17799999999999994,0.5332942008972168,random_inpainting,crane_structure,alg2
3,6,0.666,0.13359999999999997,0.5512358546257019,random_inpainting,crane_structure,alg2
3,7,0.777,0.08919999999999997,0.5651094913482666,random_inpainting,crane_structure,alg2
3,8,0.888,0.044799999999999986,0.5722384452819824,random_inpainting,crane_structure,alg2
3,9,0.999,0.0004000000000000003,0.5722384452819824,random_inpainting,crane_structure,alg2
0,0,0.0,nan,0.1413087099790573,random_inpainting,ibex_horns,wls
0,1,0.111,nan,0.1447024792432785,random_inpainting,ibex_horns,wls
0,2,0.222,nan,0.15388831496238708,random_inpainting,ibex_horns,wls
0,3,0.333,nan,0.1654084026813507,random_inpainting,ibex_horns,wls
0,4,0.444,nan,0.1798749417066574,random_inpainting,ibex_horns,wls
0,5,0.555,nan,0.2038038671016693,random_inpainting,ibex_horns,wls
0,6,0.666,nan,0.24579420685768127,random_inpainting,ibex_horns,wls
0,7,0.777,nan,0.3187367916107178,random_inpainting,ibex_horns,wls
0,8,0.888,nan,0.4473879039287567,random_inpainting,ibex_horns,wls
0,9,0.999,nan,0.6908618807792664,random_inpainting,ibex_horns,wls
1,0,0.0,nan,0.37851715087890625,random_inpainting,ibex_horns,wls
1,1,0.111,nan,0.3852967619895935,random_inpainting,ibex_horns,wls
1,2,0.222,nan,0.4242245554924011,random_inpainting,ibex_horns,wls
1,3,0.333,nan,0.5491461753845215,random_inpainting,ibex_horns,wls
1,4,0.444,nan,0.7437056303024292,random_inpainting,ibex_horns,wls
1,5,0.555,nan,1.1376726627349854,random_inpainting,ibex_horns,wls
1,6,0.666,nan,2.018568992614746,random_inpainting,ibex_horns,wls
1,7,0.777,nan,4.487170219421387,random_inpainting,ibex_horns,wls
1,8,0.888,nan,12.4631986618042,random_inpainting,ibex_horns,wls
1,9,0.999,nan,39.291725158691406,random_inpainting,ibex_horns,wls
2,0,0.0,nan,14.377845764160156,random_inpainting,ibex_horns,wls
2,1,0.111,nan,19.86515998840332,random_inpainting,ibex_horns,wls
2,2,0.222,nan,29.544048309326172,random_inpainting,ibex_horns,wls
2,3,0.333,nan,47.406166076660156,random_inpainting,ibex_horns,wls
2,4,0.444,nan,83.01898193359375,random_inpainting,ibex_horns,wls
2,5,0.555,nan,160.47996520996094,random_inpainting,ibex_horns,wls
2,6,0.666,nan,346.24017333984375,random_inpainting,ibex_horns,wls
2,7,0.777,nan,842.0213623046875,random_inpainting,ibex_horns,wls
2,8,0.888,nan,2330.27978515625,random_inpainting,ibex_horns,wls
2,9,0.999,nan,7422.8076171875,random_inpainting,ibex_horns,wls
3,0,0.0,nan,3664.587646484375,random_inpainting,ibex_horns,wls
3,1,0.111,nan,3681.596435546875,random_inpainting,ibex_horns,wls
3,2,0.222,nan,3713.37841796875,random_inpainting,ibex_horns,wls
3,3,0.333,nan,3758.74462890625,random_inpainting,ibex_horns,wls
3,4,0.444,nan,3811.27392578125,random_inpainting,ibex_horns,wls
3,5,0.555,nan,3860.33740234375,random_inpainting,ibex_horns,wls
3,6,0.666,nan,3883.92724609375,random_inpainting,ibex_horns,wls
3,7,0.777,nan,3831.60791015625,random_inpainting,ibex_horns,wls
3,8,0.888,nan,3582.67724609375,random_inpainting,ibex_horns,wls
3,9,0.999,nan,3582.74609375,random_inpainting,ibex_horns,wls
0,0,0.0,nan,0.025164049118757248,random_inpainting,ibex_horns,model
0,1,0.111,nan,0.025603903457522392,random_inpainting,ibex_horns,model
0,2,0.222,nan,0.028776865452528,random_inpainting,ibex_horns,model
0,3,0.333,nan,0.029094740748405457,random_inpainting,ibex_horns,model
0,4,0.444,nan,0.025833314284682274,random_inpainting,ibex_horns,model
0,5,0.555,nan,0.021567292511463165,random_inpainting,ibex_horns,model
0,6,0.666,nan,0.017775073647499084,random_inpainting,ibex_horns,model
0,7,0.777,nan,0.014567333273589611,random_inpainting,ibex_horns,model
0,8,0.888,nan,0.01164909079670906,random_inpainting,ibex_horns,model
0,9,0.999,nan,0.00888918712735176,random_inpainting,ibex_horns,model
1,0,0.0,nan,0.016869833692908287,random_inpainting,ibex_horns,model
1,1,0.111,nan,0.015364691615104675,random_inpainting,ibex_horns,model
1,2,0.222,nan,0.011904004029929638,random_inpainting,ibex_horns,model
1,3,0.333,nan,0.009906850755214691,random_inpainting,ibex_horns,model
1,4,0.444,nan,0.009243552573025227,random_inpainting,ibex_horns,model
1,5,0.555,nan,0.009207385592162609,random_inpainting,ibex_horns,model
1,6,0.666,nan,0.008602669462561607,random_inpainting,ibex_horns,model
1,7,0.777,nan,0.009953956119716167,random_inpainting,ibex_horns,model
1,8,0.888,nan,0.013788217678666115,random_inpainting,ibex_horns,model
1,9,0.999,nan,0.016027415171265602,random_inpainting,ibex_horns,model
2,0,0.0,nan,0.018768254667520523,random_inpainting,ibex_horns,model
2,1,0.111,nan,0.017696239054203033,random_inpainting,ibex_horns,model
2,2,0.222,nan,0.015872953459620476,random_inpainting,ibex_horns,model
2,3,0.333,nan,0.014739876613020897,random_inpainting,ibex_horns,model
2,4,0.444,nan,0.01380246039479971,random_inpainting,ibex_horns,model
2,5,0.555,nan,0.013430973514914513,random_inpainting,ibex_horns,model
2,6,0.666,nan,0.013896460644900799,random_inpainting,ibex_horns,model
2,7,0.777,nan,0.015562137588858604,random_inpainting,ibex_horns,model
2,8,0.888,nan,0.0183383971452713,random_inpainting,ibex_horns,model
2,9,0.999,nan,0.021881192922592163,random_inpainting,ibex_horns,model
3,0,0.0,nan,0.02400270476937294,random_inpainting,ibex_horns,model
3,1,0.111,nan,0.022739838808774948,random_inpainting,ibex_horns,model
3,2,0.222,nan,0.021969906985759735,random_inpainting,ibex_horns,model
3,3,0.333,nan,0.021417757496237755,random_inpainting,ibex_horns,model
3,4,0.444,nan,0.02134012244641781,random_inpainting,ibex_horns,model
3,5,0.555,nan,0.021227162331342697,random_inpainting,ibex_horns,model
3,6,0.666,nan,0.02124319225549698,random_inpainting,ibex_horns,model
3,7,0.777,nan,0.02169984206557274,random_inpainting,ibex_horns,model
3,8,0.888,nan,0.023141562938690186,random_inpainting,ibex_horns,model
3,9,0.999,nan,0.023134227842092514,random_inpainting,ibex_horns,model
0,0,0.0,1.0,0.028545230627059937,random_inpainting,ibex_horns,alg2
0,1,0.111,0.9722500000000001,0.02855038456618786,random_inpainting,ibex_horns,alg2
0,2,0.222,0.9445,0.028641104698181152,random_inpainting,ibex_horns,alg2
0,3,0.333,0.9167500000000001,0.028558939695358276,random_inpainting,ibex_horns,alg2
0,4,0.444,0.889,0.028465038165450096,random_inpainting,ibex_horns,alg2
0,5,0.555,0.86125,0.02874171733856201,random_inpainting,ibex_horns,alg2
0,6,0.666,0.8335,0.028688013553619385,random_inpainting,ibex_horns,alg2
0,7,0.777,0.80575,0.028281625360250473,random_inpainting,ibex_horns,alg2
0,8,0.888,0.778,0.028544848784804344,random_inpainting,ibex_horns,alg2
0,9,0.999,0.75025,0.02870769426226616,random_inpainting,ibex_horns,alg2
1,0,0.0,0.8571428571428572,0.03555748984217644,random_inpainting,ibex_horns,alg2
1,1,0.111,0.8175000000000001,0.03518415987491608,random_inpainting,ibex_horns,alg2
1,2,0.222,0.7778571428571429,0.03541842848062515,random_inpainting,ibex_horns,alg2
1,3,0.333,0.7382142857142858,0.03550082445144653,random_inpainting,ibex_horns,alg2
1,4,0.444,0.6985714285714286,0.03596890717744827,random_inpainting,ibex_horns,alg2
1,5,0.555,0.6589285714285714,0.03542304039001465,random_inpainting,ibex_horns,alg2
1,6,0.666,0.6192857142857142,0.03523201495409012,random_inpainting,ibex_horns,alg2
1,7,0.777,0.5796428571428571,0.03532220795750618,random_inpainting,ibex_horns,alg2
1,8,0.888,0.54,0.0352030023932457,random_inpainting,ibex_horns,alg2
1,9,0.999,0.5003571428571428,0.03528836369514465,random_inpainting,ibex_horns,alg2
2,0,0.0,0.6666666666666667,3.592653751373291,random_inpainting,ibex_horns,alg2
2,1,0.111,0.6204166666666668,2.8068976402282715,random_inpainting,ibex_horns,alg2
2,2,0.222,0.5741666666666667,1.8633192777633667,random_inpainting,ibex_horns,alg2
2,3,0.333,0.5279166666666668,1.1921861171722412,random_inpainting,ibex_horns,alg2
2,4,0.444,0.48166666666666674,0.8057681322097778,random_inpainting,ibex_horns,alg2
2,5,0.555,0.4354166666666667,0.5860132575035095,random_inpainting,ibex_horns,alg2
2,6,0.666,0.38916666666666666,0.4450785517692566,random_inpainting,ibex_horns,alg2
2,7,0.777,0.34291666666666665,0.34599828720092773,random_inpainting,ibex_horns,alg2
2,8,0.888,0.2966666666666667,0.28386828303337097,random_inpainting,ibex_horns,alg2
2,9,0.999,0.2504166666666667,0.23355185985565186,random_inpainting,ibex_horns,alg2
3,0,0.0,0.3999999999999999,0.8111635446548462,random_inpainting,ibex_horns,alg2
3,1,0.111,0.3555999999999999,0.638190507888794,random_inpainting,ibex_horns,alg2
3,2,0.222,0.3111999999999999,0.5595793724060059,random_inpainting,ibex_horns,alg2
3,3,0.333,0.2668,0.557161271572113,random_inpainting,ibex_horns,alg2
3,4,0.444,0.22239999999999996,0.5844143033027649,random_inpainting,ibex_horns,alg2
3,5,0.555,0.17799999999999994,0.6189972758293152,random_inpainting,ibex_horns,alg2
3,6,0.666,0.13359999999999997,0.6458855867385864,random_inpainting,ibex_horns,alg2
3,7,0.777,0.08919999999999997,0.6641273498535156,random_inpainting,ibex_horns,alg2
3,8,0.888,0.044799999999999986,0.6734921336174011,random_inpainting,ibex_horns,alg2
3,9,0.999,0.0004000000000000003,0.6734921336174011,random_inpainting,ibex_horns,alg2
0,0,0.0,nan,0.12042968720197678,random_inpainting,junco,wls
0,1,0.111,nan,0.1252678632736206,random_inpainting,junco,wls
0,2,0.222,nan,0.1345233917236328,random_inpainting,junco,wls
0,3,0.333,nan,0.14529499411582947,random_inpainting,junco,wls
0,4,0.444,nan,0.15944728255271912,random_inpainting,junco,wls
0,5,0.555,nan,0.18274430930614471,random_inpainting,junco,wls
0,6,0.666,nan,0.22234414517879486,random_inpainting,junco,wls
