stage,step,tau,sigma_tau,mse_x1,task,image,method
0,9,0.999,nan,0.0017989934422075748,gaussian_blur,lakeside_beach,model
1,0,0.0,nan,0.003502275561913848,gaussian_blur,lakeside_beach,model
1,1,0.111,nan,0.0035028597339987755,gaussian_blur,lakeside_beach,model
1,2,0.222,nan,0.0033961019944399595,gaussian_blur,lakeside_beach,model
1,3,0.333,nan,0.0034638005308806896,gaussian_blur,lakeside_beach,model
1,4,0.444,nan,0.0033268227707594633,gaussian_blur,lakeside_beach,model
1,5,0.555,nan,0.0032798645552247763,gaussian_blur,lakeside_beach,model
1,6,0.666,nan,0.0032576420344412327,gaussian_blur,lakeside_beach,model
1,7,0.777,nan,0.0032855742610991,gaussian_blur,lakeside_beach,model
1,8,0.888,nan,0.00322902575135231,gaussian_blur,lakeside_beach,model
1,9,0.999,nan,0.003447954310104251,gaussian_blur,lakeside_beach,model
2,0,0.0,nan,0.005699304398149252,gaussian_blur,lakeside_beach,model
2,1,0.111,nan,0.00573623925447464,gaussian_blur,lakeside_beach,model
2,2,0.222,nan,0.0057834736071527,gaussian_blur,lakeside_beach,model
2,3,0.333,nan,0.005864230915904045,gaussian_blur,lakeside_beach,model
2,4,0.444,nan,0.006033356301486492,gaussian_blur,lakeside_beach,model
2,5,0.555,nan,0.006090328097343445,gaussian_blur,lakeside_beach,model
2,6,0.666,nan,0.006203356198966503,gaussian_blur,lakeside_beach,model
2,7,0.777,nan,0.0062481556087732315,gaussian_blur,lakeside_beach,model
2,8,0.888,nan,0.006396641489118338,gaussian_blur,lakeside_beach,model
2,9,0.999,nan,0.006515756249427795,gaussian_blur,lakeside_beach,model
3,0,0.0,nan,0.008444780483841896,gaussian_blur,lakeside_beach,model
3,1,0.111,nan,0.008434638381004333,gaussian_blur,lakeside_beach,model
3,2,0.222,nan,0.008372427895665169,gaussian_blur,lakeside_beach,model
3,3,0.333,nan,0.008291201665997505,gaussian_blur,lakeside_beach,model
3,4,0.444,nan,0.008239202201366425,gaussian_blur,lakeside_beach,model
3,5,0.555,nan,0.008093317970633507,gaussian_blur,lakeside_beach,model
3,6,0.666,nan,0.007864384911954403,gaussian_blur,lakeside_beach,model
3,7,0.777,nan,0.007570268120616674,gaussian_blur,lakeside_beach,model
3,8,0.888,nan,0.007141217589378357,gaussian_blur,lakeside_beach,model
3,9,0.999,nan,0.007138804532587528,gaussian_blur,lakeside_beach,model
0,0,0.0,1.0,0.002991240471601486,gaussian_blur,lakeside_beach,alg2
0,1,0.111,0.9722500000000001,0.002963956445455551,gaussian_blur,lakeside_beach,alg2
0,2,0.222,0.9445,0.0028769331984221935,gaussian_blur,lakeside_beach,alg2
0,3,0.333,0.9167500000000001,0.002968630287796259,gaussian_blur,lakeside_beach,alg2
0,4,0.444,0.889,0.002996566705405712,gaussian_blur,lakeside_beach,alg2
0,5,0.555,0.86125,0.0029927915893495083,gaussian_blur,lakeside_beach,alg2
0,6,0.666,0.8335,0.002969796536490321,gaussian_blur,lakeside_beach,alg2
0,7,0.777,0.80575,0.0029563852585852146,gaussian_blur,lakeside_beach,alg2
0,8,0.888,0.778,0.003003765596076846,gaussian_blur,lakeside_beach,alg2
0,9,0.999,0.75025,0.002969711786136031,gaussian_blur,lakeside_beach,alg2
1,0,0.0,0.8571428571428572,1.037840723991394,gaussian_blur,lakeside_beach,alg2
1,1,0.111,0.8175000000000001,0.8799278140068054,gaussian_blur,lakeside_beach,alg2
1,2,0.222,0.7778571428571429,0.8657523393630981,gaussian_blur,lakeside_beach,alg2
1,3,0.333,0.7382142857142858,0.8375715017318726,gaussian_blur,lakeside_beach,alg2
1,4,0.444,0.6985714285714286,0.7647520303726196,gaussian_blur,lakeside_beach,alg2
1,5,0.555,0.6589285714285714,0.6528337597846985,gaussian_blur,lakeside_beach,alg2
1,6,0.666,0.6192857142857142,0.5381513833999634,gaussian_blur,lakeside_beach,alg2
1,7,0.777,0.5796428571428571,0.41856878995895386,gaussian_blur,lakeside_beach,alg2
1,8,0.888,0.54,0.3251558542251587,gaussian_blur,lakeside_beach,alg2
1,9,0.999,0.5003571428571428,0.26884472370147705,gaussian_blur,lakeside_beach,alg2
2,0,0.0,0.6666666666666667,15.997343063354492,gaussian_blur,lakeside_beach,alg2
2,1,0.111,0.6204166666666668,14.46673583984375,gaussian_blur,lakeside_beach,alg2
2,2,0.222,0.5741666666666667,12.196146965026855,gaussian_blur,lakeside_beach,alg2
2,3,0.333,0.5279166666666668,8.31455135345459,gaussian_blur,lakeside_beach,alg2
2,4,0.444,0.48166666666666674,5.489114284515381,gaussian_blur,lakeside_beach,alg2
2,5,0.555,0.4354166666666667,3.537097930908203,gaussian_blur,lakeside_beach,alg2
2,6,0.666,0.38916666666666666,2.3429667949676514,gaussian_blur,lakeside_beach,alg2
2,7,0.777,0.34291666666666665,1.6297328472137451,gaussian_blur,lakeside_beach,alg2
2,8,0.888,0.2966666666666667,1.1906718015670776,gaussian_blur,lakeside_beach,alg2
2,9,0.999,0.2504166666666667,0.9267946481704712,gaussian_blur,lakeside_beach,alg2
3,0,0.0,0.3999999999999999,1.642791986465454,gaussian_blur,lakeside_beach,alg2
3,1,0.111,0.3555999999999999,1.4234435558319092,gaussian_blur,lakeside_beach,alg2
3,2,0.222,0.3111999999999999,1.251868724822998,gaussian_blur,lakeside_beach,alg2
3,3,0.333,0.2668,1.1280878782272339,gaussian_blur,lakeside_beach,alg2
3,4,0.444,0.22239999999999996,1.0408743619918823,gaussian_blur,lakeside_beach,alg2
3,5,0.555,0.17799999999999994,0.988693356513977,gaussian_blur,lakeside_beach,alg2
3,6,0.666,0.13359999999999997,0.9635326862335205,gaussian_blur,lakeside_beach,alg2
3,7,0.777,0.08919999999999997,0.9528499841690063,gaussian_blur,lakeside_beach,alg2
3,8,0.888,0.044799999999999986,0.9505607485771179,gaussian_blur,lakeside_beach,alg2
3,9,0.999,0.0004000000000000003,0.9505607485771179,gaussian_blur,lakeside_beach,alg2
0,0,0.0,nan,0.295491099357605,gaussian_blur,sea_anemone,wls
0,1,0.111,nan,0.3332189917564392,gaussian_blur,sea_anemone,wls
0,2,0.222,nan,0.4038032293319702,gaussian_blur,sea_anemone,wls
0,3,0.333,nan,0.5347720980644226,gaussian_blur,sea_anemone,wls
0,4,0.444,nan,0.7961509227752686,gaussian_blur,sea_anemone,wls
0,5,0.555,nan,1.3730218410491943,gaussian_blur,sea_anemone,wls
0,6,0.666,nan,2.758401870727539,gaussian_blur,sea_anemone,wls
0,7,0.777,nan,6.759975433349609,gaussian_blur,sea_anemone,wls
0,8,0.888,nan,22.973133087158203,gaussian_blur,sea_anemone,wls
0,9,0.999,nan,82.39180755615234,gaussian_blur,sea_anemone,wls
1,0,0.0,nan,11.474455833435059,gaussian_blur,sea_anemone,wls
1,1,0.111,nan,16.413955688476562,gaussian_blur,sea_anemone,wls
1,2,0.222,nan,24.143417358398438,gaussian_blur,sea_anemone,wls
1,3,0.333,nan,38.06919860839844,gaussian_blur,sea_anemone,wls
1,4,0.444,nan,64.67120361328125,gaussian_blur,sea_anemone,wls
1,5,0.555,nan,119.412353515625,gaussian_blur,sea_anemone,wls
1,6,0.666,nan,244.04244995117188,gaussian_blur,sea_anemone,wls
1,7,0.777,nan,564.5888061523438,gaussian_blur,sea_anemone,wls
1,8,0.888,nan,1520.244873046875,gaussian_blur,sea_anemone,wls
1,9,0.999,nan,4908.6572265625,gaussian_blur,sea_anemone,wls
2,0,0.0,nan,2019.9541015625,gaussian_blur,sea_anemone,wls
2,1,0.111,nan,2707.2646484375,gaussian_blur,sea_anemone,wls
2,2,0.222,nan,3778.444091796875,gaussian_blur,sea_anemone,wls
2,3,0.333,nan,5480.83203125,gaussian_blur,sea_anemone,wls
2,4,0.444,nan,8234.150390625,gaussian_blur,sea_anemone,wls
2,5,0.555,nan,12748.744140625,gaussian_blur,sea_anemone,wls
2,6,0.666,nan,20218.05859375,gaussian_blur,sea_anemone,wls
2,7,0.777,nan,32615.640625,gaussian_blur,sea_anemone,wls
2,8,0.888,nan,53119.60546875,gaussian_blur,sea_anemone,wls
2,9,0.999,nan,86683.7421875,gaussian_blur,sea_anemone,wls
3,0,0.0,nan,48592.90625,gaussian_blur,sea_anemone,wls
3,1,0.111,nan,48357.34375,gaussian_blur,sea_anemone,wls
3,2,0.222,nan,48053.984375,gaussian_blur,sea_anemone,wls
3,3,0.333,nan,47746.96875,gaussian_blur,sea_anemone,wls
3,4,0.444,nan,47421.96484375,gaussian_blur,sea_anemone,wls
3,5,0.555,nan,47068.7109375,gaussian_blur,sea_anemone,wls
3,6,0.666,nan,46673.1484375,gaussian_blur,sea_anemone,wls
3,7,0.777,nan,46230.73046875,gaussian_blur,sea_anemone,wls
3,8,0.888,nan,45784.375,gaussian_blur,sea_anemone,wls
3,9,0.999,nan,45784.3125,gaussian_blur,sea_anemone,wls
0,0,0.0,nan,0.004034926183521748,gaussian_blur,sea_anemone,model
0,1,0.111,nan,0.0040866415947675705,gaussian_blur,sea_anemone,model
0,2,0.222,nan,0.003968283534049988,gaussian_blur,sea_anemone,model
0,3,0.333,nan,0.0039796484634280205,gaussian_blur,sea_anemone,model
0,4,0.444,nan,0.0038559928070753813,gaussian_blur,sea_anemone,model
0,5,0.555,nan,0.003809560090303421,gaussian_blur,sea_anemone,model
0,6,0.666,nan,0.0038440662901848555,gaussian_blur,sea_anemone,model
0,7,0.777,nan,0.003855376970022917,gaussian_blur,sea_anemone,model
0,8,0.888,nan,0.0037713299971073866,gaussian_blur,sea_anemone,model
0,9,0.999,nan,0.003910008817911148,gaussian_blur,sea_anemone,model
1,0,0.0,nan,0.003913528751581907,gaussian_blur,sea_anemone,model
1,1,0.111,nan,0.003881073324009776,gaussian_blur,sea_anemone,model
1,2,0.222,nan,0.0038636806420981884,gaussian_blur,sea_anemone,model
1,3,0.333,nan,0.00393681600689888,gaussian_blur,sea_anemone,model
1,4,0.444,nan,0.003892631968483329,gaussian_blur,sea_anemone,model
1,5,0.555,nan,0.003755776211619377,gaussian_blur,sea_anemone,model
1,6,0.666,nan,0.003886731108650565,gaussian_blur,sea_anemone,model
1,7,0.777,nan,0.0037997043691575527,gaussian_blur,sea_anemone,model
1,8,0.888,nan,0.004005867056548595,gaussian_blur,sea_anemone,model
1,9,0.999,nan,0.004129543900489807,gaussian_blur,sea_anemone,model
2,0,0.0,nan,0.00789800938218832,gaussian_blur,sea_anemone,model
2,1,0.111,nan,0.007961634546518326,gaussian_blur,sea_anemone,model
2,2,0.222,nan,0.0077539971098303795,gaussian_blur,sea_anemone,model
2,3,0.333,nan,0.007787336595356464,gaussian_blur,sea_anemone,model
2,4,0.444,nan,0.007988154888153076,gaussian_blur,sea_anemone,model
2,5,0.555,nan,0.007672610692679882,gaussian_blur,sea_anemone,model
2,6,0.666,nan,0.007572173606604338,gaussian_blur,sea_anemone,model
2,7,0.777,nan,0.007461007218807936,gaussian_blur,sea_anemone,model
2,8,0.888,nan,0.007488497532904148,gaussian_blur,sea_anemone,model
2,9,0.999,nan,0.007324158679693937,gaussian_blur,sea_anemone,model
3,0,0.0,nan,0.01222221553325653,gaussian_blur,sea_anemone,model
3,1,0.111,nan,0.012151142582297325,gaussian_blur,sea_anemone,model
3,2,0.222,nan,0.012091427110135555,gaussian_blur,sea_anemone,model
3,3,0.333,nan,0.012015832588076591,gaussian_blur,sea_anemone,model
3,4,0.444,nan,0.011926261708140373,gaussian_blur,sea_anemone,model
3,5,0.555,nan,0.011760260909795761,gaussian_blur,sea_anemone,model
3,6,0.666,nan,0.011503304354846478,gaussian_blur,sea_anemone,model
3,7,0.777,nan,0.011240577325224876,gaussian_blur,sea_anemone,model
3,8,0.888,nan,0.010779987089335918,gaussian_blur,sea_anemone,model
3,9,0.999,nan,0.010778950527310371,gaussian_blur,sea_anemone,model
0,0,0.0,1.0,0.007105791941285133,gaussian_blur,sea_anemone,alg2
0,1,0.111,0.9722500000000001,0.006906422786414623,gaussian_blur,sea_anemone,alg2
0,2,0.222,0.9445,0.0068394700065255165,gaussian_blur,sea_anemone,alg2
0,3,0.333,0.9167500000000001,0.006900567561388016,gaussian_blur,sea_anemone,alg2
0,4,0.444,0.889,0.006905452813953161,gaussian_blur,sea_anemone,alg2
0,5,0.555,0.86125,0.006921372376382351,gaussian_blur,sea_anemone,alg2
0,6,0.666,0.8335,0.006927131675183773,gaussian_blur,sea_anemone,alg2
0,7,0.777,0.80575,0.007069313898682594,gaussian_blur,sea_anemone,alg2
0,8,0.888,0.778,0.0070171840488910675,gaussian_blur,sea_anemone,alg2
0,9,0.999,0.75025,0.006883702706545591,gaussian_blur,sea_anemone,alg2
1,0,0.0,0.8571428571428572,1.0381566286087036,gaussian_blur,sea_anemone,alg2
1,1,0.111,0.8175000000000001,0.8808478116989136,gaussian_blur,sea_anemone,alg2
1,2,0.222,0.7778571428571429,0.8660823106765747,gaussian_blur,sea_anemone,alg2
1,3,0.333,0.7382142857142858,0.8391112089157104,gaussian_blur,sea_anemone,alg2
1,4,0.444,0.6985714285714286,0.7652807235717773,gaussian_blur,sea_anemone,alg2
1,5,0.555,0.6589285714285714,0.6543610692024231,gaussian_blur,sea_anemone,alg2
1,6,0.666,0.6192857142857142,0.5392529368400574,gaussian_blur,sea_anemone,alg2
1,7,0.777,0.5796428571428571,0.420287549495697,gaussian_blur,sea_anemone,alg2
1,8,0.888,0.54,0.3261467218399048,gaussian_blur,sea_anemone,alg2
1,9,0.999,0.5003571428571428,0.2705107033252716,gaussian_blur,sea_anemone,alg2
2,0,0.0,0.6666666666666667,15.993800163269043,gaussian_blur,sea_anemone,alg2
2,1,0.111,0.6204166666666668,14.422054290771484,gaussian_blur,sea_anemone,alg2
2,2,0.222,0.5741666666666667,11.975058555603027,gaussian_blur,sea_anemone,alg2
2,3,0.333,0.5279166666666668,8.050718307495117,gaussian_blur,sea_anemone,alg2
2,4,0.444,0.48166666666666674,5.298251628875732,gaussian_blur,sea_anemone,alg2
2,5,0.555,0.4354166666666667,3.414327621459961,gaussian_blur,sea_anemone,alg2
2,6,0.666,0.38916666666666666,2.244326114654541,gaussian_blur,sea_anemone,alg2
2,7,0.777,0.34291666666666665,1.5329711437225342,gaussian_blur,sea_anemone,alg2
2,8,0.888,0.2966666666666667,1.0977449417114258,gaussian_blur,sea_anemone,alg2
2,9,0.999,0.2504166666666667,0.8307373523712158,gaussian_blur,sea_anemone,alg2
3,0,0.0,0.3999999999999999,1.5414155721664429,gaussian_blur,sea_anemone,alg2
3,1,0.111,0.3555999999999999,1.2962344884872437,gaussian_blur,sea_anemone,alg2
3,2,0.222,0.3111999999999999,1.0993404388427734,gaussian_blur,sea_anemone,alg2
3,3,0.333,0.2668,0.9570685625076294,gaussian_blur,sea_anemone,alg2
3,4,0.444,0.22239999999999996,0.8529262542724609,gaussian_blur,sea_anemone,alg2
3,5,0.555,0.17799999999999994,0.782721221446991,gaussian_blur,sea_anemone,alg2
3,6,0.666,0.13359999999999997,0.7413212656974792,gaussian_blur,sea_anemone,alg2
3,7,0.777,0.08919999999999997,0.7191352248191833,gaussian_blur,sea_anemone,alg2
3,8,0.888,0.044799999999999986,0.7114146947860718,gaussian_blur,sea_anemone,alg2
3,9,0.999,0.0004000000000000003,0.7114146947860718,gaussian_blur,sea_anemone,alg2
0,0,0.0,nan,0.2968706786632538,gaussian_blur,shetland_sheepdog,wls
0,1,0.111,nan,0.3341160714626312,gaussian_blur,shetland_sheepdog,wls
0,2,0.222,nan,0.4045414328575134,gaussian_blur,shetland_sheepdog,wls
0,3,0.333,nan,0.5351278185844421,gaussian_blur,shetland_sheepdog,wls
0,4,0.444,nan,0.796676516532898,gaussian_blur,shetland_sheepdog,wls
0,5,0.555,nan,1.3747332096099854,gaussian_blur,shetland_sheepdog,wls
0,6,0.666,nan,2.7582948207855225,gaussian_blur,shetland_sheepdog,wls
0,7,0.777,nan,6.663935661315918,gaussian_blur,shetland_sheepdog,wls
0,8,0.888,nan,23.09113121032715,gaussian_blur,shetland_sheepdog,wls
0,9,0.999,nan,83.54933166503906,gaussian_blur,shetland_sheepdog,wls
1,0,0.0,nan,11.656553268432617,gaussian_blur,shetland_sheepdog,wls
1,1,0.111,nan,16.74657440185547,gaussian_blur,shetland_sheepdog,wls
1,2,0.222,nan,24.532817840576172,gaussian_blur,shetland_sheepdog,wls
1,3,0.333,nan,38.43281173706055,gaussian_blur,shetland_sheepdog,wls
1,4,0.444,nan,64.97438049316406,gaussian_blur,shetland_sheepdog,wls
1,5,0.555,nan,119.52458190917969,gaussian_blur,shetland_sheepdog,wls
1,6,0.666,nan,243.6666717529297,gaussian_blur,shetland_sheepdog,wls
1,7,0.777,nan,562.7261962890625,gaussian_blur,shetland_sheepdog,wls
1,8,0.888,nan,1513.3480224609375,gaussian_blur,shetland_sheepdog,wls
1,9,0.999,nan,4882.21142578125,gaussian_blur,shetland_sheepdog,wls
2,0,0.0,nan,2008.689697265625,gaussian_blur,shetland_sheepdog,wls
2,1,0.111,nan,2691.7060546875,gaussian_blur,shetland_sheepdog,wls
2,2,0.222,nan,3756.58349609375,gaussian_blur,shetland_sheepdog,wls
2,3,0.333,nan,5448.93896484375,gaussian_blur,shetland_sheepdog,wls
2,4,0.444,nan,8186.05615234375,gaussian_blur,shetland_sheepdog,wls
2,5,0.555,nan,12674.048828125,gaussian_blur,shetland_sheepdog,wls
2,6,0.666,nan,20099.01953125,gaussian_blur,shetland_sheepdog,wls
2,7,0.777,nan,32422.16796875,gaussian_blur,shetland_sheepdog,wls
2,8,0.888,nan,52801.9375,gaussian_blur,shetland_sheepdog,wls
2,9,0.999,nan,86161.6484375,gaussian_blur,shetland_sheepdog,wls
3,0,0.0,nan,48303.01171875,gaussian_blur,shetland_sheepdog,wls
3,1,0.111,nan,48069.2734375,gaussian_blur,shetland_sheepdog,wls
3,2,0.222,nan,47767.109375,gaussian_blur,shetland_sheepdog,wls
3,3,0.333,nan,47461.9609375,gaussian_blur,shetland_sheepdog,wls
3,4,0.444,nan,47139.0234375,gaussian_blur,shetland_sheepdog,wls
3,5,0.555,nan,46788.1875,gaussian_blur,shetland_sheepdog,wls
3,6,0.666,nan,46395.15234375,gaussian_blur,shetland_sheepdog,wls
3,7,0.777,nan,45955.3984375,gaussian_blur,shetland_sheepdog,wls
3,8,0.888,nan,45511.90234375,gaussian_blur,shetland_sheepdog,wls
3,9,0.999,nan,45511.83984375,gaussian_blur,shetland_sheepdog,wls
0,0,0.0,nan,0.005384084768593311,gaussian_blur,shetland_sheepdog,model
0,1,0.111,nan,0.00525353429839015,gaussian_blur,shetland_sheepdog,model
0,2,0.222,nan,0.005221973173320293,gaussian_blur,shetland_sheepdog,model
0,3,0.333,nan,0.005217268131673336,gaussian_blur,shetland_sheepdog,model
0,4,0.444,nan,0.005070777609944344,gaussian_blur,shetland_sheepdog,model
0,5,0.555,nan,0.005050752777606249,gaussian_blur,shetland_sheepdog,model
0,6,0.666,nan,0.005173475947231054,gaussian_blur,shetland_sheepdog,model
0,7,0.777,nan,0.005264067091047764,gaussian_blur,shetland_sheepdog,model
0,8,0.888,nan,0.005264732055366039,gaussian_blur,shetland_sheepdog,model
0,9,0.999,nan,0.0053171273320913315,gaussian_blur,shetland_sheepdog,model
1,0,0.0,nan,0.004015517421066761,gaussian_blur,shetland_sheepdog,model
1,1,0.111,nan,0.004086877219378948,gaussian_blur,shetland_sheepdog,model
1,2,0.222,nan,0.004124387167394161,gaussian_blur,shetland_sheepdog,model
1,3,0.333,nan,0.004240937065333128,gaussian_blur,shetland_sheepdog,model
1,4,0.444,nan,0.004379989113658667,gaussian_blur,shetland_sheepdog,model
1,5,0.555,nan,0.004323896020650864,gaussian_blur,shetland_sheepdog,model
1,6,0.666,nan,0.004261481575667858,gaussian_blur,shetland_sheepdog,model
1,7,0.777,nan,0.004277636297047138,gaussian_blur,shetland_sheepdog,model
1,8,0.888,nan,0.004316466860473156,gaussian_blur,shetland_sheepdog,model
1,9,0.999,nan,0.004379051737487316,gaussian_blur,shetland_sheepdog,model
2,0,0.0,nan,0.007989705540239811,gaussian_blur,shetland_sheepdog,model
2,1,0.111,nan,0.007482249289751053,gaussian_blur,shetland_sheepdog,model
2,2,0.222,nan,0.0073460787534713745,gaussian_blur,shetland_sheepdog,model
2,3,0.333,nan,0.007336676120758057,gaussian_blur,shetland_sheepdog,model
2,4,0.444,nan,0.00794745422899723,gaussian_blur,shetland_sheepdog,model
2,5,0.555,nan,0.00763014517724514,gaussian_blur,shetland_sheepdog,model
2,6,0.666,nan,0.007608936168253422,gaussian_blur,shetland_sheepdog,model
2,7,0.777,nan,0.007612436078488827,gaussian_blur,shetland_sheepdog,model
2,8,0.888,nan,0.007681079208850861,gaussian_blur,shetland_sheepdog,model
2,9,0.999,nan,0.00790421199053526,gaussian_blur,shetland_sheepdog,model
3,0,0.0,nan,0.00954174529761076,gaussian_blur,shetland_sheepdog,model
3,1,0.111,nan,0.00962899997830391,gaussian_blur,shetland_sheepdog,model
3,2,0.222,nan,0.009679468348622322,gaussian_blur,shetland_sheepdog,model
3,3,0.333,nan,0.009768563322722912,gaussian_blur,shetland_sheepdog,model
3,4,0.444,nan,0.009867308661341667,gaussian_blur,shetland_sheepdog,model
3,5,0.555,nan,0.009893868118524551,gaussian_blur,shetland_sheepdog,model
3,6,0.666,nan,0.009850765578448772,gaussian_blur,shetland_sheepdog,model
3,7,0.777,nan,0.009702161885797977,gaussian_blur,shetland_sheepdog,model
3,8,0.888,nan,0.009418795816600323,gaussian_blur,shetland_sheepdog,model
3,9,0.999,nan,0.00941874086856842,gaussian_blur,shetland_sheepdog,model
0,0,0.0,1.0,0.008981248363852501,gaussian_blur,shetland_sheepdog,alg2
0,1,0.111,0.9722500000000001,0.008879540488123894,gaussian_blur,shetland_sheepdog,alg2
0,2,0.222,0.9445,0.008994595147669315,gaussian_blur,shetland_sheepdog,alg2
0,3,0.333,0.9167500000000001,0.009035500697791576,gaussian_blur,shetland_sheepdog,alg2
0,4,0.444,0.889,0.008870833553373814,gaussian_blur,shetland_sheepdog,alg2
0,5,0.555,0.86125,0.009090913459658623,gaussian_blur,shetland_sheepdog,alg2
0,6,0.666,0.8335,0.008968334645032883,gaussian_blur,shetland_sheepdog,alg2
0,7,0.777,0.80575,0.008815753273665905,gaussian_blur,shetland_sheepdog,alg2
0,8,0.888,0.778,0.009050963446497917,gaussian_blur,shetland_sheepdog,alg2
0,9,0.999,0.75025,0.00899213831871748,gaussian_blur,shetland_sheepdog,alg2
1,0,0.0,0.8571428571428572,1.0392343997955322,gaussian_blur,shetland_sheepdog,alg2
1,1,0.111,0.8175000000000001,0.8816732168197632,gaussian_blur,shetland_sheepdog,alg2
1,2,0.222,0.7778571428571429,0.8662514686584473,gaussian_blur,shetland_sheepdog,alg2
1,3,0.333,0.7382142857142858,0.8390669822692871,gaussian_blur,shetland_sheepdog,alg2
1,4,0.444,0.6985714285714286,0.7665876150131226,gaussian_blur,shetland_sheepdog,alg2
1,5,0.555,0.6589285714285714,0.6543716192245483,gaussian_blur,shetland_sheepdog,alg2
1,6,0.666,0.6192857142857142,0.5399923324584961,gaussian_blur,shetland_sheepdog,alg2
1,7,0.777,0.5796428571428571,0.4209190309047699,gaussian_blur,shetland_sheepdog,alg2
1,8,0.888,0.54,0.32712322473526,gaussian_blur,shetland_sheepdog,alg2
1,9,0.999,0.5003571428571428,0.27024415135383606,gaussian_blur,shetland_sheepdog,alg2
2,0,0.0,0.6666666666666667,16.031888961791992,gaussian_blur,shetland_sheepdog,alg2
2,1,0.111,0.6204166666666668,14.497028350830078,gaussian_blur,shetland_sheepdog,alg2
2,2,0.222,0.5741666666666667,12.144817352294922,gaussian_blur,shetland_sheepdog,alg2
2,3,0.333,0.5279166666666668,8.240922927856445,gaussian_blur,shetland_sheepdog,alg2
2,4,0.444,0.48166666666666674,5.454942226409912,gaussian_blur,shetland_sheepdog,alg2
2,5,0.555,0.4354166666666667,3.5355918407440186,gaussian_blur,shetland_sheepdog,alg2
2,6,0.666,0.38916666666666666,2.353142499923706,gaussian_blur,shetland_sheepdog,alg2
2,7,0.777,0.34291666666666665,1.6372812986373901,gaussian_blur,shetland_sheepdog,alg2
2,8,0.888,0.2966666666666667,1.2054176330566406,gaussian_blur,shetland_sheepdog,alg2
2,9,0.999,0.2504166666666667,0.950040340423584,gaussian_blur,shetland_sheepdog,alg2
3,0,0.0,0.3999999999999999,1.6599105596542358,gaussian_blur,shetland_sheepdog,alg2
3,1,0.111,0.3555999999999999,1.4285650253295898,gaussian_blur,shetland_sheepdog,alg2
3,2,0.222,0.3111999999999999,1.2452707290649414,gaussian_blur,shetland_sheepdog,alg2
3,3,0.333,0.2668,1.1163160800933838,gaussian_blur,shetland_sheepdog,alg2
3,4,0.444,0.22239999999999996,1.0263042449951172,gaussian_blur,shetland_sheepdog,alg2
3,5,0.555,0.17799999999999994,0.9715558886528015,gaussian_blur,shetland_sheepdog,alg2
3,6,0.666,0.13359999999999997,0.9433690309524536,gaussian_blur,shetland_sheepdog,alg2
3,7,0.777,0.08919999999999997,0.9305137991905212,gaussian_blur,shetland_sheepdog,alg2
3,8,0.888,0.044799999999999986,0.9281396269798279,gaussian_blur,shetland_sheepdog,alg2
3,9,0.999,0.0004000000000000003,0.9281396269798279,gaussian_blur,shetland_sheepdog,alg2
0,0,0.0,nan,0.02180003747344017,motion_blur,breastplate_armor,wls
0,1,0.111,nan,0.021068012341856956,motion_blur,breastplate_armor,wls
0,2,0.222,nan,0.02019786462187767,motion_blur,breastplate_armor,wls
0,3,0.333,nan,0.020064158365130424,motion_blur,breastplate_armor,wls
0,4,0.444,nan,0.018997740000486374,motion_blur,breastplate_armor,wls
0,5,0.555,nan,0.019813915714621544,motion_blur,breastplate_armor,wls
0,6,0.666,nan,0.01966939866542816,motion_blur,breastplate_armor,wls
0,7,0.777,nan,0.01844785362482071,motion_blur,breastplate_armor,wls
0,8,0.888,nan,0.0174997728317976,motion_blur,breastplate_armor,wls
0,9,0.999,nan,0.017299428582191467,motion_blur,breastplate_armor,wls
1,0,0.0,nan,0.03068307600915432,motion_blur,breastplate_armor,wls
1,1,0.111,nan,0.029365558177232742,motion_blur,breastplate_armor,wls
1,2,0.222,nan,0.029313063248991966,motion_blur,breastplate_armor,wls
1,3,0.333,nan,0.02848263829946518,motion_blur,breastplate_armor,wls
1,4,0.444,nan,0.026618894189596176,motion_blur,breastplate_armor,wls
1,5,0.555,nan,0.025355692952871323,motion_blur,breastplate_armor,wls
1,6,0.666,nan,0.02388748526573181,motion_blur,breastplate_armor,wls
1,7,0.777,nan,0.023016314953565598,motion_blur,breastplate_armor,wls
1,8,0.888,nan,0.022269748151302338,motion_blur,breastplate_armor,wls
1,9,0.999,nan,0.021888501942157745,motion_blur,breastplate_armor,wls
2,0,0.0,nan,0.032455384731292725,motion_blur,breastplate_armor,wls
2,1,0.111,nan,0.03171713277697563,motion_blur,breastplate_armor,wls
2,2,0.222,nan,0.030048426240682602,motion_blur,breastplate_armor,wls
2,3,0.333,nan,0.029186338186264038,motion_blur,breastplate_armor,wls
2,4,0.444,nan,0.028251899406313896,motion_blur,breastplate_armor,wls
2,5,0.555,nan,0.02640116587281227,motion_blur,breastplate_armor,wls
2,6,0.666,nan,0.025119829922914505,motion_blur,breastplate_armor,wls
2,7,0.777,nan,0.02386823669075966,motion_blur,breastplate_armor,wls
2,8,0.888,nan,0.0225522518157959,motion_blur,breastplate_armor,wls
2,9,0.999,nan,0.02153431624174118,motion_blur,breastplate_armor,wls
3,0,0.0,nan,0.02899899333715439,motion_blur,breastplate_armor,wls
3,1,0.111,nan,0.02799234911799431,motion_blur,breastplate_armor,wls
3,2,0.222,nan,0.026773657649755478,motion_blur,breastplate_armor,wls
