stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,mse_hole,mse_obs
2,3,0.333,0.5279166666666668,3.567392110824585,anchor=0.0,0.1,0.0,14.223564147949219,0.015334527008235455
2,4,0.444,0.48166666666666674,1.9623475074768066,anchor=0.0,0.1,0.0,7.803536891937256,0.015284404158592224
2,5,0.555,0.4354166666666667,1.1269391775131226,anchor=0.0,0.1,0.0,4.462016582489014,0.015246652998030186
2,6,0.666,0.38916666666666666,0.7242116928100586,anchor=0.0,0.1,0.0,2.8509762287139893,0.015290256589651108
2,7,0.777,0.34291666666666665,0.5086352229118347,anchor=0.0,0.1,0.0,1.9892104864120483,0.015110094100236893
2,8,0.888,0.2966666666666667,0.38172873854637146,anchor=0.0,0.1,0.0,1.4816713333129883,0.015081211924552917
2,9,0.999,0.2504166666666667,0.30877405405044556,anchor=0.0,0.1,0.0,1.1901161670684814,0.014993356540799141
3,0,0.0,0.3999999999999999,0.4856792390346527,anchor=0.0,0.1,0.0,1.9352569580078125,0.002486616373062134
3,1,0.111,0.3555999999999999,0.41144514083862305,anchor=0.0,0.1,0.0,1.6382967233657837,0.002494575222954154
3,2,0.222,0.3111999999999999,0.3537779748439789,anchor=0.0,0.1,0.0,1.4076462984085083,0.002488507889211178
3,3,0.333,0.2668,0.31426894664764404,anchor=0.0,0.1,0.0,1.2496188879013062,0.0024856741074472666
3,4,0.444,0.22239999999999996,0.2908846437931061,anchor=0.0,0.1,0.0,1.1561293601989746,0.0024697082117199898
3,5,0.555,0.17799999999999994,0.2768971920013428,anchor=0.0,0.1,0.0,1.1002546548843384,0.0024446758907288313
3,6,0.666,0.13359999999999997,0.2700818181037903,anchor=0.0,0.1,0.0,1.073128342628479,0.0023996501695364714
3,7,0.777,0.08919999999999997,0.26635274291038513,anchor=0.0,0.1,0.0,1.0584827661514282,0.0023093644995242357
3,8,0.888,0.044799999999999986,0.26536792516708374,anchor=0.0,0.1,0.0,1.0555174350738525,0.001984710805118084
3,9,0.999,0.0004000000000000003,0.26536792516708374,anchor=0.0,0.1,0.0,1.0555174350738525,0.001984710805118084
0,0,0.0,1.0,0.07817760109901428,anchor=25.0,0.1,25.0,0.25880369544029236,0.01796889677643776
0,1,0.111,0.9722500000000001,0.07557284832000732,anchor=25.0,0.1,25.0,0.24879354238510132,0.017832620069384575
0,2,0.222,0.9445,0.07234513014554977,anchor=25.0,0.1,25.0,0.23592139780521393,0.01781969889998436
0,3,0.333,0.9167500000000001,0.0714021846652031,anchor=25.0,0.1,25.0,0.2316068410873413,0.018000628799200058
0,4,0.444,0.889,0.07857953011989594,anchor=25.0,0.1,25.0,0.26051342487335205,0.017934897914528847
0,5,0.555,0.86125,0.08361168950796127,anchor=25.0,0.1,25.0,0.28070178627967834,0.017914997413754463
0,6,0.666,0.8335,0.0942118763923645,anchor=25.0,0.1,25.0,0.3230356276035309,0.017937293276190758
0,7,0.777,0.80575,0.0777706727385521,anchor=25.0,0.1,25.0,0.25730451941490173,0.01792605035007
0,8,0.888,0.778,0.06846438348293304,anchor=25.0,0.1,25.0,0.22015398740768433,0.01790117472410202
0,9,0.999,0.75025,0.07003374397754669,anchor=25.0,0.1,25.0,0.22649075090885162,0.017881400883197784
1,0,0.0,0.8571428571428572,0.06672139465808868,anchor=25.0,0.1,25.0,0.22321303188800812,0.01455750036984682
1,1,0.111,0.8175000000000001,0.061400964856147766,anchor=25.0,0.1,25.0,0.2016274780035019,0.014658798463642597
1,2,0.222,0.7778571428571429,0.061248742043972015,anchor=25.0,0.1,25.0,0.20099981129169464,0.014665047638118267
1,3,0.333,0.7382142857142858,0.06725537031888962,anchor=25.0,0.1,25.0,0.22522872686386108,0.014597581699490547
