image,stage,step,task,tau,T,e_k,gamma2_meas,mse_alg2,mse_alg2_miss,mse_alg2_obs,mse_model,mse_model_miss,mse_model_obs,mse_wls,mse_wls_miss,mse_wls_obs,resolution,s_k,score_err,score_err_g2,sigma_tau
junco,2,3,box_inpainting,0.333,523.569,0.75,0.011883500963449478,0.8815186023712158,3.514953851699829,0.003706744872033596,0.010563666000962257,0.011654992587864399,0.010199889540672302,0.1302201896905899,0.13052359223365784,0.13011904060840607,128,0.3333333333333333,0.006590751465409994,0.006675874348729849,0.5279166666666668
lakeside_beach,2,3,box_inpainting,0.333,523.569,0.75,0.011883500963449478,0.8631496429443359,3.4485559463500977,0.001347529236227274,0.006312207784503698,0.009893478825688362,0.005118450149893761,0.12479148805141449,0.12719710171222687,0.12398959696292877,128,0.3333333333333333,0.0039256662130355835,0.003998469561338425,0.5279166666666668
sea_anemone,2,3,box_inpainting,0.333,523.569,0.75,0.011883500963449478,0.8882120847702026,3.5352582931518555,0.00586329773068428,0.012901045382022858,0.014046039432287216,0.012519381009042263,0.13248074054718018,0.1306285709142685,0.13309812545776367,128,0.3333333333333333,0.008151980116963387,0.008210143074393272,0.5279166666666668
shetland_sheepdog,2,3,box_inpainting,0.333,523.569,0.75,0.011883500963449478,0.8729740381240845,3.4836816787719727,0.0027380739338696003,0.012262774631381035,0.012600096873939037,0.01215033233165741,0.12888231873512268,0.12905475497245789,0.12882483005523682,128,0.3333333333333333,0.007992490194737911,0.008054586127400398,0.5279166666666668
breastplate_armor,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.3755090832710266,0.5028052926063538,0.07269156724214554,0.015165600925683975,0.015275326557457447,0.01490457821637392,0.1320287436246872,0.13315339386463165,0.1293533742427826,128,0.3333333333333333,0.008608441799879074,0.0086087416857481,0.5279166666666668
crane_structure,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.649434506893158,0.8624848127365112,0.14763396978378296,0.028408503159880638,0.028334839269518852,0.02858198992908001,0.14498135447502136,0.14452224969863892,0.14606262743473053,128,0.3333333333333333,0.013308487832546234,0.01335006020963192,0.5279166666666668
ibex_horns,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.5064616799354553,0.6771435141563416,0.10197865962982178,0.029236286878585815,0.029112063348293304,0.029530666768550873,0.14429353177547455,0.14481253921985626,0.14306357502937317,128,0.3333333333333333,0.016407448798418045,0.016432765871286392,0.5279166666666668
junco,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.20544898509979248,0.2792406976222992,0.033108148723840714,0.010563666000962257,0.010803628712892532,0.010003231465816498,0.1302201896905899,0.13010793924331665,0.13048231601715088,128,0.3333333333333333,0.006590751465409994,0.006675874348729849,0.5279166666666668
lakeside_beach,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.20743781328201294,0.28211015462875366,0.03140697255730629,0.006312207784503698,0.006291091907769442,0.0063619851134717464,0.12479148805141449,0.12462940067052841,0.12517353892326355,128,0.3333333333333333,0.0039256662130355835,0.003998469561338425,0.5279166666666668
sea_anemone,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.3170344829559326,0.4264826774597168,0.05758753791451454,0.012901045382022858,0.012912595644593239,0.012873667292296886,0.13248074054718018,0.13284191489219666,0.13162454962730408,128,0.3333333333333333,0.008151980116963387,0.008210143074393272,0.5279166666666668
shetland_sheepdog,2,3,random_inpainting,0.333,523.569,0.75,0.011883500963449478,0.17202363908290863,0.2364940643310547,0.026747502386569977,0.012262774631381035,0.01211596466600895,0.012593589723110199,0.12888231873512268,0.12894520163536072,0.12874062359333038,128,0.3333333333333333,0.007992490194737911,0.008054586127400398,0.5279166666666668
breastplate_armor,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.8641862869262695,,,0.015165600925683975,,,0.1320287436246872,,,128,0.3333333333333333,0.008608441799879074,0.0086087416857481,0.5279166666666668
crane_structure,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.8645973205566406,,,0.028408503159880638,,,0.14498135447502136,,,128,0.3333333333333333,0.013308487832546234,0.01335006020963192,0.5279166666666668
ibex_horns,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.844433546066284,,,0.029236286878585815,,,0.14429353177547455,,,128,0.3333333333333333,0.016407448798418045,0.016432765871286392,0.5279166666666668
junco,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.8692121505737305,,,0.010563666000962257,,,0.1302201896905899,,,128,0.3333333333333333,0.006590751465409994,0.006675874348729849,0.5279166666666668
lakeside_beach,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.8266379833221436,,,0.006312207784503698,,,0.12479148805141449,,,128,0.3333333333333333,0.0039256662130355835,0.003998469561338425,0.5279166666666668
sea_anemone,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.868854522705078,,,0.012901045382022858,,,0.13248074054718018,,,128,0.3333333333333333,0.008151980116963387,0.008210143074393272,0.5279166666666668
shetland_sheepdog,2,3,gaussian_blur,0.333,523.569,0.75,0.011883500963449478,2.8115711212158203,,,0.012262774631381035,,,0.12888231873512268,,,128,0.3333333333333333,0.007992490194737911,0.008054586127400398,0.5279166666666668
breastplate_armor,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.120774269104004,,,0.015165600925683975,,,0.1320287436246872,,,128,0.3333333333333333,0.008608441799879074,0.0086087416857481,0.5279166666666668
crane_structure,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.122606873512268,,,0.028408503159880638,,,0.14498135447502136,,,128,0.3333333333333333,0.013308487832546234,0.01335006020963192,0.5279166666666668
ibex_horns,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.1232490539550781,,,0.029236286878585815,,,0.14429353177547455,,,128,0.3333333333333333,0.016407448798418045,0.016432765871286392,0.5279166666666668
junco,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.122079849243164,,,0.010563666000962257,,,0.1302201896905899,,,128,0.3333333333333333,0.006590751465409994,0.006675874348729849,0.5279166666666668
lakeside_beach,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.1032263040542603,,,0.006312207784503698,,,0.12479148805141449,,,128,0.3333333333333333,0.0039256662130355835,0.003998469561338425,0.5279166666666668
sea_anemone,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.110771656036377,,,0.012901045382022858,,,0.13248074054718018,,,128,0.3333333333333333,0.008151980116963387,0.008210143074393272,0.5279166666666668
shetland_sheepdog,2,3,motion_blur,0.333,523.569,0.75,0.011883500963449478,1.1066889762878418,,,0.012262774631381035,,,0.12888231873512268,,,128,0.3333333333333333,0.007992490194737911,0.008054586127400398,0.5279166666666668
breastplate_armor,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.121631145477295,,,0.015165600925683975,,,0.1320287436246872,,,128,0.3333333333333333,0.008608441799879074,0.0086087416857481,0.5279166666666668
crane_structure,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.124049663543701,,,0.028408503159880638,,,0.14498135447502136,,,128,0.3333333333333333,0.013308487832546234,0.01335006020963192,0.5279166666666668
ibex_horns,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.0951199531555176,,,0.029236286878585815,,,0.14429353177547455,,,128,0.3333333333333333,0.016407448798418045,0.016432765871286392,0.5279166666666668
junco,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.144885778427124,,,0.010563666000962257,,,0.1302201896905899,,,128,0.3333333333333333,0.006590751465409994,0.006675874348729849,0.5279166666666668
lakeside_beach,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.0717227458953857,,,0.006312207784503698,,,0.12479148805141449,,,128,0.3333333333333333,0.0039256662130355835,0.003998469561338425,0.5279166666666668
sea_anemone,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.129664897918701,,,0.012901045382022858,,,0.13248074054718018,,,128,0.3333333333333333,0.008151980116963387,0.008210143074393272,0.5279166666666668
shetland_sheepdog,2,3,superresolution,0.333,523.569,0.75,0.011883500963449478,3.0587663650512695,,,0.012262774631381035,,,0.12888231873512268,,,128,0.3333333333333333,0.007992490194737911,0.008054586127400398,0.5279166666666668
breastplate_armor,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4352717399597168,1.71933114528656,0.007251957431435585,0.012401465326547623,0.011781732551753521,0.012608042918145657,0.12950138747692108,0.1293693631887436,0.1295453906059265,128,0.3333333333333333,0.010632580146193504,0.010672638192772865,0.48166666666666674
crane_structure,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4580361843109131,1.7736320495605469,0.019504226744174957,0.021928664296865463,0.03475207835435867,0.017654189839959145,0.13834363222122192,0.15172700583934784,0.13388249278068542,128,0.3333333333333333,0.016526322811841965,0.016603315249085426,0.48166666666666674
ibex_horns,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4423895478248596,1.7309402227401733,0.012872638180851936,0.02520909160375595,0.029648469761013985,0.023729296401143074,0.13966378569602966,0.1426858901977539,0.1386564075946808,128,0.3333333333333333,0.02152368240058422,0.021571192890405655,0.48166666666666674
junco,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4334688186645508,1.7227840423583984,0.0036971229128539562,0.008797843009233475,0.010072599165141582,0.008372924290597439,0.12807443737983704,0.12895233929157257,0.12778180837631226,128,0.3333333333333333,0.00816267915070057,0.008298072032630444,0.48166666666666674
lakeside_beach,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.42350244522094727,1.6899694204330444,0.0013467452954500914,0.005491900257766247,0.008841369301080704,0.004375410731881857,0.12366779893636703,0.12561576068401337,0.12301847338676453,128,0.3333333333333333,0.005117927677929401,0.005232283845543861,0.48166666666666674
sea_anemone,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.43593794107437134,1.7261899709701538,0.00585385225713253,0.011066917330026627,0.011330538429319859,0.010979043319821358,0.1299896240234375,0.12795671820640564,0.13066726922988892,128,0.3333333333333333,0.010310493409633636,0.010396011173725128,0.48166666666666674
shetland_sheepdog,2,4,box_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4273614287376404,1.7012380361557007,0.0027359414380043745,0.010814632289111614,0.01090988889336586,0.010782877914607525,0.12684231996536255,0.12685884535312653,0.12683680653572083,128,0.3333333333333333,0.010439987294375896,0.01052468828856945,0.48166666666666674
breastplate_armor,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.2459835261106491,0.3266778886318207,0.05402444303035736,0.012401465326547623,0.012486317194998264,0.012199614197015762,0.12950138747692108,0.13054431974887848,0.12702041864395142,128,0.3333333333333333,0.010632580146193504,0.010672638192772865,0.48166666666666674
crane_structure,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.4346054196357727,0.5710982084274292,0.11312180757522583,0.021928664296865463,0.021855181083083153,0.02210173010826111,0.13834363222122192,0.1379077285528183,0.13937029242515564,128,0.3333333333333333,0.016526322811841965,0.016603315249085426,0.48166666666666674
ibex_horns,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.34309840202331543,0.4542573392391205,0.07967327535152435,0.02520909160375595,0.025092052295804024,0.025486445054411888,0.13966378569602966,0.14014136791229248,0.13853196799755096,128,0.3333333333333333,0.02152368240058422,0.021571192890405655,0.48166666666666674
junco,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.13331644237041473,0.1799742877483368,0.024346811696887016,0.008797843009233475,0.009026126936078072,0.008264686912298203,0.12807443737983704,0.12795023620128632,0.12836451828479767,128,0.3333333333333333,0.00816267915070057,0.008298072032630444,0.48166666666666674
lakeside_beach,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.13437475264072418,0.1819455772638321,0.022232364863157272,0.005491900257766247,0.0054922266863286495,0.00549113005399704,0.12366779893636703,0.12350734323263168,0.12404602020978928,128,0.3333333333333333,0.005117927677929401,0.005232283845543861,0.48166666666666674
sea_anemone,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.2053605318069458,0.2740798592567444,0.0424613319337368,0.011066917330026627,0.011033909395337105,0.011145160533487797,0.1299896240234375,0.13033056259155273,0.129181370139122,128,0.3333333333333333,0.010310493409633636,0.010396011173725128,0.48166666666666674
shetland_sheepdog,2,4,random_inpainting,0.444,556.092,0.75,0.01197701133787632,0.11123649775981903,0.15206556022167206,0.01923326589167118,0.010814632289111614,0.010686900466680527,0.011102455668151379,0.12684231996536255,0.12692895531654358,0.12664707005023956,128,0.3333333333333333,0.010439987294375896,0.01052468828856945,0.48166666666666674
breastplate_armor,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.431140661239624,,,0.012401465326547623,,,0.12950138747692108,,,128,0.3333333333333333,0.010632580146193504,0.010672638192772865,0.48166666666666674
crane_structure,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.434100866317749,,,0.021928664296865463,,,0.13834363222122192,,,128,0.3333333333333333,0.016526322811841965,0.016603315249085426,0.48166666666666674
ibex_horns,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.420067548751831,,,0.02520909160375595,,,0.13966378569602966,,,128,0.3333333333333333,0.02152368240058422,0.021571192890405655,0.48166666666666674
junco,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.4337399005889893,,,0.008797843009233475,,,0.12807443737983704,,,128,0.3333333333333333,0.00816267915070057,0.008298072032630444,0.48166666666666674
lakeside_beach,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.4120843410491943,,,0.005491900257766247,,,0.12366779893636703,,,128,0.3333333333333333,0.005117927677929401,0.005232283845543861,0.48166666666666674
sea_anemone,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.4343751668930054,,,0.011066917330026627,,,0.1299896240234375,,,128,0.3333333333333333,0.010310493409633636,0.010396011173725128,0.48166666666666674
shetland_sheepdog,2,4,gaussian_blur,0.444,556.092,0.75,0.01197701133787632,1.4046399593353271,,,0.010814632289111614,,,0.12684231996536255,,,128,0.3333333333333333,0.010439987294375896,0.01052468828856945,0.48166666666666674
breastplate_armor,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7353183031082153,,,0.012401465326547623,,,0.12950138747692108,,,128,0.3333333333333333,0.010632580146193504,0.010672638192772865,0.48166666666666674
crane_structure,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7373710870742798,,,0.021928664296865463,,,0.13834363222122192,,,128,0.3333333333333333,0.016526322811841965,0.016603315249085426,0.48166666666666674
ibex_horns,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7346338033676147,,,0.02520909160375595,,,0.13966378569602966,,,128,0.3333333333333333,0.02152368240058422,0.021571192890405655,0.48166666666666674
junco,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7360479235649109,,,0.008797843009233475,,,0.12807443737983704,,,128,0.3333333333333333,0.00816267915070057,0.008298072032630444,0.48166666666666674
lakeside_beach,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7232522964477539,,,0.005491900257766247,,,0.12366779893636703,,,128,0.3333333333333333,0.005117927677929401,0.005232283845543861,0.48166666666666674
sea_anemone,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7291140556335449,,,0.011066917330026627,,,0.1299896240234375,,,128,0.3333333333333333,0.010310493409633636,0.010396011173725128,0.48166666666666674
shetland_sheepdog,2,4,motion_blur,0.444,556.092,0.75,0.01197701133787632,0.7220179438591003,,,0.010814632289111614,,,0.12684231996536255,,,128,0.3333333333333333,0.010439987294375896,0.01052468828856945,0.48166666666666674
breastplate_armor,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.5105400085449219,,,0.012401465326547623,,,0.12950138747692108,,,128,0.3333333333333333,0.010632580146193504,0.010672638192772865,0.48166666666666674
crane_structure,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.514074683189392,,,0.021928664296865463,,,0.13834363222122192,,,128,0.3333333333333333,0.016526322811841965,0.016603315249085426,0.48166666666666674
ibex_horns,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.4987666606903076,,,0.02520909160375595,,,0.13966378569602966,,,128,0.3333333333333333,0.02152368240058422,0.021571192890405655,0.48166666666666674
junco,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.5231690406799316,,,0.008797843009233475,,,0.12807443737983704,,,128,0.3333333333333333,0.00816267915070057,0.008298072032630444,0.48166666666666674
lakeside_beach,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.4874143600463867,,,0.005491900257766247,,,0.12366779893636703,,,128,0.3333333333333333,0.005117927677929401,0.005232283845543861,0.48166666666666674
sea_anemone,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.5161231756210327,,,0.011066917330026627,,,0.1299896240234375,,,128,0.3333333333333333,0.010310493409633636,0.010396011173725128,0.48166666666666674
shetland_sheepdog,2,4,superresolution,0.444,556.092,0.75,0.01197701133787632,1.4813730716705322,,,0.010814632289111614,,,0.12684231996536255,,,128,0.3333333333333333,0.010439987294375896,0.01052468828856945,0.48166666666666674
breastplate_armor,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.2393876314163208,0.9358634948730469,0.00722900778055191,0.010487483814358711,0.010424163192510605,0.010508589446544647,0.12740039825439453,0.12750186026096344,0.1273665726184845,128,0.3333333333333333,0.013797703199088573,0.013885712251067162,0.4354166666666667
crane_structure,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.2601280212402344,0.9822786450386047,0.019411146640777588,0.016833966597914696,0.026755323633551598,0.013526848517358303,0.13315963745117188,0.1435667872428894,0.12969058752059937,128,0.3333333333333333,0.020220935344696045,0.020368661731481552,0.4354166666666667
ibex_horns,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.2446674108505249,0.9401631355285645,0.012835475616157055,0.021518811583518982,0.02522524632513523,0.020283333957195282,0.13532373309135437,0.1379237025976181,0.1344570517539978,128,0.3333333333333333,0.02807503566145897,0.02817949652671814,0.4354166666666667
junco,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.238045334815979,0.9411353468894958,0.003682018257677555,0.007505486719310284,0.00878179632127285,0.007080049254000187,0.12641340494155884,0.12766391038894653,0.12599655985832214,128,0.3333333333333333,0.010454138740897179,0.010674433782696724,0.4354166666666667
lakeside_beach,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.2317523956298828,0.9229733347892761,0.0013453987194225192,0.004720722790807486,0.007848045788705349,0.0036782813258469105,0.12268349528312683,0.12429561465978622,0.1221461296081543,128,0.3333333333333333,0.006594161503016949,0.006788003258407116,0.4354166666666667
sea_anemone,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.2391175925731659,0.9389575123786926,0.005837629083544016,0.009667802602052689,0.009916444309055805,0.009584922343492508,0.1282472163438797,0.12639197707176208,0.12886564433574677,128,0.3333333333333333,0.013479501008987427,0.013633373193442822,0.4354166666666667
shetland_sheepdog,2,5,box_inpainting,0.555,588.615,0.75,0.012359649874269962,0.23342326283454895,0.9254958033561707,0.0027324308175593615,0.009621669538319111,0.0095820939168334,0.009634860791265965,0.12535487115383148,0.12514770030975342,0.12542393803596497,128,0.3333333333333333,0.013872216455638409,0.014016885310411453,0.4354166666666667
breastplate_armor,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.16906170547008514,0.22218762338161469,0.04268355295062065,0.010487483814358711,0.010548961348831654,0.01034123357385397,0.12740039825439453,0.1284075677394867,0.12500451505184174,128,0.3333333333333333,0.013797703199088573,0.013885712251067162,0.4354166666666667
crane_structure,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.3044551610946655,0.39486101269721985,0.09152091294527054,0.016833966597914696,0.01681414432823658,0.01688065379858017,0.13315963745117188,0.13278159499168396,0.13405008614063263,128,0.3333333333333333,0.020220935344696045,0.020368661731481552,0.4354166666666667
ibex_horns,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.24124763906002045,0.31572696566581726,0.06474609673023224,0.021518811583518982,0.02139442414045334,0.021813590079545975,0.13532373309135437,0.13576219975948334,0.1342845857143402,128,0.3333333333333333,0.02807503566145897,0.02817949652671814,0.4354166666666667
junco,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.09192779660224915,0.12316305935382843,0.0189776960760355,0.007505486719310284,0.007705120835453272,0.007039237767457962,0.12641340494155884,0.12623843550682068,0.12682203948497772,128,0.3333333333333333,0.010454138740897179,0.010674433782696724,0.4354166666666667
lakeside_beach,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.09214451164007187,0.12407024204730988,0.016883553937077522,0.004720722790807486,0.004748092498630285,0.0046562012284994125,0.12268349528312683,0.12252824753522873,0.12304947525262833,128,0.3333333333333333,0.006594161503016949,0.006788003258407116,0.4354166666666667
sea_anemone,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.13981375098228455,0.18487529456615448,0.0329953208565712,0.009667802602052689,0.009624138474464417,0.009771308861672878,0.1282472163438797,0.12857043743133545,0.12748102843761444,128,0.3333333333333333,0.013479501008987427,0.013633373193442822,0.4354166666666667
shetland_sheepdog,2,5,random_inpainting,0.555,588.615,0.75,0.012359649874269962,0.07647045701742172,0.10387427359819412,0.014719358645379543,0.009621669538319111,0.009510917589068413,0.009871233254671097,0.12535487115383148,0.12546555697917938,0.12510541081428528,128,0.3333333333333333,0.013872216455638409,0.014016885310411453,0.4354166666666667
breastplate_armor,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.786775529384613,,,0.010487483814358711,,,0.12740039825439453,,,128,0.3333333333333333,0.013797703199088573,0.013885712251067162,0.4354166666666667
crane_structure,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.789629340171814,,,0.016833966597914696,,,0.13315963745117188,,,128,0.3333333333333333,0.020220935344696045,0.020368661731481552,0.4354166666666667
ibex_horns,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.7806104421615601,,,0.021518811583518982,,,0.13532373309135437,,,128,0.3333333333333333,0.02807503566145897,0.02817949652671814,0.4354166666666667
junco,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.7884825468063354,,,0.007505486719310284,,,0.12641340494155884,,,128,0.3333333333333333,0.010454138740897179,0.010674433782696724,0.4354166666666667
lakeside_beach,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.7762982249259949,,,0.004720722790807486,,,0.12268349528312683,,,128,0.3333333333333333,0.006594161503016949,0.006788003258407116,0.4354166666666667
sea_anemone,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.7892855405807495,,,0.009667802602052689,,,0.1282472163438797,,,128,0.3333333333333333,0.013479501008987427,0.013633373193442822,0.4354166666666667
shetland_sheepdog,2,5,gaussian_blur,0.555,588.615,0.75,0.012359649874269962,0.7723271250724792,,,0.009621669538319111,,,0.12535487115383148,,,128,0.3333333333333333,0.013872216455638409,0.014016885310411453,0.4354166666666667
breastplate_armor,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.4862848222255707,,,0.010487483814358711,,,0.12740039825439453,,,128,0.3333333333333333,0.013797703199088573,0.013885712251067162,0.4354166666666667
crane_structure,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.4881347417831421,,,0.016833966597914696,,,0.13315963745117188,,,128,0.3333333333333333,0.020220935344696045,0.020368661731481552,0.4354166666666667
ibex_horns,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.4844838082790375,,,0.021518811583518982,,,0.13532373309135437,,,128,0.3333333333333333,0.02807503566145897,0.02817949652671814,0.4354166666666667
junco,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.48579514026641846,,,0.007505486719310284,,,0.12641340494155884,,,128,0.3333333333333333,0.010454138740897179,0.010674433782696724,0.4354166666666667
lakeside_beach,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.4770316481590271,,,0.004720722790807486,,,0.12268349528312683,,,128,0.3333333333333333,0.006594161503016949,0.006788003258407116,0.4354166666666667
sea_anemone,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.48214682936668396,,,0.009667802602052689,,,0.1282472163438797,,,128,0.3333333333333333,0.013479501008987427,0.013633373193442822,0.4354166666666667
shetland_sheepdog,2,5,motion_blur,0.555,588.615,0.75,0.012359649874269962,0.4751998782157898,,,0.009621669538319111,,,0.12535487115383148,,,128,0.3333333333333333,0.013872216455638409,0.014016885310411453,0.4354166666666667
breastplate_armor,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.807823657989502,,,0.010487483814358711,,,0.12740039825439453,,,128,0.3333333333333333,0.013797703199088573,0.013885712251067162,0.4354166666666667
crane_structure,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.810962438583374,,,0.016833966597914696,,,0.13315963745117188,,,128,0.3333333333333333,0.020220935344696045,0.020368661731481552,0.4354166666666667
ibex_horns,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.8021550178527832,,,0.021518811583518982,,,0.13532373309135437,,,128,0.3333333333333333,0.02807503566145897,0.02817949652671814,0.4354166666666667
junco,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.8149604797363281,,,0.007505486719310284,,,0.12641340494155884,,,128,0.3333333333333333,0.010454138740897179,0.010674433782696724,0.4354166666666667
lakeside_beach,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.7958626747131348,,,0.004720722790807486,,,0.12268349528312683,,,128,0.3333333333333333,0.006594161503016949,0.006788003258407116,0.4354166666666667
sea_anemone,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.8114246726036072,,,0.009667802602052689,,,0.1282472163438797,,,128,0.3333333333333333,0.013479501008987427,0.013633373193442822,0.4354166666666667
shetland_sheepdog,2,5,superresolution,0.555,588.615,0.75,0.012359649874269962,0.7927384376525879,,,0.009621669538319111,,,0.12535487115383148,,,128,0.3333333333333333,0.013872216455638409,0.014016885310411453,0.4354166666666667
breastplate_armor,2,6,box_inpainting,0.666,621.138,0.75,0.012831875123083591,0.140157550573349,0.5390575528144836,0.0071908556856215,0.00884244404733181,0.00881484616547823,0.008851642720401287,0.1257086545228958,0.1260538101196289,0.12559360265731812,128,0.3333333333333333,0.01807759515941143,0.018280956894159317,0.38916666666666666
crane_structure,2,6,box_inpainting,0.666,621.138,0.75,0.012831875123083591,0.1590735763311386,0.5784940719604492,0.01926674135029316,0.012670177966356277,0.0193804819136858,0.010433409363031387,0.12872397899627686,0.13606081902980804,0.1262783408164978,128,0.3333333333333333,0.02412831410765648,0.02439124509692192,0.38916666666666666
ibex_horns,2,6,box_inpainting,0.666,621.138,0.75,0.012831875123083591,0.1445693075656891,0.5399549007415771,0.012774086557328701,0.0178986769169569,0.02096272073686123,0.016877328976988792,0.13079063594341278,0.1329048126935959,0.13008588552474976,128,0.3333333333333333,0.035940077155828476,0.036142196506261826,0.38916666666666666
junco,2,6,box_inpainting,0.666,621.138,0.75,0.012831875123083591,0.13874661922454834,0.5440108180046082,0.0036585628986358643,0.006281034555286169,0.007340724114328623,0.005927804857492447,0.1245313286781311,0.1257147341966629,0.12413684278726578,128,0.3333333333333333,0.013331334106624126,0.01366184651851654,0.38916666666666666
lakeside_beach,2,6,box_inpainting,0.666,621.138,0.75,0.012831875123083591,0.13435116410255432,0.533375084400177,0.0013431704137474298,0.004043685272336006,0.00666349520906806,0.0031704152934253216,0.12152393907308578,0.12274163961410522,0.12111803889274597,128,0.3333333333333333,0.008628947660326958,0.008929709903895855,0.38916666666666666
