image,stage,step,task,tau,T,e_k,gamma2_meas,mse_alg2,mse_alg2_miss,mse_alg2_obs,mse_model,mse_model_miss,mse_model_obs,mse_wls,mse_wls_miss,mse_wls_obs,resolution,s_k,score_err,score_err_g2,sigma_tau
crane_structure,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,23.297283172607422,93.11893463134766,0.02339695580303669,0.0665334016084671,0.08250351995229721,0.0612100213766098,1.1296610832214355,1.180748462677002,1.112631916999817,64,0.14285714285714285,0.002312523080036044,0.0023245366755872965,0.8175000000000001
ibex_horns,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,14.772624015808105,59.04437255859375,0.015373327769339085,0.13026165962219238,0.155717134475708,0.12177649140357971,1.182264804840088,1.1388274431228638,1.1967440843582153,64,0.14285714285714285,0.005404820200055838,0.0054078190587460995,0.8175000000000001
junco,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,2.256056547164917,9.010115623474121,0.00470329262316227,0.045492708683013916,0.053201932460069656,0.0429229661822319,1.0956265926361084,1.0842117071151733,1.0994313955307007,64,0.14285714285714285,0.0019251538906246424,0.0019320057472214103,0.8175000000000001
lakeside_beach,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,2.3778531551361084,9.507304191589355,0.0013691582717001438,0.022070562466979027,0.017953597009181976,0.023442883044481277,1.0791702270507812,1.0068563222885132,1.1032748222351074,64,0.14285714285714285,0.0009791826596483588,0.0009896799456328154,0.8175000000000001
sea_anemone,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,19.757144927978516,79.0172348022461,0.003781100967898965,0.06527683883905411,0.08706887811422348,0.05801282450556755,1.1217297315597534,1.1117457151412964,1.1250576972961426,64,0.14285714285714285,0.0030056422110646963,0.003010732587426901,0.8175000000000001
shetland_sheepdog,1,1,box_inpainting,0.111,202.861,0.5,0.012689127586781979,16.7525691986084,67.00080108642578,0.0031583262607455254,0.06663930416107178,0.11378761380910873,0.050923191010951996,1.0960419178009033,1.1053632497787476,1.0929348468780518,64,0.14285714285714285,0.003006833139806986,0.003010119777172804,0.8175000000000001
breastplate_armor,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.011349111795425415,0.010882784612476826,0.012450995855033398,0.03690209984779358,0.0376906655728817,0.03503881022334099,1.1100901365280151,1.1209577322006226,1.0844110250473022,64,0.14285714285714285,0.0015704382676631212,0.0015761323738843203,0.8175000000000001
crane_structure,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.05890437960624695,0.060424964874982834,0.055256228893995285,0.0665334016084671,0.06383533775806427,0.07300648838281631,1.1296610832214355,1.1217914819717407,1.1485413312911987,64,0.14285714285714285,0.002312523080036044,0.0023245366755872965,0.8175000000000001
ibex_horns,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.03330688923597336,0.03356211632490158,0.03271631523966789,0.13026165962219238,0.13142085075378418,0.12757933139801025,1.182264804840088,1.1844606399536133,1.1771842241287231,64,0.14285714285714285,0.005404820200055838,0.0054078190587460995,0.8175000000000001
junco,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.008763589896261692,0.008662194944918156,0.009001228027045727,0.045492708683013916,0.0442996546626091,0.04828883707523346,1.0956265926361084,1.0915398597717285,1.1052043437957764,64,0.14285714285714285,0.0019251538906246424,0.0019320057472214103,0.8175000000000001
lakeside_beach,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.003999726846814156,0.00412222882732749,0.00370616908185184,0.022070562466979027,0.021926211193203926,0.022416476160287857,1.0791702270507812,1.0794812440872192,1.0784249305725098,64,0.14285714285714285,0.0009791826596483588,0.0009896799456328154,0.8175000000000001
sea_anemone,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.009237888269126415,0.00946675892919302,0.008686846122145653,0.06527683883905411,0.06668803840875626,0.061879146844148636,1.1217297315597534,1.1248657703399658,1.114179253578186,64,0.14285714285714285,0.0030056422110646963,0.003010732587426901,0.8175000000000001
shetland_sheepdog,1,1,random_inpainting,0.111,202.861,0.5,0.012689127586781979,0.006156574934720993,0.006102175451815128,0.00627410551533103,0.06663930416107178,0.06743105500936508,0.06492871791124344,1.0960419178009033,1.0991039276123047,1.0894267559051514,64,0.14285714285714285,0.003006833139806986,0.003010119777172804,0.8175000000000001
breastplate_armor,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.28995615243911743,,,0.03690209984779358,,,1.1100901365280151,,,64,0.14285714285714285,0.0015704382676631212,0.0015761323738843203,0.8175000000000001
crane_structure,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.3117200434207916,,,0.0665334016084671,,,1.1296610832214355,,,64,0.14285714285714285,0.002312523080036044,0.0023245366755872965,0.8175000000000001
ibex_horns,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.29379773139953613,,,0.13026165962219238,,,1.182264804840088,,,64,0.14285714285714285,0.005404820200055838,0.0054078190587460995,0.8175000000000001
junco,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.2898203134536743,,,0.045492708683013916,,,1.0956265926361084,,,64,0.14285714285714285,0.0019251538906246424,0.0019320057472214103,0.8175000000000001
lakeside_beach,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.28841251134872437,,,0.022070562466979027,,,1.0791702270507812,,,64,0.14285714285714285,0.0009791826596483588,0.0009896799456328154,0.8175000000000001
sea_anemone,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.28406792879104614,,,0.06527683883905411,,,1.1217297315597534,,,64,0.14285714285714285,0.0030056422110646963,0.003010732587426901,0.8175000000000001
shetland_sheepdog,1,1,gaussian_blur,0.111,202.861,0.5,0.012689127586781979,0.2868648171424866,,,0.06663930416107178,,,1.0960419178009033,,,64,0.14285714285714285,0.003006833139806986,0.003010119777172804,0.8175000000000001
breastplate_armor,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.18511256575584412,,,0.03690209984779358,,,1.1100901365280151,,,64,0.14285714285714285,0.0015704382676631212,0.0015761323738843203,0.8175000000000001
crane_structure,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.23532944917678833,,,0.0665334016084671,,,1.1296610832214355,,,64,0.14285714285714285,0.002312523080036044,0.0023245366755872965,0.8175000000000001
ibex_horns,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.2136048972606659,,,0.13026165962219238,,,1.182264804840088,,,64,0.14285714285714285,0.005404820200055838,0.0054078190587460995,0.8175000000000001
junco,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.18285846710205078,,,0.045492708683013916,,,1.0956265926361084,,,64,0.14285714285714285,0.0019251538906246424,0.0019320057472214103,0.8175000000000001
lakeside_beach,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.17388007044792175,,,0.022070562466979027,,,1.0791702270507812,,,64,0.14285714285714285,0.0009791826596483588,0.0009896799456328154,0.8175000000000001
sea_anemone,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.1831897348165512,,,0.06527683883905411,,,1.1217297315597534,,,64,0.14285714285714285,0.0030056422110646963,0.003010732587426901,0.8175000000000001
shetland_sheepdog,1,1,motion_blur,0.111,202.861,0.5,0.012689127586781979,0.1775675266981125,,,0.06663930416107178,,,1.0960419178009033,,,64,0.14285714285714285,0.003006833139806986,0.003010119777172804,0.8175000000000001
breastplate_armor,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.020067140460014343,,,0.03690209984779358,,,1.1100901365280151,,,64,0.14285714285714285,0.0015704382676631212,0.0015761323738843203,0.8175000000000001
crane_structure,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.04634801670908928,,,0.0665334016084671,,,1.1296610832214355,,,64,0.14285714285714285,0.002312523080036044,0.0023245366755872965,0.8175000000000001
ibex_horns,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.03234037384390831,,,0.13026165962219238,,,1.182264804840088,,,64,0.14285714285714285,0.005404820200055838,0.0054078190587460995,0.8175000000000001
junco,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.021430006250739098,,,0.045492708683013916,,,1.0956265926361084,,,64,0.14285714285714285,0.0019251538906246424,0.0019320057472214103,0.8175000000000001
lakeside_beach,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.018326779827475548,,,0.022070562466979027,,,1.0791702270507812,,,64,0.14285714285714285,0.0009791826596483588,0.0009896799456328154,0.8175000000000001
sea_anemone,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.01961147040128708,,,0.06527683883905411,,,1.1217297315597534,,,64,0.14285714285714285,0.0030056422110646963,0.003010732587426901,0.8175000000000001
shetland_sheepdog,1,1,superresolution,0.111,202.861,0.5,0.012689127586781979,0.02033071033656597,,,0.06663930416107178,,,1.0960419178009033,,,64,0.14285714285714285,0.003006833139806986,0.003010119777172804,0.8175000000000001
breastplate_armor,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,8.549514770507812,34.186676025390625,0.0037940824404358864,0.03175896406173706,0.023007556796073914,0.03467610105872154,1.1012091636657715,1.0631375312805176,1.1138997077941895,64,0.14285714285714285,0.0022304668091237545,0.0022397967986762524,0.7778571428571429
crane_structure,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,8.711099624633789,34.774208068847656,0.023395895957946777,0.05907510966062546,0.07487142831087112,0.053809668868780136,1.1145422458648682,1.1605894565582275,1.0991930961608887,64,0.14285714285714285,0.0034827562049031258,0.003501684870570898,0.7778571428571429
ibex_horns,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,8.095236778259277,32.33498764038086,0.015318747609853745,0.11451241374015808,0.13654547929763794,0.1071680560708046,1.159517526626587,1.1104356050491333,1.1758780479431152,64,0.14285714285714285,0.007900174707174301,0.007903448306024075,0.7778571428571429
junco,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,3.327251434326172,13.294876098632812,0.004709646105766296,0.043075934052467346,0.050206586718559265,0.04069904983043671,1.0879496335983276,1.0759245157241821,1.091957926750183,64,0.14285714285714285,0.0030524085741490126,0.00306301424279809,0.7778571428571429
lakeside_beach,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,3.7826132774353027,15.126317024230957,0.0013791316887363791,0.01783955655992031,0.016837228089571,0.018173664808273315,1.0719765424728394,1.0021995306015015,1.0952355861663818,64,0.14285714285714285,0.0012874454259872437,0.0013066267129033804,0.7778571428571429
sea_anemone,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,8.23708724975586,32.93701934814453,0.003776175668463111,0.05708281323313713,0.07665171474218369,0.05055984854698181,1.1084694862365723,1.0936535596847534,1.113408088684082,64,0.14285714285714285,0.004323584493249655,0.0043306536972522736,0.7778571428571429
shetland_sheepdog,1,2,box_inpainting,0.222,230.722,0.5,0.012317526154220104,7.7254557609558105,30.892370223999023,0.0031516184099018574,0.05405095964670181,0.08998312801122665,0.0420735664665699,1.0808088779449463,1.0794131755828857,1.0812740325927734,64,0.14285714285714285,0.004010617733001709,0.0040168967097997665,0.7778571428571429
breastplate_armor,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.011349218897521496,0.010882895439863205,0.012451088055968285,0.03175896406173706,0.032365765422582626,0.030325166881084442,1.1012091636657715,1.11194908618927,1.0758318901062012,64,0.14285714285714285,0.0022304668091237545,0.0022397967986762524,0.7778571428571429
crane_structure,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.058894358575344086,0.06041320785880089,0.0552503727376461,0.05907510966062546,0.056534815579652786,0.06516970694065094,1.1145422458648682,1.1072578430175781,1.1320186853408813,64,0.14285714285714285,0.0034827562049031258,0.003501684870570898,0.7778571428571429
ibex_horns,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.03330403193831444,0.03355942294001579,0.03271307423710823,0.11451241374015808,0.11475926637649536,0.11394122242927551,1.159517526626587,1.1615183353424072,1.1548875570297241,64,0.14285714285714285,0.007900174707174301,0.007903448306024075,0.7778571428571429
junco,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.008762899786233902,0.008661441504955292,0.009000684134662151,0.043075934052467346,0.0420532301068306,0.045472823083400726,1.0879496335983276,1.0839381217956543,1.0973514318466187,64,0.14285714285714285,0.0030524085741490126,0.00306301424279809,0.7778571428571429
lakeside_beach,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.003999545704573393,0.00412173755466938,0.003706730669364333,0.01783955655992031,0.017737431451678276,0.01808428391814232,1.0719765424728394,1.0723851919174194,1.0709971189498901,64,0.14285714285714285,0.0012874454259872437,0.0013066267129033804,0.7778571428571429
sea_anemone,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.009237406775355339,0.009466152638196945,0.008686663582921028,0.05708281323313713,0.05857956036925316,0.05347917973995209,1.1084694862365723,1.111779808998108,1.100499153137207,64,0.14285714285714285,0.004323584493249655,0.0043306536972522736,0.7778571428571429
shetland_sheepdog,1,2,random_inpainting,0.222,230.722,0.5,0.012317526154220104,0.006156198680400848,0.006101104896515608,0.006275228690356016,0.05405095964670181,0.05445658788084984,0.05317460373044014,1.0808088779449463,1.0836257934570312,1.0747231245040894,64,0.14285714285714285,0.004010617733001709,0.0040168967097997665,0.7778571428571429
breastplate_armor,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.29924383759498596,,,0.03175896406173706,,,1.1012091636657715,,,64,0.14285714285714285,0.0022304668091237545,0.0022397967986762524,0.7778571428571429
crane_structure,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.3200514018535614,,,0.05907510966062546,,,1.1145422458648682,,,64,0.14285714285714285,0.0034827562049031258,0.003501684870570898,0.7778571428571429
ibex_horns,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.299784779548645,,,0.11451241374015808,,,1.159517526626587,,,64,0.14285714285714285,0.007900174707174301,0.007903448306024075,0.7778571428571429
junco,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.29877588152885437,,,0.043075934052467346,,,1.0879496335983276,,,64,0.14285714285714285,0.0030524085741490126,0.00306301424279809,0.7778571428571429
lakeside_beach,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.2955467402935028,,,0.01783955655992031,,,1.0719765424728394,,,64,0.14285714285714285,0.0012874454259872437,0.0013066267129033804,0.7778571428571429
sea_anemone,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.28742215037345886,,,0.05708281323313713,,,1.1084694862365723,,,64,0.14285714285714285,0.004323584493249655,0.0043306536972522736,0.7778571428571429
shetland_sheepdog,1,2,gaussian_blur,0.222,230.722,0.5,0.012317526154220104,0.2943069338798523,,,0.05405095964670181,,,1.0808088779449463,,,64,0.14285714285714285,0.004010617733001709,0.0040168967097997665,0.7778571428571429
breastplate_armor,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.1829231232404709,,,0.03175896406173706,,,1.1012091636657715,,,64,0.14285714285714285,0.0022304668091237545,0.0022397967986762524,0.7778571428571429
crane_structure,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.23323401808738708,,,0.05907510966062546,,,1.1145422458648682,,,64,0.14285714285714285,0.0034827562049031258,0.003501684870570898,0.7778571428571429
ibex_horns,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.21142888069152832,,,0.11451241374015808,,,1.159517526626587,,,64,0.14285714285714285,0.007900174707174301,0.007903448306024075,0.7778571428571429
junco,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.1813570261001587,,,0.043075934052467346,,,1.0879496335983276,,,64,0.14285714285714285,0.0030524085741490126,0.00306301424279809,0.7778571428571429
lakeside_beach,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.17294096946716309,,,0.01783955655992031,,,1.0719765424728394,,,64,0.14285714285714285,0.0012874454259872437,0.0013066267129033804,0.7778571428571429
sea_anemone,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.18247346580028534,,,0.05708281323313713,,,1.1084694862365723,,,64,0.14285714285714285,0.004323584493249655,0.0043306536972522736,0.7778571428571429
shetland_sheepdog,1,2,motion_blur,0.222,230.722,0.5,0.012317526154220104,0.1764976680278778,,,0.05405095964670181,,,1.0808088779449463,,,64,0.14285714285714285,0.004010617733001709,0.0040168967097997665,0.7778571428571429
breastplate_armor,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.02004842273890972,,,0.03175896406173706,,,1.1012091636657715,,,64,0.14285714285714285,0.0022304668091237545,0.0022397967986762524,0.7778571428571429
crane_structure,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.04632304608821869,,,0.05907510966062546,,,1.1145422458648682,,,64,0.14285714285714285,0.0034827562049031258,0.003501684870570898,0.7778571428571429
ibex_horns,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.03232830762863159,,,0.11451241374015808,,,1.159517526626587,,,64,0.14285714285714285,0.007900174707174301,0.007903448306024075,0.7778571428571429
junco,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.02140166610479355,,,0.043075934052467346,,,1.0879496335983276,,,64,0.14285714285714285,0.0030524085741490126,0.00306301424279809,0.7778571428571429
lakeside_beach,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.018310783430933952,,,0.01783955655992031,,,1.0719765424728394,,,64,0.14285714285714285,0.0012874454259872437,0.0013066267129033804,0.7778571428571429
sea_anemone,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.01960517093539238,,,0.05708281323313713,,,1.1084694862365723,,,64,0.14285714285714285,0.004323584493249655,0.0043306536972522736,0.7778571428571429
shetland_sheepdog,1,2,superresolution,0.222,230.722,0.5,0.012317526154220104,0.020315516740083694,,,0.05405095964670181,,,1.0808088779449463,,,64,0.14285714285714285,0.004010617733001709,0.0040168967097997665,0.7778571428571429
breastplate_armor,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.7444963455200195,14.966605186462402,0.0037937115412205458,0.027837282046675682,0.02059667930006981,0.03025081381201744,1.096204400062561,1.0607954263687134,1.1080073118209839,64,0.14285714285714285,0.003066880628466606,0.003084228839725256,0.7382142857142858
crane_structure,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.8392505645751953,15.286819458007812,0.023394525051116943,0.05153101682662964,0.06683090329170227,0.04643106088042259,1.1017494201660156,1.143267273902893,1.0879101753234863,64,0.14285714285714285,0.004883156158030033,0.004911176394671202,0.7382142857142858
ibex_horns,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.5799903869628906,14.274044036865234,0.015305519104003906,0.10067585110664368,0.12090113013982773,0.09393409639596939,1.141448974609375,1.088654637336731,1.15904700756073,64,0.14285714285714285,0.010941952466964722,0.010947288945317268,0.7382142857142858
junco,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,2.9539012908935547,11.801480293273926,0.004707968328148127,0.0393955372273922,0.045055944472551346,0.037508733570575714,1.081911325454712,1.0679055452346802,1.0865797996520996,64,0.14285714285714285,0.004398831631988287,0.004416946321725845,0.7382142857142858
lakeside_beach,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.0203769207000732,12.077392578125,0.0013714192900806665,0.015385184437036514,0.01646842248737812,0.01502410601824522,1.0683212280273438,1.0002440214157104,1.0910135507583618,64,0.14285714285714285,0.0017240470042452216,0.0017577651888132095,0.7382142857142858
sea_anemone,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.588754177093506,14.3436918258667,0.003775401273742318,0.04986264556646347,0.06704089790582657,0.04413655772805214,1.1002395153045654,1.0811001062393188,1.1066192388534546,64,0.14285714285714285,0.005869011394679546,0.005883415695279837,0.7382142857142858
shetland_sheepdog,1,3,box_inpainting,0.333,258.583,0.5,0.012009454891085625,3.4473209381103516,13.779833793640137,0.0031505872029811144,0.0436747670173645,0.06738856434822083,0.03577016294002533,1.070206642150879,1.0584940910339355,1.0741108655929565,64,0.14285714285714285,0.005040095187723637,0.005054057575762272,0.7382142857142858
breastplate_armor,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.011348342522978783,0.01088206097483635,0.01245011668652296,0.027837282046675682,0.028324637562036514,0.02668570913374424,1.096204400062561,1.1067569255828857,1.0712698698043823,64,0.14285714285714285,0.003066880628466606,0.003084228839725256,0.7382142857142858
crane_structure,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.058875035494565964,0.06039079278707504,0.05523846670985222,0.05153101682662964,0.04921507090330124,0.05708737671375275,1.1017494201660156,1.09513521194458,1.117618203163147,64,0.14285714285714285,0.004883156158030033,0.004911176394671202,0.7382142857142858
ibex_horns,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.033297814428806305,0.033553238958120346,0.03270677849650383,0.10067585110664368,0.10029260069131851,0.10156266391277313,1.141448974609375,1.143331527709961,1.1370930671691895,64,0.14285714285714285,0.010941952466964722,0.010947288945317268,0.7382142857142858
junco,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.008761439472436905,0.008659894578158855,0.008999425917863846,0.0393955372273922,0.03857309743762016,0.04132305085659027,1.081911325454712,1.0780283212661743,1.091011643409729,64,0.14285714285714285,0.004398831631988287,0.004416946321725845,0.7382142857142858
lakeside_beach,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.003999114036560059,0.004120944999158382,0.0037071637343615294,0.015385184437036514,0.015310193412005901,0.015564888715744019,1.0683212280273438,1.0688122510910034,1.0671443939208984,64,0.14285714285714285,0.0017240470042452216,0.0017577651888132095,0.7382142857142858
sea_anemone,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.009236056357622147,0.009464611299335957,0.00868577603250742,0.04986264556646347,0.05125124007463455,0.04651938006281853,1.1002395153045654,1.103714942932129,1.0918715000152588,64,0.14285714285714285,0.005869011394679546,0.005883415695279837,0.7382142857142858
shetland_sheepdog,1,3,random_inpainting,0.333,258.583,0.5,0.012009454891085625,0.006155337207019329,0.006099449470639229,0.006276079919189215,0.0436747670173645,0.04372658208012581,0.04356282204389572,1.070206642150879,1.0728273391723633,1.064544439315796,64,0.14285714285714285,0.005040095187723637,0.005054057575762272,0.7382142857142858
breastplate_armor,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.309734582901001,,,0.027837282046675682,,,1.096204400062561,,,64,0.14285714285714285,0.003066880628466606,0.003084228839725256,0.7382142857142858
crane_structure,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.3303390145301819,,,0.05153101682662964,,,1.1017494201660156,,,64,0.14285714285714285,0.004883156158030033,0.004911176394671202,0.7382142857142858
ibex_horns,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.3079944849014282,,,0.10067585110664368,,,1.141448974609375,,,64,0.14285714285714285,0.010941952466964722,0.010947288945317268,0.7382142857142858
junco,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.3089018166065216,,,0.0393955372273922,,,1.081911325454712,,,64,0.14285714285714285,0.004398831631988287,0.004416946321725845,0.7382142857142858
lakeside_beach,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.3036315441131592,,,0.015385184437036514,,,1.0683212280273438,,,64,0.14285714285714285,0.0017240470042452216,0.0017577651888132095,0.7382142857142858
sea_anemone,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.2909180223941803,,,0.04986264556646347,,,1.1002395153045654,,,64,0.14285714285714285,0.005869011394679546,0.005883415695279837,0.7382142857142858
shetland_sheepdog,1,3,gaussian_blur,0.333,258.583,0.5,0.012009454891085625,0.30294811725616455,,,0.0436747670173645,,,1.070206642150879,,,64,0.14285714285714285,0.005040095187723637,0.005054057575762272,0.7382142857142858
breastplate_armor,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.17941837012767792,,,0.027837282046675682,,,1.096204400062561,,,64,0.14285714285714285,0.003066880628466606,0.003084228839725256,0.7382142857142858
crane_structure,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.2294418066740036,,,0.05153101682662964,,,1.1017494201660156,,,64,0.14285714285714285,0.004883156158030033,0.004911176394671202,0.7382142857142858
ibex_horns,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.20767375826835632,,,0.10067585110664368,,,1.141448974609375,,,64,0.14285714285714285,0.010941952466964722,0.010947288945317268,0.7382142857142858
junco,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.17852453887462616,,,0.0393955372273922,,,1.081911325454712,,,64,0.14285714285714285,0.004398831631988287,0.004416946321725845,0.7382142857142858
lakeside_beach,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.1707528531551361,,,0.015385184437036514,,,1.0683212280273438,,,64,0.14285714285714285,0.0017240470042452216,0.0017577651888132095,0.7382142857142858
sea_anemone,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.1802908480167389,,,0.04986264556646347,,,1.1002395153045654,,,64,0.14285714285714285,0.005869011394679546,0.005883415695279837,0.7382142857142858
shetland_sheepdog,1,3,motion_blur,0.333,258.583,0.5,0.012009454891085625,0.17418581247329712,,,0.0436747670173645,,,1.070206642150879,,,64,0.14285714285714285,0.005040095187723637,0.005054057575762272,0.7382142857142858
breastplate_armor,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.020018357783555984,,,0.027837282046675682,,,1.096204400062561,,,64,0.14285714285714285,0.003066880628466606,0.003084228839725256,0.7382142857142858
crane_structure,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.04626419395208359,,,0.05153101682662964,,,1.1017494201660156,,,64,0.14285714285714285,0.004883156158030033,0.004911176394671202,0.7382142857142858
ibex_horns,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.032297708094120026,,,0.10067585110664368,,,1.141448974609375,,,64,0.14285714285714285,0.010941952466964722,0.010947288945317268,0.7382142857142858
junco,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.02135990560054779,,,0.0393955372273922,,,1.081911325454712,,,64,0.14285714285714285,0.004398831631988287,0.004416946321725845,0.7382142857142858
lakeside_beach,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.018284497782588005,,,0.015385184437036514,,,1.0683212280273438,,,64,0.14285714285714285,0.0017240470042452216,0.0017577651888132095,0.7382142857142858
sea_anemone,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.01958831585943699,,,0.04986264556646347,,,1.1002395153045654,,,64,0.14285714285714285,0.005869011394679546,0.005883415695279837,0.7382142857142858
shetland_sheepdog,1,3,superresolution,0.333,258.583,0.5,0.012009454891085625,0.020289042964577675,,,0.0436747670173645,,,1.070206642150879,,,64,0.14285714285714285,0.005040095187723637,0.005054057575762272,0.7382142857142858
breastplate_armor,1,4,box_inpainting,0.444,286.444,0.5,0.011795909143984318,1.9860506057739258,7.932821750640869,0.0037935508880764246,0.024435702711343765,0.018404191359877586,0.026446204632520676,1.0910944938659668,1.0582842826843262,1.1020311117172241,64,0.14285714285714285,0.004067934583872557,0.004099894780665636,0.6985714285714286
crane_structure,1,4,box_inpainting,0.444,286.444,0.5,0.011795909143984318,2.0471839904785156,8.11855697631836,0.023392630741000175,0.04647291824221611,0.05908797308802605,0.042267899960279465,1.0910464525222778,1.1288762092590332,1.0784364938735962,64,0.14285714285714285,0.006880228873342276,0.006916273385286331,0.6985714285714286
ibex_horns,1,4,box_inpainting,0.444,286.444,0.5,0.011795909143984318,1.9096431732177734,7.592678070068359,0.015298311598598957,0.08869161456823349,0.10634639859199524,0.08280668407678604,1.1243703365325928,1.0692660808563232,1.1427382230758667,64,0.14285714285714285,0.014623015187680721,0.014629460871219635,0.6985714285714286
