S_it,mse_full_final,psnr_full_final,hole_full_final,obs_full_final,mse_full_stage3_start,mse_full_stage3_growth,meas_resid_final
10,0.08758460730314255,16.596322042318242,0.3192201554775238,0.010372752323746681,0.08758460730314255,1.0,1.8589504957199097
1,0.07798504084348679,17.100486873834694,0.2808113694190979,0.010376259684562683,0.07798504084348679,1.0,1.858832836151123
