blk1_cg_converged,blk1_cg_iters,blk1_cg_resid,frame,gamma2,meas_resid,mse_hole,mse_obs,mse_x1,s2,sigma_tau,stage,step,tau,x0_rms
1,74,8.875461389834527e-06,0,0.009970428422093391,1.9357073307037354,0.1860293596982956,0.007415627595037222,0.05206906050443649,0.19075952470302582,1.0,0,0,0.0,1.0024131536483765
1,66,9.827492249314673e-06,1,0.010642001405358315,1.9356553554534912,0.18426132202148438,0.00745195709168911,0.05165430158376694,0.19075952470302582,0.9722500000000001,0,1,0.111,0.984796941280365
1,66,9.742177098814864e-06,2,0.01062399335205555,1.9358795881271362,0.23300230503082275,0.007423430681228638,0.06381815671920776,0.19075952470302582,0.9445,0,2,0.222,1.0142161846160889
1,65,9.669105565990321e-06,3,0.009873627685010433,1.9358365535736084,0.2032477855682373,0.007320844568312168,0.05630257725715637,0.19075952470302582,0.9167500000000001,0,3,0.333,0.9999520778656006
1,65,9.976029105018824e-06,4,0.009073696099221706,1.9358546733856201,0.2576664388179779,0.007357776165008545,0.06993494182825089,0.19075952470302582,0.889,0,4,0.444,0.9947441220283508
1,65,9.378011782246176e-06,5,0.008365506306290627,1.9357653856277466,0.2407391518354416,0.007414411287754774,0.06574560701847076,0.19075952470302582,0.86125,0,5,0.555,1.0126255750656128
1,66,9.102254807658028e-06,6,0.007804953958839178,1.9357702732086182,0.21982669830322266,0.007393823936581612,0.06050204858183861,0.19075952470302582,0.8335,0,6,0.666,0.9999905228614807
1,66,9.673147360445e-06,7,0.0074211894534528255,1.9357088804244995,0.18289868533611298,0.007393974345177412,0.05127015709877014,0.19075952470302582,0.80575,0,7,0.777,1.0016690492630005
1,63,9.400624549016356e-06,8,0.00719289667904377,1.935828447341919,0.19711606204509735,0.00729646859690547,0.05475136265158653,0.19075952470302582,0.778,0,8,0.888,0.994405210018158
1,63,9.844818123383448e-06,9,0.007022725883871317,1.9357271194458008,0.21279089152812958,0.007324280217289925,0.058690935373306274,0.19075952470302582,0.75025,0,9,0.999,0.9973888993263245
1,148,9.94706897472497e-06,10,0.013227979652583599,1.4890774488449097,0.13413845002651215,0.003854196984320879,0.036425262689590454,0.20476265251636505,0.8571428571428572,1,0,0.0,1.0041356086730957
1,145,9.878391210804693e-06,11,0.012689127586781979,1.4887175559997559,0.1874106526374817,0.0038891492877155542,0.04976952075958252,0.20476265251636505,0.8175000000000001,1,1,0.111,0.9955300688743591
1,128,9.844960914051626e-06,12,0.012317526154220104,1.4892433881759644,0.14090333878993988,0.0038807308301329613,0.038136377930641174,0.20476265251636505,0.7778571428571429,1,2,0.222,0.9890120625495911
