image,meas_resid,post_hole,post_mse,post_obs,pre_mse,stage0_hole,stage1_hole,stage2_hole,stage3_hole,task,trw
junco,0.8994054198265076,3.465237617492676,0.8684443235397339,0.0028464968781918287,0.8684443235397339,0.7282240986824036,0.6169759631156921,0.5043154954910278,3.465237617492676,box_inpainting,0.0
