stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,mse_hole,mse_obs,task,image
0,0,0.0,1.0,1.0,0.009970428422093391,0.2270059585571289,1.9352341890335083,0.9947441816329956,0.8840751647949219,0.007982904091477394,box_inpainting,junco
0,1,0.111,0.9722500000000001,1.0,0.010642001405358315,0.2214919924736023,1.93507981300354,0.9973888397216797,0.8621795177459717,0.007929487153887749,box_inpainting,junco
0,2,0.222,0.9445,1.0,0.01062399335205555,0.20579054951667786,1.935124397277832,0.9829674363136292,0.798984706401825,0.008059150539338589,box_inpainting,junco
0,3,0.333,0.9167500000000001,1.0,0.009873627685010433,0.21517223119735718,1.9351718425750732,0.9869840145111084,0.8368138670921326,0.00795835256576538,box_inpainting,junco
0,4,0.444,0.889,1.0,0.009073696099221706,0.20496533811092377,1.9352778196334839,0.9984487891197205,0.7957856059074402,0.008025244809687138,box_inpainting,junco
0,5,0.555,0.86125,1.0,0.008365506306290627,0.23525691032409668,1.935125708580017,0.9851222038269043,0.9169428944587708,0.008028222247958183,box_inpainting,junco
0,6,0.666,0.8335,1.0,0.007804953958839178,0.2240387499332428,1.9351431131362915,1.0122591257095337,0.8722015023231506,0.007984469644725323,box_inpainting,junco
0,7,0.777,0.80575,1.0,0.0074211894534528255,0.19036394357681274,1.9353798627853394,1.0158469676971436,0.7371810078620911,0.008091588504612446,box_inpainting,junco
0,8,0.888,0.778,1.0,0.00719289667904377,0.2059926837682724,1.9351450204849243,0.9899382591247559,0.7998133301734924,0.00805245153605938,box_inpainting,junco
0,9,0.999,0.75025,1.0,0.007022725883871317,0.18797925114631653,1.9350892305374146,0.9699145555496216,0.7282240986824036,0.007897630333900452,box_inpainting,junco
1,0,0.0,0.8571428571428572,1.0,0.013227979652583599,0.2597230076789856,1.4852139949798584,1.001232385635376,1.0231748819351196,0.00523904524743557,box_inpainting,junco
1,1,0.111,0.8175000000000001,1.0,0.012689127586781979,0.2441806197166443,1.4853216409683228,1.0051027536392212,0.9609948992729187,0.005242513492703438,box_inpainting,junco
1,2,0.222,0.7778571428571429,1.0,0.012317526154220104,0.24424955248832703,1.4857090711593628,1.0067402124404907,0.9611427783966064,0.005285114981234074,box_inpainting,junco
