S_it,mse_full_final,psnr_full_final,hole_full_final,obs_full_final,mse_full_stage3_start,mse_full_stage3_growth,meas_resid_final
10,0.07574764639139175,17.22690848214492,0.2883521616458893,0.004879476968199015,0.07574764639139175,1.0,0.9938223958015442
1,0.09488113969564438,16.248800986071355,0.3648926317691803,0.004877301864326,0.09488113969564438,1.0,0.9947916269302368
