image,meas_resid,post_hole,post_mse,post_obs,pre_mse,stage0_hole,stage1_hole,stage2_hole,stage3_hole,task,trw
junco,0.9280768036842346,1.140495777130127,0.28671300411224365,0.0021187688689678907,0.28671300411224365,0.06349902600049973,0.05213943123817444,0.08823806047439575,1.140495777130127,box_inpainting,0.0
