arm,gstep,stage,step,tau,d_l15_rel,d_step_rel,epsilon,mse_hole,mse_total,mse_vis,mu_hole,mu_vis,sample_hole,sigma_tau,x0_rms,x1hat_fix_hole,x1hat_hole,x1hat_hole_ker,x1hat_hole_range
l15,12,1,2,0.222,3.502544174693867e-08,0.4245337128639221,0.0,10.42879867553711,2.611154079437256,0.005272111389786005,3.270690679550171,0.004762438125908375,10.42879867553711,0.7778571428571429,0.8077436089515686,0.073604516685009,0.07362120598554611,0.008984384126961231,0.06463681906461716
l15,13,1,3,0.333,6.47097344597114e-08,0.4377481997013092,0.0,7.956944942474365,1.9931811094284058,0.0052598509937524796,1.4086475372314453,0.0047552576288580894,7.956944942474365,0.7382142857142858,0.8266956806182861,0.07647496461868286,0.0765121802687645,0.009086291305720806,0.06742588430643082
l15,14,1,4,0.444,4.118345664494427e-08,0.44217134118080137,0.0,5.641438961029053,1.4143168926239014,0.005276134703308344,0.5244593620300293,0.004756566137075424,5.641438961029053,0.6985714285714286,0.8350963592529297,0.06929583102464676,0.06933107227087021,0.00909471046179533,0.0602363646030426
l15,15,1,5,0.555,4.613263620001362e-08,0.43988059759140014,0.0,4.136957168579102,1.0382158756256104,0.005302136298269033,0.22175395488739014,0.004757273010909557,4.136957168579102,0.6589285714285714,0.8497498035430908,0.06790123134851456,0.06791923940181732,0.009000951424241066,0.05891828611493111
l15,16,1,6,0.666,8.291284032679869e-08,0.4448873341083527,0.0,2.765448570251465,0.6953238248825073,0.005282295867800713,0.1108836755156517,0.004754412453621626,2.765448570251465,0.6192857142857142,0.8523092269897461,0.06600464135408401,0.0660308375954628,0.009042155928909779,0.056988675147295
l15,17,1,7,0.777,4.8634457527896305e-08,0.44099541306495665,0.0,1.9046071767807007,0.4801473617553711,0.0053273835219442844,0.07956567406654358,0.004752127453684807,1.9046071767807007,0.5796428571428571,0.8575404286384583,0.0645446926355362,0.06457195430994034,0.009028423577547073,0.055543530732393265
l15,18,1,8,0.888,5.783952090610001e-08,0.43901707231998444,0.0,1.387251853942871,0.3507879674434662,0.00529998354613781,0.07283270359039307,0.004749645013362169,1.387251853942871,0.54,0.8559525609016418,0.06404032558202744,0.0640789344906807,0.009050518274307251,0.05502841994166374
l15,19,1,9,0.999,6.371608947119967e-08,0.4377152532339096,0.0,0.9729074835777283,0.24715742468833923,0.0052407425828278065,0.07226061075925827,0.004745216108858585,0.9729074835777283,0.5003571428571428,0.8600154519081116,0.06623826175928116,0.0663919523358345,0.009350900538265705,0.05704106017947197
l15,20,2,0,0.0,5.146007353573623e-08,0.3682259718577067,0.001560935546875,435.0867614746094,108.77779388427734,0.008138643577694893,0.11752589792013168,0.005709725432097912,435.0867614746094,0.6666666666666667,0.8200165629386902,0.08398178219795227,0.08461043238639832,0.008568071760237217,0.07604236155748367
l15,21,2,1,0.111,4.919980547413161e-08,0.390940523147583,0.0,94.3601303100586,23.596092224121094,0.008078827522695065,92.90518951416016,0.005708600860089064,94.3601303100586,0.6204166666666668,0.8124319911003113,0.09359452873468399,0.10013004392385483,0.028340810909867287,0.07178923487663269
l15,22,2,2,0.222,6.186147842868195e-08,0.2872770056128502,0.0,2.311375379562378,0.5840318202972412,0.008250612765550613,1.352819800376892,0.005698028020560741,2.311375379562378,0.5741666666666667,0.9883135557174683,0.12005118280649185,0.13555878400802612,0.057939548045396805,0.07761923223733902
l15,23,2,3,0.333,3.2589699472396207e-08,0.35967411696910856,0.0,1.5794386863708496,0.4010147750377655,0.00820681732147932,0.4451330602169037,0.005688478238880634,1.5794386863708496,0.5279166666666668,0.869455099105835,0.07098421454429626,0.07117102295160294,0.0072832852602005005,0.06388773769140244
l15,24,2,4,0.444,5.7789917207173856e-08,0.4181127965450287,0.0,1.2964075803756714,0.33020007610321045,0.008130837231874466,0.15563727915287018,0.005675424821674824,1.2964075803756714,0.48166666666666674,0.8559319376945496,0.06656157970428467,0.06668651849031448,0.0070512681268155575,0.059635262936353683
l15,25,2,5,0.555,5.988226021713672e-08,0.42681964635849,0.0,0.9490265250205994,0.24336698651313782,0.008147128857672215,0.08416152745485306,0.005636189598590136,0.9490265250205994,0.4354166666666667,0.8604477047920227,0.06745964288711548,0.06757359951734543,0.007037437055259943,0.060536157339811325
l15,26,2,6,0.666,4.832788356168294e-08,0.41800726354122164,0.0,0.5920478105545044,0.15406395494937897,0.008069336414337158,0.07448124885559082,0.005575110204517841,0.5920478105545044,0.38916666666666666,0.8693922758102417,0.06589037925004959,0.06598486006259918,0.006946789566427469,0.05903806909918785
l15,27,2,7,0.777,4.191424061161797e-08,0.40411427319049836,0.0,0.378535658121109,0.10059557855129242,0.007948879152536392,0.07161690294742584,0.005488049704581499,0.378535658121109,0.34291666666666665,0.8751351833343506,0.06538724154233932,0.06551965326070786,0.007106168661266565,0.05841347947716713
l15,28,2,8,0.888,9.593935885732208e-08,0.3850223183631897,0.0,0.2569562494754791,0.0701482817530632,0.00787895917892456,0.06913699954748154,0.005378017667680979,0.2569562494754791,0.2966666666666667,0.879010021686554,0.06462018936872482,0.0647820308804512,0.007159369066357613,0.05762265995144844
l15,29,2,9,0.999,5.671594749401265e-08,0.35455030500888823,0.0,0.17845773696899414,0.050408266484737396,0.0077251046895980835,0.06860507279634476,0.005259772762656212,0.17845773696899414,0.2504166666666667,0.8892671465873718,0.06499948352575302,0.06543543189764023,0.008196278475224972,0.05723915621638298
l15,30,3,0,0.0,5.016367055077353e-08,0.34585313664542305,0.00040225,0.5326653718948364,0.13688305020332336,0.0049556102603673935,0.09113708883523941,0.0024694884195923805,0.5326653718948364,0.3999999999999999,0.9185211658477783,0.0911443829536438,0.0911443829536438,0.0,0.0911443829536438
l15,31,3,1,0.111,5.8458942930883494e-08,0.38551043570041654,0.0,0.3813474178314209,0.09904676675796509,0.004946552682667971,0.08202531933784485,0.0024566911160945892,0.3813474178314209,0.3555999999999999,0.8841581344604492,0.08202531933784485,0.08202531933784485,0.0,0.08202531933784485
l15,32,3,2,0.222,3.992693109466927e-08,0.38165980875492095,0.0,0.28395333886146545,0.07467380166053772,0.004913949407637119,0.07777149230241776,0.0024366634897887707,0.28395333886146545,0.3111999999999999,0.8835225105285645,0.07777149230241776,0.07777149230241776,0.0,0.07777149230241776
l15,33,3,3,0.333,5.210293174684466e-08,0.36139615774154665,0.0,0.20982332527637482,0.056100036948919296,0.004858940374106169,0.07750058174133301,0.002404585015028715,0.20982332527637482,0.2668,0.887112557888031,0.07750058174133301,0.07750058174133301,0.0,0.07750058174133301
l15,34,3,4,0.444,6.835673787009e-08,0.3298631399869919,0.0,0.16252727806568146,0.044196050614118576,0.004752299282699823,0.0808081403374672,0.002350294031202793,0.16252727806568146,0.22239999999999996,0.8928757309913635,0.0808081328868866,0.0808081328868866,0.0,0.0808081328868866
l15,35,3,5,0.555,4.454440016843364e-08,0.28495538234710693,0.0,0.13102573156356812,0.036236800253391266,0.004640485160052776,0.08477286249399185,0.002249846700578928,0.13102573156356812,0.17799999999999994,0.9046726226806641,0.08477286249399185,0.08477286249399185,0.0,0.08477286249399185
l15,36,3,6,0.666,2.1566759755842214e-08,0.22717049717903137,0.0,0.11409304291009903,0.031752265989780426,0.004305337090045214,0.09010615199804306,0.0020454535260796547,0.11409304291009903,0.13359999999999997,0.9336987733840942,0.09010615199804306,0.09010615199804306,0.0,0.09010615199804306
l15,37,3,7,0.777,3.334283000810956e-08,0.16068730652332305,0.0,0.10344906896352768,0.028566110879182816,0.003605121513828635,0.09395328164100647,0.0015998062444850802,0.10344906896352768,0.08919999999999997,0.9959820508956909,0.09395327419042587,0.09395327419042587,0.0,0.09395327419042587
l15,38,3,8,0.888,1.5780060458325808e-08,0.0913280002772808,0.0,0.09842780232429504,0.026067372411489487,0.0019472291460260749,0.09621351957321167,0.0007797859725542367,0.09842780232429504,0.044799999999999986,1.1186039447784424,0.09621351957321167,0.09621351957321167,0.0,0.09621351957321167
l15,39,3,9,0.999,,,,0.09842780232429504,0.026067372411489487,0.0019472291460260749,,,,0.0004000000000000003,,,,,
no_l15,0,0,0,0.0,0.0,0.38185252745946247,0.024870169921874997,31.662057876586914,7.921506881713867,0.007989151403307915,0.08571147173643112,0.007902857847511768,31.662057876586914,1.0,0.7606925964355469,0.07288231700658798,0.07288231700658798,0.01386155653744936,0.0590207576751709
no_l15,1,0,1,0.111,0.0007997173583135009,0.43996640145778654,0.0,31.654794692993164,7.919695854187012,0.007996120490133762,31.654296875,0.007903133518993855,31.654794692993164,0.9722500000000001,0.7314209938049316,0.06812237203121185,0.06812237203121185,0.013870825059711933,0.054251547902822495
no_l15,2,0,2,0.222,0.006254852470010519,0.44230368733406067,0.0,26.568151473999023,6.6479997634887695,0.007949285209178925,27.039155960083008,0.007903077639639378,26.568151473999023,0.9445,0.727554202079773,0.06736516952514648,0.06736516952514648,0.014000016264617443,0.053365156054496765
no_l15,3,0,3,0.333,0.033767073228955266,0.4401623398065567,0.0,10.312722206115723,2.584205389022827,0.008032914251089096,11.111531257629395,0.00790311023592949,10.312722206115723,0.9167500000000001,0.7493254542350769,0.07707186788320541,0.07707186788320541,0.013926980085670948,0.06314489245414734
no_l15,4,0,4,0.444,0.09437000676989556,0.4441839724779129,0.0,4.408798694610596,1.1081631183624268,0.007951166480779648,4.445619583129883,0.007904034107923508,4.408798694610596,0.889,0.7399777173995972,0.0746416449546814,0.0746416449546814,0.013529646210372448,0.06111200153827667
no_l15,5,0,5,0.555,0.19312927424907683,0.4714420199394226,0.0,5.065334796905518,1.2723479270935059,0.008019009605050087,4.421785354614258,0.007900398224592209,5.065334796905518,0.86125,0.7158035039901733,0.10659674555063248,0.10659674555063248,0.013601135462522507,0.09299562126398087
no_l15,6,0,6,0.666,0.3246159881353378,0.5333842873573303,0.0,6.921863079071045,1.7365243434906006,0.008078227750957012,2.9089362621307373,0.007900504395365715,6.921863079071045,0.8335,0.710509181022644,0.06541261076927185,0.06541261076927185,0.013629041612148285,0.05178356543183327
no_l15,7,0,7,0.777,0.5079236894845962,0.6557163238525391,0.0,6.743556976318359,1.6919111013412476,0.008029188960790634,1.1219919919967651,0.007894730195403099,6.743556976318359,0.80575,0.7349446415901184,0.08566870540380478,0.08566870540380478,0.01496493723243475,0.07070376724004745
no_l15,8,0,8,0.888,0.6033153712749482,0.7312390863895416,0.0,6.707590579986572,1.6829650402069092,0.008089972659945488,0.2495735138654709,0.007902238517999649,6.707590579986572,0.778,0.7192743420600891,0.11914660781621933,0.11914660781621933,0.015522698871791363,0.1036239042878151
no_l15,9,0,9,0.999,0.6759576857089996,0.7935866773128509,0.0,5.458671569824219,1.3706592321395874,0.007988490164279938,0.12321507930755615,0.007905429229140282,5.458671569824219,0.75025,0.7278060913085938,0.08082585781812668,0.08082585781812668,0.015005280263721943,0.06582057476043701
no_l15,10,1,0,0.0,0.3502970993518829,0.5119362970193228,0.0062592724609375,106.07605743408203,26.52294921875,0.0052455333061516285,0.1463080197572708,0.004758585710078478,106.07605743408203,0.8571428571428572,0.7715755105018616,0.12434010952711105,0.12472430616617203,0.010469839908182621,0.11425447463989258
no_l15,11,1,1,0.111,0.4429518759250641,0.6140134155750274,0.0,24.251909255981445,6.066951751708984,0.005298767704516649,17.733469009399414,0.004773622378706932,24.251909255981445,0.8175000000000001,0.7385289072990417,0.32088878750801086,0.32183706760406494,0.012425229884684086,0.3094118535518646
no_l15,12,1,2,0.222,0.5886576294898986,0.7213200211524964,0.0,10.577377319335938,2.6482982635498047,0.0052721076644957066,3.3210346698760986,0.004762439988553524,10.577377319335938,0.7778571428571429,0.7328137755393982,0.12130344659090042,0.1218462809920311,0.01036300603300333,0.11148327589035034
no_l15,13,1,3,0.333,0.645440524816513,0.764391940832138,0.0,8.504406929016113,2.1300463676452637,0.005259714089334011,1.6771259307861328,0.004755223169922829,8.504406929016113,0.7382142857142858,0.7404987215995789,0.43793296813964844,0.45173171162605286,0.05449848994612694,0.397233247756958
no_l15,14,1,4,0.444,0.6738390445709228,0.784465366601944,0.0,6.182816028594971,1.5496610403060913,0.005275926552712917,0.702957808971405,0.004756570793688297,6.182816028594971,0.6985714285714286,0.736675500869751,0.36607107520103455,0.38600191473960876,0.07467576861381531,0.31132614612579346
no_l15,15,1,5,0.555,0.6893880784511566,0.7954245567321777,0.0,4.539697170257568,1.1389009952545166,0.00530218007043004,0.45772942900657654,0.004757343791425228,4.539697170257568,0.6589285714285714,0.7299225926399231,0.363273024559021,0.3844563961029053,0.07821179181337357,0.3062446117401123
no_l15,16,1,6,0.666,0.6834926724433898,0.7925969183444976,0.0,3.127521514892578,0.7858421802520752,0.0052823275327682495,0.44642624258995056,0.00475443247705698,3.127521514892578,0.6192857142857142,0.730980634689331,0.39610353112220764,0.44563841819763184,0.17101776599884033,0.2746206521987915
no_l15,17,1,7,0.777,0.66009441614151,0.7642305314540863,0.0,2.324699878692627,0.585170567035675,0.005327421706169844,0.4704204797744751,0.004752154927700758,2.324699878692627,0.5796428571428571,0.7386508584022522,0.4162119925022125,0.46921205520629883,0.1836489886045456,0.28556305170059204
no_l15,18,1,8,0.888,0.6347694456577301,0.7328962802886962,0.0,1.8445377349853516,0.4651094377040863,0.005300031043589115,0.5523508191108704,0.0047497013583779335,1.8445377349853516,0.54,0.7278133630752563,0.45813727378845215,0.5472932457923889,0.30186164379119873,0.24543166160583496
no_l15,19,1,9,0.999,0.6165538549423217,0.7135204672813416,0.0,1.6042165756225586,0.4049857556819916,0.005242115817964077,0.6280282139778137,0.004746528342366219,1.6042165756225586,0.5003571428571428,0.7345444560050964,0.4907761514186859,0.6253340244293213,0.4451335370540619,0.18020059168338776
no_l15,20,2,0,0.0,0.3474206686019897,0.49269913964801365,0.0015609356689453124,435.5390930175781,108.89088439941406,0.008138840086758137,0.629963219165802,0.0057098823599517345,435.5390930175781,0.6666666666666667,0.7756378054618835,0.6405912041664124,0.6810341477394104,0.13784921169281006,0.5431849956512451
no_l15,21,2,1,0.111,0.4642906069755554,0.660531222820282,0.0,88.72093963623047,22.186298370361328,0.008079986087977886,85.9835433959961,0.005710597615689039,88.72093963623047,0.6204166666666668,0.790928304195404,0.4338914155960083,0.46177783608436584,0.09795532375574112,0.36382248997688293
no_l15,22,2,2,0.222,0.5763267159461976,0.7103932201862335,0.0,2.5050203800201416,0.6324434876441956,0.008251134306192398,1.4599218368530273,0.0056981914676725864,2.5050203800201416,0.5741666666666667,0.7628423571586609,0.5760950446128845,0.6152172088623047,0.13389773666858673,0.48131951689720154
no_l15,23,2,3,0.333,0.5597256422042847,0.6640650272369385,0.0,2.214576005935669,0.5598013401031494,0.008209713734686375,0.8963943123817444,0.005688284058123827,2.214576005935669,0.5279166666666668,0.7333154678344727,0.5536409616470337,0.6031718850135803,0.1682700365781784,0.43490180373191833
no_l15,24,2,4,0.444,0.5957738399505615,0.6904706358909607,0.0,1.9395815134048462,0.4909948706626892,0.008132632821798325,0.6782248616218567,0.005668869242072105,1.9395815134048462,0.48166666666666674,0.7311916351318359,0.5335946083068848,0.6095521450042725,0.2550983726978302,0.35445377230644226
no_l15,25,2,5,0.555,0.5956651628017425,0.6854115784168243,0.0,1.538840651512146,0.3908267915248871,0.008155498653650284,0.6477193236351013,0.005636800080537796,1.538840651512146,0.4354166666666667,0.7277317047119141,0.507760763168335,0.6343460083007812,0.42064571380615234,0.2137002795934677
no_l15,26,2,6,0.666,0.5633424937725067,0.6497260630130768,0.0,1.2812765836715698,0.3263790011405945,0.008079763501882553,0.7579509615898132,0.005586421117186546,1.2812765836715698,0.38916666666666666,0.7312179803848267,0.5919650793075562,0.7556269764900208,0.543154776096344,0.21247214078903198
no_l15,27,2,7,0.777,0.5072682082653046,0.585034865140915,0.0,1.2142800092697144,0.3095513582229614,0.00797518715262413,0.8961946964263916,0.005514458287507296,1.2142800092697144,0.34291666666666665,0.7354801893234253,0.6871430277824402,0.8976672291755676,0.6972536444664001,0.20041362941265106
no_l15,28,2,8,0.888,0.4339905083179474,0.5003170013427735,0.0,1.2592719793319702,0.32076022028923035,0.007922971621155739,1.0685625076293945,0.005415354855358601,1.2592719793319702,0.2966666666666667,0.7387353777885437,0.8057991862297058,1.0707836151123047,0.8750675320625305,0.19571609795093536
no_l15,29,2,9,0.999,0.34869115352630614,0.40485721826553345,0.0,1.4450234174728394,0.3670809864997864,0.0077668181620538235,1.3320481777191162,0.005300844553858042,1.4450234174728394,0.2504166666666667,0.7461166977882385,0.9902181625366211,1.3362903594970703,1.1402884721755981,0.19600188732147217
no_l15,30,3,0,0.0,0.5369909942150116,0.6009697715441386,0.00040225,1.5133417844772339,0.38205230236053467,0.004955752287060022,1.073419451713562,0.0024696129839867353,1.5133417844772339,0.3999999999999999,0.779024064540863,1.0737758874893188,1.0737758874893188,0.0,1.0737758874893188
no_l15,31,3,1,0.111,0.519111043214798,0.5883930861949921,0.0,1.6050357818603516,0.40496954321861267,0.004947507753968239,1.3048022985458374,0.0024573584087193012,1.6050357818603516,0.3555999999999999,0.740006148815155,1.3048022985458374,1.3048022985458374,0.0,1.3048022985458374
no_l15,32,3,2,0.222,0.4401513308286667,0.5026464223861694,0.0,1.6528414487838745,0.41689735651016235,0.004915969911962748,1.4475005865097046,0.0024384327698498964,1.6528414487838745,0.3111999999999999,0.7395229935646057,1.4475005865097046,1.4475005865097046,0.0,1.4475005865097046
no_l15,33,3,3,0.333,0.3291995406150818,0.3823969930410385,0.0,2.0869531631469727,0.5253850221633911,0.0048623583279550076,1.9576131105422974,0.002407726366072893,2.0869531631469727,0.2668,0.7417459487915039,1.9576131105422974,1.9576131105422974,0.0,1.9576131105422974
no_l15,34,3,4,0.444,0.2382994309067726,0.2779915928840637,0.0,2.4755659103393555,0.6224585771560669,0.004756065085530281,2.3980815410614014,0.002354300580918789,2.4755659103393555,0.22239999999999996,0.7435504794120789,2.3980815410614014,2.3980815410614014,0.0,2.3980815410614014
no_l15,35,3,5,0.555,0.1759661391377449,0.20476428270339966,0.0,2.757648468017578,0.6928966045379639,0.004645965527743101,2.708878517150879,0.002255610655993223,2.757648468017578,0.17799999999999994,0.7475666999816895,2.7088782787323,2.7088782787323,0.0,2.7088782787323
no_l15,36,3,6,0.666,0.1289793685078621,0.14931415170431137,0.0,2.957023859024048,0.7424931526184082,0.004316166043281555,2.9320051670074463,0.0020561404526233673,2.957023859024048,0.13359999999999997,0.7570568323135376,2.9320051670074463,2.9320051670074463,0.0,2.9320051670074463
no_l15,37,3,7,0.777,0.09203334376215935,0.10552796497941017,0.0,3.038760185241699,0.7624186277389526,0.0036378763616085052,3.03116774559021,0.0016325648175552487,3.038760185241699,0.08919999999999997,0.7746749520301819,3.03116774559021,3.03116774559021,0.0,3.03116774559021
no_l15,38,3,8,0.888,0.05494788736104965,0.06393871009349823,0.0,3.124675750732422,0.7828102111816406,0.002188318409025669,3.123196840286255,0.001020400901325047,3.124675750732422,0.044799999999999986,0.8130466341972351,3.123196840286255,3.123196840286255,0.0,3.123196840286255
no_l15,39,3,9,0.999,,,,3.124675750732422,0.7828102111816406,0.002188318409025669,,,,0.0004000000000000003,,,,,
