stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,mse_hole,mse_obs
0,0,0.0,1.0,0.32193589210510254,anchor=0.0,0.1,0.0,1.2724562883377075,0.005095747299492359
0,1,0.111,0.9722500000000001,0.32902300357818604,anchor=0.0,0.1,0.0,1.3011728525161743,0.004973005037754774
0,2,0.222,0.9445,0.32418036460876465,anchor=0.0,0.1,0.0,1.2818174362182617,0.004967971704900265
0,3,0.333,0.9167500000000001,0.3231685161590576,anchor=0.0,0.1,0.0,1.2781018018722534,0.004857454914599657
0,4,0.444,0.889,0.3405064344406128,anchor=0.0,0.1,0.0,1.3471676111221313,0.004952744115144014
0,5,0.555,0.86125,0.34019073843955994,anchor=0.0,0.1,0.0,1.3458361625671387,0.004975597374141216
0,6,0.666,0.8335,0.34756582975387573,anchor=0.0,0.1,0.0,1.3751587867736816,0.005034831818193197
0,7,0.777,0.80575,0.3900454044342041,anchor=0.0,0.1,0.0,1.5452842712402344,0.00496580358594656
0,8,0.888,0.778,0.41425877809524536,anchor=0.0,0.1,0.0,1.6422134637832642,0.004940524697303772
0,9,0.999,0.75025,0.45709604024887085,anchor=0.0,0.1,0.0,1.8135002851486206,0.004961332306265831
1,0,0.0,0.8571428571428572,3.1111273765563965,anchor=0.0,0.1,0.0,12.43159008026123,0.00430659856647253
1,1,0.111,0.8175000000000001,2.6508233547210693,anchor=0.0,0.1,0.0,10.590340614318848,0.004317273385822773
1,2,0.222,0.7778571428571429,2.106391668319702,anchor=0.0,0.1,0.0,8.412784576416016,0.00426059914752841
1,3,0.333,0.7382142857142858,1.7465417385101318,anchor=0.0,0.1,0.0,6.972989559173584,0.004392447415739298
1,4,0.444,0.6985714285714286,1.626786231994629,anchor=0.0,0.1,0.0,6.494300365447998,0.0042814756743609905
1,5,0.555,0.6589285714285714,1.5044260025024414,anchor=0.0,0.1,0.0,6.004525661468506,0.0043929810635745525
1,6,0.666,0.6192857142857142,1.2545218467712402,anchor=0.0,0.1,0.0,5.005294322967529,0.004264218732714653
1,7,0.777,0.5796428571428571,1.0412204265594482,anchor=0.0,0.1,0.0,4.151893138885498,0.004329236224293709
1,8,0.888,0.54,0.8827946186065674,anchor=0.0,0.1,0.0,3.518321990966797,0.0042854794301092625
1,9,0.999,0.5003571428571428,0.7679051756858826,anchor=0.0,0.1,0.0,3.058762550354004,0.0042860498651862144
2,0,0.0,0.6666666666666667,0.9988414645195007,anchor=0.0,0.1,0.0,3.9702389240264893,0.008375657722353935
2,1,0.111,0.6204166666666668,9.214000701904297,anchor=0.0,0.1,0.0,36.8306999206543,0.008435659110546112
2,2,0.222,0.5741666666666667,6.826512336730957,anchor=0.0,0.1,0.0,27.28067970275879,0.00845598615705967
2,3,0.333,0.5279166666666668,3.6301345825195312,anchor=0.0,0.1,0.0,14.495678901672363,0.008286562748253345
2,4,0.444,0.48166666666666674,2.013347625732422,anchor=0.0,0.1,0.0,8.028477668762207,0.008304346352815628
2,5,0.555,0.4354166666666667,1.1620692014694214,anchor=0.0,0.1,0.0,4.623598098754883,0.008226116187870502
2,6,0.666,0.38916666666666666,0.7583092451095581,anchor=0.0,0.1,0.0,3.0083768367767334,0.008286746218800545
2,7,0.777,0.34291666666666665,0.5299108028411865,anchor=0.0,0.1,0.0,2.0947964191436768,0.008282290771603584
2,8,0.888,0.2966666666666667,0.41009974479675293,anchor=0.0,0.1,0.0,1.6158781051635742,0.00817364826798439
2,9,0.999,0.2504166666666667,0.337192177772522,anchor=0.0,0.1,0.0,1.3245264291763306,0.008080746978521347
3,0,0.0,0.3999999999999999,0.5212324857711792,anchor=0.0,0.1,0.0,2.07747745513916,0.002484076889231801
3,1,0.111,0.3555999999999999,0.4621318280696869,anchor=0.0,0.1,0.0,1.8410521745681763,0.002491676015779376
3,2,0.222,0.3111999999999999,0.4122196435928345,anchor=0.0,0.1,0.0,1.6414037942886353,0.002491635037586093
3,3,0.333,0.2668,0.37349066138267517,anchor=0.0,0.1,0.0,1.4865039587020874,0.002486222656443715
3,4,0.444,0.22239999999999996,0.3503217101097107,anchor=0.0,0.1,0.0,1.3938894271850586,0.0024657833855599165
