stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,x0_steps,gamma2_scale,trw,mse_hole,mse_obs
0,0,0.0,1.0,8.295677185058594,trw=0,0.1,0.0,1,1.0,0.0,33.1593017578125,0.007802090607583523
0,1,0.111,0.9722500000000001,8.296387672424316,trw=0,0.1,0.0,1,1.0,0.0,33.1619873046875,0.007853253744542599
0,2,0.222,0.9445,8.231127738952637,trw=0,0.1,0.0,1,1.0,0.0,32.901161193847656,0.0077828895300626755
0,3,0.333,0.9167500000000001,8.068328857421875,trw=0,0.1,0.0,1,1.0,0.0,32.249839782714844,0.007824280299246311
0,4,0.444,0.889,7.685573101043701,trw=0,0.1,0.0,1,1.0,0.0,30.71885108947754,0.007813440635800362
0,5,0.555,0.86125,6.809112548828125,trw=0,0.1,0.0,1,1.0,0.0,27.213180541992188,0.0077568781562149525
0,6,0.666,0.8335,5.592304229736328,trw=0,0.1,0.0,1,1.0,0.0,22.345762252807617,0.007818025536835194
0,7,0.777,0.80575,4.443871021270752,trw=0,0.1,0.0,1,1.0,0.0,17.752071380615234,0.007803677581250668
0,8,0.888,0.778,3.1184024810791016,trw=0,0.1,0.0,1,1.0,0.0,12.450213432312012,0.007799231447279453
0,9,0.999,0.75025,2.4648499488830566,trw=0,0.1,0.0,1,1.0,0.0,9.83586597442627,0.007844501174986362
1,0,0.0,0.8571428571428572,7.659542083740234,trw=0,0.1,0.0,1,1.0,0.0,30.622480392456055,0.005230596289038658
1,1,0.111,0.8175000000000001,7.105719566345215,trw=0,0.1,0.0,1,1.0,0.0,28.407310485839844,0.005187690258026123
1,2,0.222,0.7778571428571429,6.201257228851318,trw=0,0.1,0.0,1,1.0,0.0,24.7895450592041,0.005162086803466082
1,3,0.333,0.7382142857142858,4.9753570556640625,trw=0,0.1,0.0,1,1.0,0.0,19.885650634765625,0.005259447731077671
1,4,0.444,0.6985714285714286,3.6440227031707764,trw=0,0.1,0.0,1,1.0,0.0,14.560554504394531,0.005178960505872965
1,5,0.555,0.6589285714285714,2.4787209033966064,trw=0,0.1,0.0,1,1.0,0.0,9.899321556091309,0.005187077447772026
1,6,0.666,0.6192857142857142,1.6249454021453857,trw=0,0.1,0.0,1,1.0,0.0,6.484138488769531,0.005214234348386526
1,7,0.777,0.5796428571428571,1.1821613311767578,trw=0,0.1,0.0,1,1.0,0.0,4.713151454925537,0.005164561327546835
1,8,0.888,0.54,0.8459324240684509,trw=0,0.1,0.0,1,1.0,0.0,3.368025541305542,0.005234769079834223
1,9,0.999,0.5003571428571428,0.6710346937179565,trw=0,0.1,0.0,1,1.0,0.0,2.6685550212860107,0.005194519180804491
2,0,0.0,0.6666666666666667,104.529296875,trw=0,0.1,0.0,1,1.0,0.0,418.0987243652344,0.006158761214464903
2,1,0.111,0.6204166666666668,87.47845458984375,trw=0,0.1,0.0,1,1.0,0.0,349.8951110839844,0.006245337426662445
2,2,0.222,0.5741666666666667,43.80845260620117,trw=0,0.1,0.0,1,1.0,0.0,175.21507263183594,0.006250911857932806
2,3,0.333,0.5279166666666668,19.34445571899414,trw=0,0.1,0.0,1,1.0,0.0,77.35901641845703,0.006266777869313955
2,4,0.444,0.48166666666666674,8.943706512451172,trw=0,0.1,0.0,1,1.0,0.0,35.75632858276367,0.0061660208739340305
2,5,0.555,0.4354166666666667,4.364649772644043,trw=0,0.1,0.0,1,1.0,0.0,17.440095901489258,0.006167618092149496
2,6,0.666,0.38916666666666666,2.3001914024353027,trw=0,0.1,0.0,1,1.0,0.0,9.182202339172363,0.006187444552779198
2,7,0.777,0.34291666666666665,1.2462598085403442,trw=0,0.1,0.0,1,1.0,0.0,4.966675281524658,0.006121282931417227
2,8,0.888,0.2966666666666667,0.7285649180412292,trw=0,0.1,0.0,1,1.0,0.0,2.896103620529175,0.006052009761333466
2,9,0.999,0.2504166666666667,0.47252798080444336,trw=0,0.1,0.0,1,1.0,0.0,1.871965765953064,0.006048725452274084
3,0,0.0,0.3999999999999999,0.5687837600708008,trw=0,0.1,0.0,1,1.0,0.0,2.267625570297241,0.0025031594559550285
3,1,0.111,0.3555999999999999,0.44458502531051636,trw=0,0.1,0.0,1,1.0,0.0,1.7708808183670044,0.002486433135345578
3,2,0.222,0.3111999999999999,0.3648962676525116,trw=0,0.1,0.0,1,1.0,0.0,1.4521223306655884,0.002487531630322337
3,3,0.333,0.2668,0.3142704665660858,trw=0,0.1,0.0,1,1.0,0.0,1.249632477760315,0.002483116928488016
3,4,0.444,0.22239999999999996,0.282612681388855,trw=0,0.1,0.0,1,1.0,0.0,1.1230725049972534,0.0024594352580606937
3,5,0.555,0.17799999999999994,0.2625340521335602,trw=0,0.1,0.0,1,1.0,0.0,1.0428112745285034,0.0024416414089500904
3,6,0.666,0.13359999999999997,0.2517540752887726,trw=0,0.1,0.0,1,1.0,0.0,0.9998834133148193,0.002377632772549987
3,7,0.777,0.08919999999999997,0.24651412665843964,trw=0,0.1,0.0,1,1.0,0.0,0.9792999625205994,0.002252183621749282
3,8,0.888,0.044799999999999986,0.24482831358909607,trw=0,0.1,0.0,1,1.0,0.0,0.9737920761108398,0.0018403857247903943
3,9,0.999,0.0004000000000000003,0.24482831358909607,trw=0,0.1,0.0,1,1.0,0.0,0.9737920761108398,0.0018403857247903943
