task,image,stage,step,tau,T,sigma_tau,s_k,e_k,resolution,mse_wls,mse_model
random_inpainting,crane_structure,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.1296610832214355,0.0665334016084671
random_inpainting,ibex_horns,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.182264804840088,0.13026165962219238
random_inpainting,junco,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.0956265926361084,0.045492708683013916
random_inpainting,lakeside_beach,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.0791702270507812,0.022070562466979027
random_inpainting,sea_anemone,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.1217297315597534,0.06527683883905411
random_inpainting,shetland_sheepdog,1,1,0.111,202.861,0.8175000000000001,0.14285714285714285,0.5,64,1.0960419178009033,0.06663930416107178
random_inpainting,breastplate_armor,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.1012091636657715,0.03175896406173706
random_inpainting,crane_structure,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.1145422458648682,0.05907510966062546
random_inpainting,ibex_horns,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.159517526626587,0.11451241374015808
random_inpainting,junco,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.0879496335983276,0.043075934052467346
random_inpainting,lakeside_beach,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.0719765424728394,0.01783955655992031
random_inpainting,sea_anemone,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.1084694862365723,0.05708281323313713
random_inpainting,shetland_sheepdog,1,2,0.222,230.722,0.7778571428571429,0.14285714285714285,0.5,64,1.0808088779449463,0.05405095964670181
random_inpainting,breastplate_armor,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.096204400062561,0.027837282046675682
random_inpainting,crane_structure,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.1017494201660156,0.05153101682662964
random_inpainting,ibex_horns,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.141448974609375,0.10067585110664368
random_inpainting,junco,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.081911325454712,0.0393955372273922
random_inpainting,lakeside_beach,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.0683212280273438,0.015385184437036514
random_inpainting,sea_anemone,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.1002395153045654,0.04986264556646347
random_inpainting,shetland_sheepdog,1,3,0.333,258.583,0.7382142857142858,0.14285714285714285,0.5,64,1.070206642150879,0.0436747670173645
random_inpainting,breastplate_armor,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0910944938659668,0.024435702711343765
random_inpainting,crane_structure,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0910464525222778,0.04647291824221611
random_inpainting,ibex_horns,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.1243703365325928,0.08869161456823349
random_inpainting,junco,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0753757953643799,0.03503281623125076
random_inpainting,lakeside_beach,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0638997554779053,0.013506190851330757
random_inpainting,sea_anemone,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0919561386108398,0.04199710488319397
random_inpainting,shetland_sheepdog,1,4,0.444,286.444,0.6985714285714286,0.14285714285714285,0.5,64,1.0603644847869873,0.035949379205703735
random_inpainting,breastplate_armor,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.086190938949585,0.021451150998473167
random_inpainting,crane_structure,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.0817763805389404,0.04196258634328842
random_inpainting,ibex_horns,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.109100103378296,0.07704427093267441
random_inpainting,junco,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.0679783821105957,0.029188930988311768
random_inpainting,lakeside_beach,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.0594526529312134,0.011961575597524643
random_inpainting,sea_anemone,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.0839755535125732,0.03527429699897766
random_inpainting,shetland_sheepdog,1,5,0.555,314.30500000000006,0.6589285714285714,0.14285714285714285,0.5,64,1.0519790649414062,0.02967049740254879
random_inpainting,breastplate_armor,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.0817580223083496,0.019032035022974014
random_inpainting,crane_structure,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.0732406377792358,0.03850317373871803
random_inpainting,ibex_horns,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.095056176185608,0.06419975310564041
random_inpainting,junco,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.0600370168685913,0.02438092604279518
random_inpainting,lakeside_beach,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.0552833080291748,0.010633870959281921
random_inpainting,sea_anemone,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.075891375541687,0.029291734099388123
random_inpainting,shetland_sheepdog,1,6,0.666,342.16600000000005,0.6192857142857142,0.14285714285714285,0.5,64,1.045446753501892,0.024959631264209747
random_inpainting,breastplate_armor,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.0774831771850586,0.016645243391394615
random_inpainting,crane_structure,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.065467357635498,0.03455371782183647
random_inpainting,ibex_horns,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.079282522201538,0.05072721093893051
random_inpainting,junco,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.0534703731536865,0.02121042273938656
random_inpainting,lakeside_beach,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.0516029596328735,0.00947587750852108
random_inpainting,sea_anemone,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.0676772594451904,0.023842856287956238
random_inpainting,shetland_sheepdog,1,7,0.777,370.02700000000004,0.5796428571428571,0.14285714285714285,0.5,64,1.0402121543884277,0.021492820233106613
random_inpainting,breastplate_armor,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0724656581878662,0.013356922194361687
random_inpainting,crane_structure,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0582298040390015,0.02971784397959709
random_inpainting,ibex_horns,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0656442642211914,0.04167955368757248
random_inpainting,junco,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0477092266082764,0.018151618540287018
random_inpainting,lakeside_beach,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0482202768325806,0.008455267176032066
random_inpainting,sea_anemone,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0600144863128662,0.01987377181649208
random_inpainting,shetland_sheepdog,1,8,0.888,397.88800000000003,0.54,0.14285714285714285,0.5,64,1.0350911617279053,0.01854960434138775
random_inpainting,breastplate_armor,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.067427396774292,0.011396966874599457
random_inpainting,crane_structure,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.0504344701766968,0.025158410891890526
random_inpainting,ibex_horns,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.0525989532470703,0.03513813391327858
random_inpainting,junco,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.0424984693527222,0.013772009871900082
random_inpainting,lakeside_beach,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.0452954769134521,0.007547101937234402
random_inpainting,sea_anemone,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.05266273021698,0.017290262505412102
random_inpainting,shetland_sheepdog,1,9,0.999,425.749,0.5003571428571428,0.14285714285714285,0.5,64,1.0303378105163574,0.016003184020519257
random_inpainting,breastplate_armor,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.13834114372730255,0.019854510203003883
random_inpainting,crane_structure,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.1649666726589203,0.04571788012981415
random_inpainting,ibex_horns,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.1629515290260315,0.046352580189704895
random_inpainting,junco,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.14362937211990356,0.022843440994620323
random_inpainting,lakeside_beach,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.1263940930366516,0.00852771382778883
random_inpainting,sea_anemone,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.13852669298648834,0.020011618733406067
random_inpainting,shetland_sheepdog,2,0,0.0,426.0,0.6666666666666667,0.3333333333333333,0.75,128,0.13627097010612488,0.020644959062337875
random_inpainting,breastplate_armor,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.13592521846294403,0.01800214871764183
random_inpainting,crane_structure,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.15724429488182068,0.04020555317401886
random_inpainting,ibex_horns,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.15532582998275757,0.039630185812711716
random_inpainting,junco,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.13571196794509888,0.015642626211047173
random_inpainting,lakeside_beach,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.12625935673713684,0.007832556031644344
random_inpainting,sea_anemone,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.1369848996400833,0.017138686031103134
random_inpainting,shetland_sheepdog,2,1,0.111,458.523,0.6204166666666668,0.3333333333333333,0.75,128,0.133995920419693,0.017165889963507652
random_inpainting,breastplate_armor,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.13397543132305145,0.016539661213755608
random_inpainting,crane_structure,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.15138950943946838,0.03439756855368614
random_inpainting,ibex_horns,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.14974910020828247,0.03428129851818085
random_inpainting,junco,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.13225093483924866,0.012854047119617462
random_inpainting,lakeside_beach,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.12558093667030334,0.007099456619471312
random_inpainting,sea_anemone,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.13458150625228882,0.01485985703766346
random_inpainting,shetland_sheepdog,2,2,0.222,491.046,0.5741666666666667,0.3333333333333333,0.75,128,0.13126742839813232,0.01441871002316475
random_inpainting,breastplate_armor,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.1320287436246872,0.015165600925683975
random_inpainting,crane_structure,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.14498135447502136,0.028408503159880638
random_inpainting,ibex_horns,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.14429353177547455,0.029236286878585815
random_inpainting,junco,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.1302201896905899,0.010563666000962257
random_inpainting,lakeside_beach,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.12479148805141449,0.006312207784503698
random_inpainting,sea_anemone,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.13248074054718018,0.012901045382022858
random_inpainting,shetland_sheepdog,2,3,0.333,523.569,0.5279166666666668,0.3333333333333333,0.75,128,0.12888231873512268,0.012262774631381035
random_inpainting,breastplate_armor,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.12950138747692108,0.012401465326547623
random_inpainting,crane_structure,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.13834363222122192,0.021928664296865463
random_inpainting,ibex_horns,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.13966378569602966,0.02520909160375595
random_inpainting,junco,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.12807443737983704,0.008797843009233475
random_inpainting,lakeside_beach,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.12366779893636703,0.005491900257766247
random_inpainting,sea_anemone,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.1299896240234375,0.011066917330026627
random_inpainting,shetland_sheepdog,2,4,0.444,556.092,0.48166666666666674,0.3333333333333333,0.75,128,0.12684231996536255,0.010814632289111614
random_inpainting,breastplate_armor,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.12740039825439453,0.010487483814358711
random_inpainting,crane_structure,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.13315963745117188,0.016833966597914696
random_inpainting,ibex_horns,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.13532373309135437,0.021518811583518982
random_inpainting,junco,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.12641340494155884,0.007505486719310284
random_inpainting,lakeside_beach,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.12268349528312683,0.004720722790807486
random_inpainting,sea_anemone,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.1282472163438797,0.009667802602052689
random_inpainting,shetland_sheepdog,2,5,0.555,588.615,0.4354166666666667,0.3333333333333333,0.75,128,0.12535487115383148,0.009621669538319111
random_inpainting,breastplate_armor,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.1257086545228958,0.00884244404733181
random_inpainting,crane_structure,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.12872397899627686,0.012670177966356277
random_inpainting,ibex_horns,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.13079063594341278,0.0178986769169569
random_inpainting,junco,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.1245313286781311,0.006281034555286169
random_inpainting,lakeside_beach,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.12152393907308578,0.004043685272336006
random_inpainting,sea_anemone,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.12624409794807434,0.008284809067845345
random_inpainting,shetland_sheepdog,2,6,0.666,621.138,0.38916666666666666,0.3333333333333333,0.75,128,0.12367244064807892,0.008525620214641094
random_inpainting,breastplate_armor,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12376312911510468,0.007299130782485008
random_inpainting,crane_structure,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.125180184841156,0.009713965468108654
random_inpainting,ibex_horns,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12650176882743835,0.014715127646923065
random_inpainting,junco,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12282731384038925,0.005263419821858406
random_inpainting,lakeside_beach,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12043580412864685,0.003344861324876547
random_inpainting,sea_anemone,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12436003983020782,0.007117375265806913
random_inpainting,shetland_sheepdog,2,7,0.777,653.6610000000001,0.34291666666666665,0.3333333333333333,0.75,128,0.12172975391149521,0.007436607964336872
random_inpainting,breastplate_armor,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.12183339893817902,0.006105414591729641
random_inpainting,crane_structure,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.12212574481964111,0.007457140367478132
random_inpainting,ibex_horns,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.12222127616405487,0.012066029012203217
random_inpainting,junco,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.12122766673564911,0.004320954903960228
random_inpainting,lakeside_beach,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.11943316459655762,0.002784647513180971
random_inpainting,sea_anemone,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.12233893573284149,0.006000745575875044
random_inpainting,shetland_sheepdog,2,8,0.888,686.184,0.2966666666666667,0.3333333333333333,0.75,128,0.11962303519248962,0.006349228322505951
random_inpainting,breastplate_armor,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11944194883108139,0.004995401948690414
random_inpainting,crane_structure,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11922841519117355,0.005629870109260082
random_inpainting,ibex_horns,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11759116500616074,0.009684829972684383
random_inpainting,junco,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11942699551582336,0.003396144136786461
random_inpainting,lakeside_beach,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11827277392148972,0.002276873216032982
random_inpainting,sea_anemone,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11978992074728012,0.004899537190794945
random_inpainting,shetland_sheepdog,2,9,0.999,718.707,0.2504166666666667,0.3333333333333333,0.75,128,0.11722355335950851,0.005249422043561935
random_inpainting,breastplate_armor,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.010700508020818233,0.01070193387567997
random_inpainting,crane_structure,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.010891497135162354,0.01085508894175291
random_inpainting,ibex_horns,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.018656868487596512,0.018851108849048615
random_inpainting,junco,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.005603477358818054,0.005455455742776394
random_inpainting,lakeside_beach,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.004269257187843323,0.004074672237038612
random_inpainting,sea_anemone,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.00953856110572815,0.009521909058094025
random_inpainting,shetland_sheepdog,3,0,0.0,719.0,0.3999999999999999,0.6000000000000001,1.0,256,0.006742621771991253,0.006563700735569
random_inpainting,breastplate_armor,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.010165566578507423,0.010115689598023891
random_inpainting,crane_structure,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.011517736129462719,0.011583326384425163
random_inpainting,ibex_horns,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.01579064130783081,0.015883885324001312
random_inpainting,junco,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.004726908169686794,0.004571873228996992
random_inpainting,lakeside_beach,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.00437493622303009,0.0042419470846652985
random_inpainting,sea_anemone,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.008140461519360542,0.008068043738603592
random_inpainting,shetland_sheepdog,3,1,0.111,750.1111111111111,0.3555999999999999,0.6000000000000001,1.0,256,0.0058737448416650295,0.005704901181161404
random_inpainting,breastplate_armor,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.009410941042006016,0.009310394525527954
random_inpainting,crane_structure,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.014395113103091717,0.014667630195617676
random_inpainting,ibex_horns,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.014851322397589684,0.014773383736610413
random_inpainting,junco,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.004077888559550047,0.00390934944152832
random_inpainting,lakeside_beach,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.0038299881853163242,0.0036656351294368505
random_inpainting,sea_anemone,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.007181478198617697,0.007062441669404507
random_inpainting,shetland_sheepdog,3,2,0.222,781.2222222222222,0.3111999999999999,0.6000000000000001,1.0,256,0.005051927641034126,0.0048581622540950775
random_inpainting,breastplate_armor,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.007727627642452717,0.007579510100185871
random_inpainting,crane_structure,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.010985996574163437,0.011219351552426815
random_inpainting,ibex_horns,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.013067370280623436,0.012905871495604515
random_inpainting,junco,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.003459521336480975,0.003270086832344532
random_inpainting,lakeside_beach,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.0031375489197671413,0.002934996737167239
random_inpainting,sea_anemone,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.006182241719216108,0.006022922694683075
random_inpainting,shetland_sheepdog,3,3,0.333,812.3333333333334,0.2668,0.6000000000000001,1.0,256,0.004254970699548721,0.0040418049320578575
random_inpainting,breastplate_armor,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.0059327008202672005,0.0057574426755309105
random_inpainting,crane_structure,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.006767944898456335,0.006866791285574436
random_inpainting,ibex_horns,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.010234767571091652,0.010042297653853893
random_inpainting,junco,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.002799650654196739,0.0026003974489867687
random_inpainting,lakeside_beach,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.0025410938542336226,0.0023260002490133047
random_inpainting,sea_anemone,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.005070187617093325,0.0048910826444625854
random_inpainting,shetland_sheepdog,3,4,0.444,843.4444444444445,0.22239999999999996,0.6000000000000001,1.0,256,0.0034949795808643103,0.0032701208256185055
random_inpainting,breastplate_armor,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.0043210675939917564,0.004142323974519968
random_inpainting,crane_structure,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.003899666480720043,0.0039004888385534286
random_inpainting,ibex_horns,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.007421684451401234,0.007233842276036739
random_inpainting,junco,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.002165816957131028,0.0019646096043288708
random_inpainting,lakeside_beach,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.002016633516177535,0.0018014063825830817
random_inpainting,sea_anemone,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.003942066803574562,0.003756188554689288
random_inpainting,shetland_sheepdog,3,5,0.555,874.5555555555555,0.17799999999999994,0.6000000000000001,1.0,256,0.0027634110301733017,0.002536834916099906
random_inpainting,breastplate_armor,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.0029396573081612587,0.0027704271487891674
random_inpainting,crane_structure,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.0021720421500504017,0.0021084777545183897
random_inpainting,ibex_horns,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.0048888870514929295,0.00472019799053669
random_inpainting,junco,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.001574491849169135,0.0013777584536001086
random_inpainting,lakeside_beach,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.001520636840723455,0.001309787854552269
random_inpainting,sea_anemone,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.0028625125996768475,0.0026816637255251408
random_inpainting,shetland_sheepdog,3,6,0.666,905.6666666666667,0.13359999999999997,0.6000000000000001,1.0,256,0.002043724525719881,0.0018178982427343726
random_inpainting,breastplate_armor,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.001763685024343431,0.0016001322073861957
random_inpainting,crane_structure,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0011384068056941032,0.0010299745481461287
random_inpainting,ibex_horns,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0027215606532990932,0.0025801812298595905
random_inpainting,junco,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0010298211127519608,0.0008402550593018532
random_inpainting,lakeside_beach,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0010369288502261043,0.0008355057216249406
random_inpainting,sea_anemone,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0018498788122087717,0.0016828358639031649
random_inpainting,shetland_sheepdog,3,7,0.777,936.7777777777778,0.08919999999999997,0.6000000000000001,1.0,256,0.0013445657677948475,0.0011323943035677075
random_inpainting,breastplate_armor,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.000763596675824374,0.0006168727995827794
random_inpainting,crane_structure,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.0005268134409561753,0.0003874378162436187
random_inpainting,ibex_horns,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.0010248009348288178,0.0009142339113168418
random_inpainting,junco,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.0005431241588667035,0.00036887178430333734
random_inpainting,lakeside_beach,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.00056059705093503,0.0003828970657195896
random_inpainting,sea_anemone,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.0008917833911255002,0.0007508813869208097
random_inpainting,shetland_sheepdog,3,8,0.888,967.8888888888889,0.044799999999999986,0.6000000000000001,1.0,256,0.0006741536781191826,0.0005000687669962645
random_inpainting,breastplate_armor,3,9,0.999,999.0,0.0004000000000000003,0.6000000000000001,1.0,256,1.4799403288634494e-05,1.4395163816516288e-07
random_inpainting,crane_structure,3,9,0.999,999.0,0.0004000000000000003,0.6000000000000001,1.0,256,2.0766812667716295e-05,1.4819531202192593e-07
random_inpainting,ibex_horns,3,9,0.999,999.0,0.0004000000000000003,0.6000000000000001,1.0,256,8.639606676297262e-06,1.631432269277866e-07
random_inpainting,junco,3,9,0.999,999.0,0.0004000000000000003,0.6000000000000001,1.0,256,3.85727544198744e-05,1.2449626751731557e-07
