variant,gstep,stage,step,tau,epsilon,mse_hole,mse_total,mse_vis,mu_hole,mu_new_hole,mu_new_vis,mu_new_vs_x1hat_hole,mu_old_hole,mu_old_vis,mu_old_vs_x1hat_hole,noise_rms_hole,sample_hole,sigma_tau,x0_rms,x0hat_hole,x1hat_hole,x1hat_vis
baseline,10,1,0,0.0,0.0062592724609375,114.23368072509766,28.562355041503906,0.005245542153716087,9.021373748779297,0.1520829200744629,0.004758566617965698,0.06829305738210678,9.021373748779297,0.004758565220981836,8.907929420471191,10.298282324516512,114.23368072509766,0.8571428571428572,0.7836501002311707,0.8595473170280457,0.10626731067895889,0.04791204631328583
baseline,11,1,1,0.111,0.0,122.5149917602539,30.632720947265625,0.005299175623804331,115.3965072631836,88.29044342041016,0.004775207489728928,88.12091827392578,115.3965072631836,0.004774289205670357,115.0186538696289,2.6510118783852326,122.5149917602539,0.8175000000000001,0.7356249690055847,1.1050398349761963,0.2216234803199768,0.044290728867053986
baseline,12,1,2,0.222,0.0,83.2052001953125,20.805255889892578,0.005272453650832176,75.1907730102539,33.52509689331055,0.004764333833009005,33.3400764465332,75.1907730102539,0.004762979689985514,74.58277130126953,2.7894142420609125,83.2052001953125,0.7778571428571429,0.7490929961204529,1.771444320678711,0.22839593887329102,0.03911219909787178
baseline,13,1,3,0.333,0.0,45.360107421875,11.343974113464355,0.005260408390313387,39.29678726196289,8.235642433166504,0.004755028057843447,7.970799922943115,39.29678726196289,0.004755766596645117,38.26649475097656,2.6254708004143037,45.360107421875,0.7382142857142858,0.7715358138084412,2.2035584449768066,0.3914290964603424,0.0374404713511467
baseline,14,1,4,0.444,0.0,27.41910743713379,6.858735084533691,0.005277193151414394,21.5628719329834,2.3552534580230713,0.004756693262606859,1.6951552629470825,21.5628719329834,0.004757583141326904,18.323381423950195,2.300677518983528,27.41910743713379,0.6985714285714286,0.7761551141738892,2.0973308086395264,0.3723468780517578,0.04503161460161209
baseline,15,1,5,0.555,0.0,16.203927993774414,4.054960250854492,0.005303327459841967,12.39553165435791,0.8765430450439453,0.004757464863359928,0.4497474133968353,12.39553165435791,0.004758585710078478,9.894457817077637,1.9879636379692818,16.203927993774414,0.6589285714285714,0.790448009967804,1.977752685546875,0.35816287994384766,0.03770250454545021
baseline,16,1,6,0.666,0.0,9.737651824951172,2.4383764266967773,0.0052843764424324036,7.065258026123047,0.6079131364822388,0.0047544934786856174,0.13009639084339142,7.065258026123047,0.004756237380206585,4.7121429443359375,1.6272998820383886,9.737651824951172,0.6192857142857142,0.7980924248695374,1.5786933898925781,0.4701528251171112,0.03763009235262871
baseline,17,1,7,0.777,0.0,6.621285915374756,1.6593196392059326,0.005330629646778107,4.646928310394287,0.5240728855133057,0.004752271808683872,0.04951551929116249,4.646928310394287,0.004755214788019657,2.6588616371154785,1.3636800625330467,6.621285915374756,0.5796428571428571,0.7994183897972107,1.4149821996688843,0.48605409264564514,0.03772234916687012
baseline,18,1,8,0.888,0.0,4.60989236831665,1.1564511060714722,0.005304079968482256,3.2210800647735596,0.5233914852142334,0.004750109277665615,0.029314875602722168,3.2210800647735596,0.004754315130412579,1.5459537506103516,1.149183744497745,4.60989236831665,0.54,0.7966820001602173,1.2461460828781128,0.5182604193687439,0.03424955531954765
baseline,19,1,9,0.999,0.0,3.276423215866089,0.8230420351028442,0.005248305853456259,2.3276798725128174,0.48220598697662354,0.004745813552290201,0.024346599355340004,2.3276798725128174,0.004752461798489094,1.0109820365905762,0.9476586853650178,3.276423215866089,0.5003571428571428,0.802757978439331,1.1819957494735718,0.4796636998653412,0.031014442443847656
baseline,20,2,0,0.0,0.0015609356689453124,438.0738830566406,109.52458190917969,0.00813993439078331,3.1125423908233643,0.5388561487197876,0.005709626246243715,0.1640433520078659,3.1125423908233643,0.005710599943995476,1.6564496755599976,20.853442362104378,438.0738830566406,0.6666666666666667,0.7922350168228149,0.8673031330108643,0.6416996717453003,0.017290763556957245
baseline,21,2,1,0.111,0.0,365.222412109375,91.3116683959961,0.008083046413958073,364.6925048828125,316.3660583496094,0.005716038402169943,310.7677917480469,364.6925048828125,0.0057089985348284245,358.1876525878906,0.9728938352586554,365.222412109375,0.6204166666666668,0.8104177117347717,4.686481952667236,0.18667089939117432,0.018963990733027458
baseline,22,2,2,0.222,0.0,184.8916778564453,46.22910690307617,0.008253788575530052,185.0172576904297,52.5913200378418,0.006131654605269432,40.514404296875,185.0172576904297,0.005705322604626417,159.2912139892578,1.1074132094809497,184.8916778564453,0.5741666666666667,0.8149843811988831,10.88053035736084,1.1498314142227173,0.016899019479751587
baseline,23,2,3,0.333,0.0,81.48941802978516,20.378520965576172,0.008218053728342056,81.06116485595703,5.518232822418213,0.006325779482722282,1.6840521097183228,81.06116485595703,0.00571087934076786,60.082027435302734,1.140847537135965,81.48941802978516,0.5279166666666668,0.7883729934692383,12.934674263000488,1.740669846534729,0.01534065417945385
baseline,24,2,4,0.444,0.0,37.94419479370117,9.492170333862305,0.008161081932485104,36.75679016113281,1.9047412872314453,0.005811664741486311,0.08028551936149597,36.75679016113281,0.005708605516701937,23.689985275268555,1.088902384783568,37.94419479370117,0.48166666666666674,0.7988218069076538,11.969805717468262,1.5886749029159546,0.012891322374343872
baseline,25,2,5,0.555,0.0,18.6389217376709,4.665884017944336,0.008204979822039604,17.740768432617188,1.3427520990371704,0.005664753261953592,0.018413202837109566,17.740768432617188,0.0056906528770923615,9.894733428955078,0.9272545467109934,18.6389217376709,0.4354166666666667,0.8046942949295044,10.027970314025879,1.295419454574585,0.010294593870639801
baseline,26,2,6,0.666,0.0,9.702506065368652,2.431736469268799,0.008146541193127632,9.164997100830078,1.014466643333435,0.005586887709796429,0.012298911809921265,9.164997100830078,0.00566109037026763,4.503114223480225,0.7185610232497714,9.702506065368652,0.38916666666666666,0.809048056602478,8.384476661682129,1.0058883428573608,0.008307627402245998
baseline,27,2,7,0.777,0.0,5.254365921020508,1.3196594715118408,0.008090328425168991,4.931697368621826,0.7972462773323059,0.0055087837390601635,0.009431439451873302,4.931697368621826,0.005626766011118889,2.1275856494903564,0.5569867580456048,5.254365921020508,0.34291666666666665,0.8142265677452087,6.99786376953125,0.7976825833320618,0.007265943568199873
baseline,28,2,8,0.888,0.0,3.0721817016601562,0.7741219401359558,0.008102021180093288,2.866422414779663,0.7739973664283752,0.005416665691882372,0.006385524291545153,2.866422414779663,0.0055917734280228615,0.8863884806632996,0.4324973566878583,3.0721817016601562,0.2966666666666667,0.8149493336677551,5.316561222076416,0.7771723866462708,0.004928277805447578
baseline,29,2,9,0.999,0.0,1.9925941228866577,0.5041653513908386,0.008022447116672993,1.8815913200378418,0.8047430515289307,0.005310299340635538,0.0037097588647156954,1.8815913200378418,0.005561860278248787,0.3560267388820648,0.3311346064513684,1.9925941228866577,0.2504166666666667,0.8208682537078857,4.088272571563721,0.808103084564209,0.004237670451402664
baseline,30,3,0,0.0,0.00040225,2.389460802078247,0.6010982990264893,0.004977397620677948,1.935011386871338,0.8254163861274719,0.002469768049195409,2.381498553916117e-08,1.935011386871338,0.0024915304966270924,0.6938023567199707,0.6653825094317757,2.389460802078247,0.3999999999999999,0.8409728407859802,1.5750986337661743,0.825683057308197,0.005185237154364586
baseline,31,3,1,0.111,0.0,1.8585649728775024,0.4683760404586792,0.0049797240644693375,1.5628061294555664,0.8505403399467468,0.00245724618434906,1.2117677907375491e-14,1.5628061294555664,0.0024897402618080378,0.45429620146751404,0.5478429402643558,1.8585649728775024,0.3555999999999999,0.8108472228050232,1.4900234937667847,0.8505403399467468,0.004522671923041344
baseline,32,3,2,0.222,0.0,1.5459651947021484,0.3902176320552826,0.004968421068042517,1.3383475542068481,0.8631246089935303,0.0024375307839363813,9.387619567607312e-15,1.3383475542068481,0.0024886031169444323,0.29503825306892395,0.45331709177302165,1.5459651947021484,0.3111999999999999,0.8100144267082214,1.4135669469833374,0.863124668598175,0.004104547202587128
baseline,33,3,3,0.333,0.0,1.3329356908798218,0.3369373083114624,0.004937820136547089,1.2040678262710571,0.8887267112731934,0.002405882813036442,9.14133965599544e-15,1.2040678262710571,0.0024833478964865208,0.18758821487426758,0.36457965939805076,1.3329356908798218,0.2668,0.8119401335716248,1.3593238592147827,0.8887267112731934,0.0035682162269949913
baseline,34,3,4,0.444,0.0,1.201124906539917,0.3039367198944092,0.004873978439718485,1.1219369173049927,0.9225146770477295,0.0023518286179751158,7.513604911586324e-15,1.1219369173049927,0.002472823951393366,0.1138845905661583,0.2868952049669729,1.201124906539917,0.22239999999999996,0.8124503493309021,1.3127000331878662,0.9225146770477295,0.002943888306617737
baseline,35,3,5,0.555,0.0,1.1209399700164795,0.2838689386844635,0.004845247603952885,1.075562834739685,0.9546782374382019,0.00225199107080698,8.1259580634414e-15,1.075562834739685,0.002454672008752823,0.0646190196275711,0.21532686707408993,1.1209399700164795,0.17799999999999994,0.8170343637466431,1.2674466371536255,0.9546782374382019,0.0022884851787239313
baseline,36,3,6,0.666,0.0,1.07442045211792,0.2721201181411743,0.0046866899356245995,1.051239013671875,0.9870662689208984,0.002048538066446781,6.906281864888517e-15,1.051239013671875,0.002423857571557164,0.032252583652734756,0.15440057939316632,1.07442045211792,0.13359999999999997,0.8280317187309265,1.1997814178466797,0.9870662689208984,0.0016708639450371265
baseline,37,3,7,0.777,0.0,1.0542300939559937,0.2668225169181824,0.00435327785089612,1.043391227722168,1.0161333084106445,0.0016085341339930892,7.068185012976125e-15,1.043391227722168,0.0023527112789452076,0.012693437747657299,0.09849802098155984,1.0542300939559937,0.08919999999999997,0.8587435483932495,1.0912419557571411,1.0161333084106445,0.0010360570158809423
baseline,38,3,8,0.888,0.0,1.0468701124191284,0.264434278011322,0.003622272051870823,1.04473078250885,1.0391383171081543,0.0012019576970487833,7.760992742293204e-15,1.04473078250885,0.002453081775456667,0.002408393891528249,0.046907862925420575,1.0468701124191284,0.044799999999999986,0.9324907064437866,0.775374710559845,1.0391383171081543,0.0010348879732191563
baseline,39,3,9,0.999,,1.0468701124191284,0.264434278011322,0.003622272051870823,,,,,,,,,,0.0004000000000000003,,,,
modified,0,0,0,0.0,0.024870171875,31.66208839416504,7.92151403427124,0.007989153265953064,0.08571145683526993,0.08571145683526993,0.007902856916189194,0.08190884441137314,0.08571141958236694,0.007902856916189194,0.08190886676311493,5.615725861642909,31.66208839416504,1.0,0.7606925964355469,0.6707716584205627,0.07288231700658798,0.036960117518901825
modified,1,0,1,0.111,0.0,31.65482521057129,7.919703483581543,0.007996119558811188,31.654325485229492,31.654325485229492,0.00790313258767128,31.66658592224121,31.65470314025879,0.007903140969574451,31.666963577270508,0.021787479713597582,31.65482521057129,0.9722500000000001,0.7314234972000122,0.6224495768547058,0.06812485307455063,0.03637322038412094
modified,2,0,2,0.222,0.0,26.56822395324707,6.648017883300781,0.007949287071824074,27.039220809936523,27.039220809936523,0.007903077639639378,27.017911911010742,26.95464515686035,0.00790525134652853,26.93355369567871,0.13504247286470686,26.56822395324707,0.9445,0.7272254824638367,0.6655692458152771,0.06706957519054413,0.05072170868515968
modified,3,0,3,0.333,0.0,10.315512657165527,2.584902763366699,0.008032914251089096,11.114169120788574,11.114169120788574,0.00790311023592949,11.150787353515625,11.106407165527344,0.00789663102477789,11.141919136047363,0.4687525590190972,10.315512657165527,0.9167500000000001,0.7479491233825684,0.6650908589363098,0.07611053436994553,0.06243812292814255
modified,4,0,4,0.444,0.0,4.410557746887207,1.1086028814315796,0.007951168343424797,4.449131011962891,4.449131011962891,0.007904037833213806,4.397899150848389,4.816293239593506,0.007910223677754402,4.792620658874512,0.9789317877407424,4.410557746887207,0.889,0.7465157508850098,0.6173804402351379,0.0674680694937706,0.053226929157972336
modified,5,0,5,0.555,0.0,5.0611114501953125,1.2712920904159546,0.00801900401711464,4.415924549102783,4.415924549102783,0.00790039449930191,4.380760669708252,4.555757522583008,0.00789750088006258,4.466200351715088,1.3843699590793566,5.0611114501953125,0.86125,0.7365699410438538,0.6240952014923096,0.10908979922533035,0.08370140939950943
modified,6,0,6,0.666,0.0,6.914058208465576,1.7345733642578125,0.008078217506408691,2.90210223197937,2.90210223197937,0.007900502532720566,2.8645246028900146,4.341111660003662,0.0079005416482687,4.275675296783447,2.3697033093647106,6.914058208465576,0.8335,0.7408024072647095,0.5937057137489319,0.06373608857393265,0.050414279103279114
modified,7,0,7,0.777,0.0,6.740469455718994,1.6911392211914062,0.008029173128306866,1.089056372642517,1.089056372642517,0.007894719950854778,1.0268206596374512,4.861814022064209,0.007894007489085197,4.744621753692627,2.5033723020843337,6.740469455718994,0.80575,0.7886592745780945,0.6100718379020691,0.07204975932836533,0.050953928381204605
modified,8,0,8,0.888,0.0,6.670144557952881,1.6736035346984863,0.008089966140687466,0.19922851026058197,0.19922851026058197,0.007902238517999649,0.16004274785518646,4.366621494293213,0.007902635261416435,4.289736270904541,2.5110990195794374,6.670144557952881,0.778,0.808212161064148,0.5743350386619568,0.07212834805250168,0.0316915437579155
modified,9,0,9,0.999,0.0,5.439505100250244,1.3658676147460938,0.007988491095602512,0.10048820823431015,0.10048820823431015,0.007905431091785431,0.07792482525110245,3.508160352706909,0.007906105369329453,3.5078346729278564,2.312947307317969,5.439505100250244,0.75025,0.8310880661010742,0.5601680278778076,0.06332305073738098,0.03536317124962807
modified,10,1,0,0.0,0.0062592724609375,106.046630859375,26.515594482421875,0.005245530977845192,0.13092590868473053,0.13092590868473053,0.004758558701723814,0.051383137702941895,4.6864166259765625,0.004758570808917284,4.614564418792725,10.298131932601637,106.046630859375,0.8571428571428572,0.8049813508987427,0.6868412494659424,0.09894860535860062,0.04479999840259552
modified,11,1,1,0.111,0.0,24.00844383239746,6.006085395812988,0.005298770498484373,17.45278549194336,17.45278549194336,0.004773642402142286,17.358171463012695,25.462982177734375,0.004775469657033682,25.350378036499023,2.619387939974571,24.00844383239746,0.8175000000000001,0.7772375345230103,0.7584607005119324,0.09985119104385376,0.04374388977885246
modified,12,1,2,0.222,0.0,10.428804397583008,2.6111552715301514,0.005272111855447292,3.270688772201538,3.270688772201538,0.004762438125908375,3.1996562480926514,7.5819172859191895,0.004763586446642876,7.506120681762695,2.7331229694951222,10.428804397583008,0.7778571428571429,0.8077435493469238,0.6771205067634583,0.07362120598554611,0.04024292156100273
modified,13,1,3,0.333,0.0,7.956943035125732,1.9931806325912476,0.005259851459413767,1.408646583557129,1.408646583557129,0.0047552576288580894,1.3510757684707642,5.002704620361328,0.0047556450590491295,4.894700527191162,2.60401402343982,7.956943035125732,0.7382142857142858,0.8266956210136414,0.6438106298446655,0.0765121802687645,0.038241855800151825
modified,14,1,4,0.444,0.0,5.64142370223999,1.4143130779266357,0.005276135168969631,0.524459183216095,0.524459183216095,0.004756566137075424,0.4719521701335907,3.4548957347869873,0.004757559858262539,3.3804023265838623,2.281095003061991,5.64142370223999,0.6985714285714286,0.8350962400436401,0.6379501223564148,0.06933107227087021,0.03698940575122833
modified,15,1,5,0.555,0.0,4.1369524002075195,1.0382148027420044,0.005302136763930321,0.22175411880016327,0.22175411880016327,0.004757273476570845,0.16944225132465363,2.3103702068328857,0.004758594091981649,2.2573206424713135,1.9826715321552748,4.1369524002075195,0.6589285714285714,0.8497496843338013,0.6166293621063232,0.06791923195123672,0.0366046242415905
modified,16,1,6,0.666,0.0,2.765446424484253,0.6953234076499939,0.005282295867800713,0.11088354140520096,0.11088354140520096,0.0047544133849442005,0.06510891765356064,1.547479271888733,0.004756205715239048,1.5097712278366089,1.624383295851891,2.765446424484253,0.6192857142857142,0.8523091077804565,0.6128553748130798,0.0660308375954628,0.037790846079587936
modified,17,1,7,0.777,0.0,1.9046043157577515,0.480146586894989,0.005327383056282997,0.07956568151712418,0.07956568151712418,0.004752127453684807,0.03349420428276062,1.1328904628753662,0.004755103960633278,1.0922092199325562,1.3629309086573984,1.9046043157577515,0.5796428571428571,0.8575403094291687,0.6285457611083984,0.06457195430994034,0.037481773644685745
modified,18,1,8,0.888,0.0,1.3872507810592651,0.3507877290248871,0.005299984477460384,0.07283271104097366,0.07283271104097366,0.004749645944684744,0.025544842705130577,0.7601436972618103,0.004754053894430399,0.7306713461875916,1.1493203538990058,1.3872507810592651,0.54,0.8559526205062866,0.5989939570426941,0.0640789344906807,0.03367166221141815
modified,19,1,9,0.999,0.0,0.9729079604148865,0.24715755879878998,0.005240743048489094,0.07226061075925827,0.07226061075925827,0.004745216108858585,0.025109143927693367,0.5330876111984253,0.0047519272193312645,0.5271189212799072,0.947656075146589,0.9729079604148865,0.5003571428571428,0.8600151538848877,0.5951939225196838,0.0663919672369957,0.0317397266626358
modified,20,2,0,0.0,0.001560935546875,435.0321044921875,108.76414489746094,0.008140120655298233,0.11750926822423935,0.11750926822423935,0.005709975492209196,0.036910176277160645,1.0192651748657227,0.005711247678846121,0.9843600392341614,20.851842038684495,435.0321044921875,0.6666666666666667,0.8200171589851379,0.7392184138298035,0.08461049944162369,0.015351342037320137
modified,21,2,1,0.111,0.0,94.35812377929688,23.59558868408203,0.00807882845401764,92.9032211303711,92.9032211303711,0.005708600860089064,92.49234008789062,110.38391876220703,0.005708115175366402,109.91410064697266,1.0510900674695611,94.35812377929688,0.6204166666666668,0.8124271035194397,3.3621113300323486,0.100129634141922,0.021160442382097244
modified,22,2,2,0.222,0.0,2.3113410472869873,0.5840232372283936,0.008250612765550613,1.3527852296829224,1.3527852296829224,0.005698027554899454,1.1878050565719604,6.0194525718688965,0.005712639074772596,5.735233306884766,1.0397041462103696,2.3113410472869873,0.5741666666666667,0.9883047342300415,2.606233596801758,0.1355588287115097,0.01384427398443222
modified,23,2,3,0.333,0.0,1.57943594455719,0.40101414918899536,0.00820681732147932,0.4451313018798828,0.4451313018798828,0.005688478238880634,0.38356366753578186,1.6841129064559937,0.0057303206995129585,1.6730927228927612,1.1032675135035175,1.57943594455719,0.5279166666666668,0.8694531321525574,1.0468116998672485,0.0711708515882492,0.01265944354236126
modified,24,2,4,0.444,0.0,1.2964072227478027,0.3301999568939209,0.008130837231874466,0.15563714504241943,0.15563714504241943,0.005675424821674824,0.09263426810503006,0.8477514386177063,0.005714805796742439,0.8181293606758118,1.0750913093290149,1.2964072227478027,0.48166666666666674,0.8559314608573914,0.6832095980644226,0.06668628752231598,0.01101669855415821
modified,25,2,5,0.555,0.0,0.9490261673927307,0.24336688220500946,0.008147128857672215,0.08416127413511276,0.08416127413511276,0.005636189598590136,0.020620180293917656,0.5455896258354187,0.005683791358023882,0.5127819180488586,0.9257344745134557,0.9490261673927307,0.4354166666666667,0.8604477047920227,0.6369872093200684,0.06757336109876633,0.00953429751098156
modified,26,2,6,0.666,0.0,0.592047393321991,0.1540638655424118,0.008069336414337158,0.07448101043701172,0.07448101043701172,0.005575110670179129,0.012066262774169445,0.3628588914871216,0.005652644671499729,0.3213714361190796,0.7183758549669395,0.592047393321991,0.38916666666666666,0.8693922162055969,0.6510424017906189,0.06598462909460068,0.008589059114456177
modified,27,2,7,0.777,0.0,0.3785354197025299,0.10059551894664764,0.007948880083858967,0.07161665707826614,0.07161665707826614,0.005488049704581499,0.00935409963130951,0.24253077805042267,0.005612698849290609,0.19576318562030792,0.5570059397379036,0.3785354197025299,0.34291666666666665,0.8751351237297058,0.6482720971107483,0.06551942974328995,0.007507490459829569
modified,28,2,8,0.888,0.0,0.2569560110569,0.07014822959899902,0.00787895917892456,0.06913680583238602,0.06913680583238602,0.005378017667680979,0.006916393991559744,0.1721879094839096,0.005563637241721153,0.12091869115829468,0.4324911205118926,0.2569560110569,0.2966666666666667,0.879010021686554,0.650926411151886,0.06478183716535568,0.0051741101779043674
modified,29,2,9,0.999,0.0,0.17845754325389862,0.05040821433067322,0.0077251046895980835,0.06860487908124924,0.06860487908124924,0.005259772762656212,0.0035693675745278597,0.12760452926158905,0.005516719538718462,0.06963759660720825,0.33113461770144664,0.17845754325389862,0.2504166666666667,0.8892671465873718,0.6318604350090027,0.06543523073196411,0.004262492526322603
modified,30,3,0,0.0,0.00040225,0.5326650738716125,0.1368829607963562,0.004955584648996592,0.09113690257072449,0.09113690257072449,0.002469488186761737,9.19390785725227e-10,0.4104350805282593,0.0024912431836128235,0.2987077236175537,0.6653825094317757,0.5326650738716125,0.3999999999999999,0.9185212254524231,0.7224336266517639,0.09114418178796768,0.006190870422869921
modified,31,3,1,0.111,0.0,0.3813471496105194,0.09904669970273972,0.0049465554766356945,0.08202508091926575,0.08202508091926575,0.0024566911160945892,2.203866649857231e-15,0.27010396122932434,0.002489171689376235,0.1900206059217453,0.547842885864962,0.3813471496105194,0.3555999999999999,0.8841581344604492,0.6683114171028137,0.08202508091926575,0.00484954658895731
modified,32,3,2,0.222,0.0,0.28395307064056396,0.07467376440763474,0.004913985263556242,0.07777125388383865,0.07777125388383865,0.0024366634897887707,1.551960553376286e-15,0.1933099776506424,0.002487635938450694,0.12607961893081665,0.45331709177302165,0.28395307064056396,0.3111999999999999,0.8835225701332092,0.6471337080001831,0.07777125388383865,0.004340481013059616
modified,33,3,3,0.333,0.0,0.2098228931427002,0.05609991401433945,0.004858913831412792,0.07750006765127182,0.07750006765127182,0.002404585015028715,1.5661657194182142e-15,0.1490360051393509,0.0024816575460135937,0.0805228054523468,0.36457963896196605,0.2098228931427002,0.2668,0.887112557888031,0.6293941140174866,0.07750006765127182,0.0037326738238334656
modified,34,3,4,0.444,0.0,0.1625269204378128,0.04419595003128052,0.004752295091748238,0.08080777525901794,0.08080777525901794,0.002350294031202793,6.672540158478377e-16,0.12252920120954514,0.002469587605446577,0.051054950803518295,0.2868951660124297,0.1625269204378128,0.22239999999999996,0.8928757309913635,0.6325106024742126,0.08080778270959854,0.0032074949704110622
modified,35,3,5,0.555,0.0,0.13102521002292633,0.03623666241765022,0.004640480037778616,0.08477234840393066,0.08477234840393066,0.002249846700578928,4.2231313097667743e-16,0.10531685501337051,0.0024473825469613075,0.03027668595314026,0.21532684977345998,0.13102521002292633,0.17799999999999994,0.9046724438667297,0.6338418126106262,0.08477234840393066,0.0025153644382953644
modified,36,3,6,0.666,0.0,0.11409235745668411,0.0317520909011364,0.004305332899093628,0.09010545164346695,0.09010545164346695,0.0020454537589102983,3.3830771199044613e-16,0.09809839725494385,0.0024022178258746862,0.016390837728977203,0.1544005914568845,0.11409235745668411,0.13359999999999997,0.9336987733840942,0.6465346217155457,0.09010545164346695,0.0018062570597976446
modified,37,3,7,0.777,0.0,0.10344827175140381,0.0285659059882164,0.003605121513828635,0.093952476978302,0.093952476978302,0.001599806360900402,2.5813689056577386e-16,0.09549539536237717,0.0022610286250710487,0.007041867356747389,0.09849802098155984,0.10344827175140381,0.08919999999999997,0.9959819316864014,0.6407354474067688,0.093952476978302,0.0011289414251223207
modified,38,3,8,0.888,0.0,0.0984269306063652,0.026067156344652176,0.0019472289131954312,0.09621265530586243,0.09621265530586243,0.0007797859143465757,2.3433272364908626e-16,0.09623102098703384,0.0017609476344659925,0.0018074959516525269,0.046907862925420575,0.0984269306063652,0.044799999999999986,1.118604063987732,0.5993453860282898,0.09621265530586243,0.0006394628435373306
modified,39,3,9,0.999,,0.0984269306063652,0.026067156344652176,0.0019472289131954312,,,,,,,,,,0.0004000000000000003,,,,
