variant,trw,pre_hole,pre_obs,post_hole,post_obs
trw=0,0.0,0.9691237807273865,0.0018296907655894756,0.9691237807273865,0.0018296907655894756
trw=1,1.0,0.9691237807273865,0.0018296907655894756,0.9691237807273865,0.0
