stage,step,tau,sigma_tau,mse_x1,variant,h0,anchor,x0_steps,gamma2_scale,trw,mse_hole,mse_obs
0,0,0.0,1.0,8.978530883789062,trw=0,0.1,0.0,1,1.0,0.0,35.89073181152344,0.007795699872076511
0,1,0.111,0.9722500000000001,8.95164680480957,trw=0,0.1,0.0,1,1.0,0.0,35.783180236816406,0.007802869658917189
0,2,0.222,0.9445,8.852080345153809,trw=0,0.1,0.0,1,1.0,0.0,35.38471603393555,0.007867204025387764
0,3,0.333,0.9167500000000001,8.562341690063477,trw=0,0.1,0.0,1,1.0,0.0,34.22593307495117,0.007810721639543772
0,4,0.444,0.889,8.003717422485352,trw=0,0.1,0.0,1,1.0,0.0,31.9914608001709,0.007803225889801979
0,5,0.555,0.86125,7.046956539154053,trw=0,0.1,0.0,1,1.0,0.0,28.164169311523438,0.007884692400693893
0,6,0.666,0.8335,5.808183670043945,trw=0,0.1,0.0,1,1.0,0.0,23.209314346313477,0.007806483190506697
0,7,0.777,0.80575,4.399128437042236,trw=0,0.1,0.0,1,1.0,0.0,17.57291603088379,0.007865816354751587
0,8,0.888,0.778,3.244702100753784,trw=0,0.1,0.0,1,1.0,0.0,12.955430030822754,0.0077925920486450195
0,9,0.999,0.75025,2.4333107471466064,trw=0,0.1,0.0,1,1.0,0.0,9.709942817687988,0.007766627706587315
1,0,0.0,0.8571428571428572,8.011099815368652,trw=0,0.1,0.0,1,1.0,0.0,32.02888870239258,0.005170282442122698
1,1,0.111,0.8175000000000001,7.4657182693481445,trw=0,0.1,0.0,1,1.0,0.0,29.847280502319336,0.005196606740355492
1,2,0.222,0.7778571428571429,6.528533935546875,trw=0,0.1,0.0,1,1.0,0.0,26.098623275756836,0.0051713669672608376
1,3,0.333,0.7382142857142858,5.199124813079834,trw=0,0.1,0.0,1,1.0,0.0,20.780920028686523,0.0051930430345237255
1,4,0.444,0.6985714285714286,3.723068952560425,trw=0,0.1,0.0,1,1.0,0.0,14.87650203704834,0.005258629564195871
1,5,0.555,0.6589285714285714,2.4682393074035645,trw=0,0.1,0.0,1,1.0,0.0,9.857571601867676,0.005128324497491121
1,6,0.666,0.6192857142857142,1.6345252990722656,trw=0,0.1,0.0,1,1.0,0.0,6.522392272949219,0.005236133933067322
1,7,0.777,0.5796428571428571,1.1359739303588867,trw=0,0.1,0.0,1,1.0,0.0,4.528543949127197,0.005117158871144056
1,8,0.888,0.54,0.8551218509674072,trw=0,0.1,0.0,1,1.0,0.0,3.404757261276245,0.005243403371423483
1,9,0.999,0.5003571428571428,0.698720395565033,trw=0,0.1,0.0,1,1.0,0.0,2.7790286540985107,0.005284391343593597
2,0,0.0,0.6666666666666667,104.61193084716797,trw=0,0.1,0.0,1,1.0,0.0,418.42919921875,0.006187025457620621
2,1,0.111,0.6204166666666668,87.53622436523438,trw=0,0.1,0.0,1,1.0,0.0,350.1261291503906,0.006257953122258186
2,2,0.222,0.5741666666666667,43.944847106933594,trw=0,0.1,0.0,1,1.0,0.0,175.76080322265625,0.006196985021233559
2,3,0.333,0.5279166666666668,19.340530395507812,trw=0,0.1,0.0,1,1.0,0.0,77.34355926513672,0.006183192599564791
2,4,0.444,0.48166666666666674,8.979475975036621,trw=0,0.1,0.0,1,1.0,0.0,35.89938735961914,0.006171348504722118
2,5,0.555,0.4354166666666667,4.391384124755859,trw=0,0.1,0.0,1,1.0,0.0,17.546926498413086,0.0062027545645833015
2,6,0.666,0.38916666666666666,2.2898261547088623,trw=0,0.1,0.0,1,1.0,0.0,9.14070987701416,0.006198026239871979
2,7,0.777,0.34291666666666665,1.2573550939559937,trw=0,0.1,0.0,1,1.0,0.0,5.011134624481201,0.006095229648053646
2,8,0.888,0.2966666666666667,0.7297410368919373,trw=0,0.1,0.0,1,1.0,0.0,2.9005422592163086,0.00614057807251811
2,9,0.999,0.2504166666666667,0.47826075553894043,trw=0,0.1,0.0,1,1.0,0.0,1.8947948217391968,0.006082771345973015
3,0,0.0,0.3999999999999999,0.5762391090393066,trw=0,0.1,0.0,1,1.0,0.0,2.297471284866333,0.0024950571823865175
3,1,0.111,0.3555999999999999,0.4526042938232422,trw=0,0.1,0.0,1,1.0,0.0,1.8029333353042603,0.002494586631655693
3,2,0.222,0.3111999999999999,0.37627118825912476,trw=0,0.1,0.0,1,1.0,0.0,1.4976118803024292,0.0024909558705985546
3,3,0.333,0.2668,0.32748663425445557,trw=0,0.1,0.0,1,1.0,0.0,1.3025280237197876,0.0024728027638047934
3,4,0.444,0.22239999999999996,0.29446524381637573,trw=0,0.1,0.0,1,1.0,0.0,1.1705340147018433,0.002442259807139635
3,5,0.555,0.17799999999999994,0.2755173146724701,trw=0,0.1,0.0,1,1.0,0.0,1.0947195291519165,0.0024499003775417805
3,6,0.666,0.13359999999999997,0.2638770043849945,trw=0,0.1,0.0,1,1.0,0.0,1.0483578443527222,0.002383410930633545
3,7,0.777,0.08919999999999997,0.25808319449424744,trw=0,0.1,0.0,1,1.0,0.0,1.025559663772583,0.0022576863411813974
3,8,0.888,0.044799999999999986,0.25601229071617126,trw=0,0.1,0.0,1,1.0,0.0,1.0185412168502808,0.001835955074056983
3,9,0.999,0.0004000000000000003,0.25601229071617126,trw=0,0.1,0.0,1,1.0,0.0,1.0185412168502808,0.001835955074056983
