stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,blk1_cg_iters,blk1_cg_resid,blk1_cg_converged,mse_hole,mse_obs,frame,mse_full,psnr_full,x0_sq_over_n,hole_full,obs_full
0,0,0.0,1.0,0.03969954352354733,0.009970428422093391,0.03815827891230583,1.9352015256881714,1.0024131536483765,19,7.743010428384878e-06,1,0.12885630130767822,0.007925604470074177,0,0.053891997784376144,18.705357080724664,1.0048320293426514,0.15011067688465118,0.021819110959768295
0,1,0.111,0.9722500000000001,0.03969954352354733,0.010642001405358315,0.041941724717617035,1.9351426362991333,0.984796941280365,15,7.797335456416477e-06,1,0.1439223289489746,0.007948181591928005,1,0.05767544358968735,18.410690479040102,0.9698249697685242,0.16517670452594757,0.021841684356331825
0,2,0.222,0.9445,0.03969954352354733,0.01062399335205555,0.041664060205221176,1.9353785514831543,1.0142161846160889,15,7.922732038423419e-06,1,0.14288577437400818,0.007923483848571777,2,0.05739778280258179,18.431648748045856,1.0286344289779663,0.16414014995098114,0.02181698940694332
0,3,0.333,0.9167500000000001,0.03969954352354733,0.009873627685010433,0.038569897413253784,1.9352389574050903,0.9999520778656006,15,7.852612725400832e-06,1,0.13086234033107758,0.007805746514350176,3,0.054303623735904694,18.67231179860726,0.9999041557312012,0.15211671590805054,0.021699251607060432
0,4,0.444,0.889,0.03969954352354733,0.009073696099221706,0.05306697636842728,1.9353214502334595,0.9947441220283508,15,7.883219041104894e-06,1,0.188741073012352,0.007842275314033031,4,0.06880069524049759,17.64467164464746,0.9895159006118774,0.20999543368816376,0.02173577807843685
0,5,0.555,0.86125,0.03969954352354733,0.008365506306290627,0.03670670837163925,1.9352167844772339,1.0126255750656128,15,8.402180355915334e-06,1,0.12309092283248901,0.007911968044936657,5,0.05244043096899986,18.823937391510785,1.025410532951355,0.14434529840946198,0.021805472671985626
0,6,0.666,0.8335,0.03969954352354733,0.007804953958839178,0.047110140323638916,1.9352718591690063,0.9999905228614807,15,7.754803846182767e-06,1,0.16480426490306854,0.00787876732647419,6,0.06284385919570923,18.037971444326836,0.9999811053276062,0.1860586404800415,0.021772272884845734
0,7,0.777,0.80575,0.03969954352354733,0.0074211894534528255,0.041922904551029205,1.9352035522460938,1.0016690492630005,15,7.411621027131332e-06,1,0.14404098689556122,0.007883540354669094,7,0.057656627148389816,18.412107582998228,1.0033409595489502,0.16529536247253418,0.021777043119072914
0,8,0.888,0.778,0.03969954352354733,0.00719289667904377,0.03666767105460167,1.935304045677185,0.994405210018158,15,8.273670573544223e-06,1,0.12333817034959793,0.007777499035000801,8,0.05240138992667198,18.827171846977052,0.988841712474823,0.1445925384759903,0.021671004593372345
0,9,0.999,0.75025,0.03969954352354733,0.007022725883871317,0.03670599311590195,1.9351557493209839,0.9973888993263245,15,7.200178060884355e-06,1,0.12344983965158463,0.007791377604007721,9,0.05243971571326256,18.823996627053393,0.9947845935821533,0.144704207777977,0.021684881299734116
