stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,mse_hole,mse_obs,frame,mse_full,psnr_full,x0_sq_over_n,hole_full,obs_full
1,6,0.666,0.6192857142857142,0.21108518838244975,0.011259624734520912,0.0692753940820694,1.4854109287261963,1.0014686584472656,0.2615116834640503,0.005196613725274801,16,0.07752805948257446,17.126010775578216,1.0029394626617432,0.27379754185676575,0.012104900553822517
1,7,0.777,0.5796428571428571,0.21108518838244975,0.010943361558020115,0.0689733624458313,1.4851388931274414,0.9942566156387329,0.26008471846580505,0.005269569810479879,17,0.07722602784633636,17.14296294036941,0.9885462522506714,0.2723705470561981,0.012177856639027596
1,8,0.888,0.54,0.21108518838244975,0.010707459412515163,0.06605447828769684,1.4849141836166382,0.9922640323638916,0.24865321815013885,0.005188231822103262,18,0.0743071511387825,17.310293801156337,0.9845879077911377,0.2609390318393707,0.012096517719328403
1,9,0.999,0.5003571428571428,0.21108518838244975,0.010580291040241718,0.06624920666217804,1.485538363456726,0.9962403774261475,0.24917535483837128,0.005273816641420126,19,0.0745018720626831,17.298928056094923,0.9924949407577515,0.26146116852760315,0.012182103469967842
2,0,0.0,0.6666666666666667,0.2203612135091675,0.011577649042010307,0.08143454045057297,1.1870425939559937,1.002779245376587,0.3022100627422333,0.00784270092844963,20,0.08476006984710693,16.738686854057626,1.005566120147705,0.30772683024406433,0.010437823832035065
2,1,0.111,0.6204166666666668,0.2203612135091675,0.011458246037364006,0.08224523067474365,1.1862257719039917,1.0025261640548706,0.30578458309173584,0.007732114754617214,21,0.08557077497243881,16.697345261292533,1.005058765411377,0.3113013803958893,0.010327236726880074
2,2,0.222,0.5741666666666667,0.2203612135091675,0.011648545041680336,0.08139252662658691,1.18773353099823,1.0007520914077759,0.30195486545562744,0.007871750742197037,22,0.08471807092428207,16.740839332332296,1.00150465965271,0.3074716627597809,0.010466871783137321
2,3,0.333,0.5279166666666668,0.2203612135091675,0.011883500963449478,0.08008383959531784,1.1873328685760498,0.9982526898384094,0.2969161570072174,0.007806392852216959,23,0.083409383893013,16.808450780559582,0.9965084791183472,0.30243298411369324,0.010401514358818531
2,4,0.444,0.48166666666666674,0.2203612135091675,0.01197701133787632,0.07807864993810654,1.1874173879623413,1.001182198524475,0.2886338233947754,0.007893584668636322,24,0.0814041942358017,16.914132094542683,1.0023658275604248,0.29415062069892883,0.010488705709576607
2,5,0.555,0.4354166666666667,0.2203612135091675,0.012359649874269962,0.07468665391206741,1.1869109869003296,0.9934164881706238,0.27540430426597595,0.0077807605266571045,25,0.07801219820976257,17.098974758042477,0.986876368522644,0.2809211015701294,0.010375882498919964
2,6,0.666,0.38916666666666666,0.2203612135091675,0.012831875123083591,0.07917176187038422,1.187065601348877,1.00550377368927,0.29341280460357666,0.007758080959320068,26,0.08249730616807938,16.856202238136625,1.011037826538086,0.2989296019077301,0.010353201068937778
2,7,0.777,0.34291666666666665,0.2203612135091675,0.013585136272013187,0.085300013422966,1.186650276184082,1.0031249523162842,0.31762707233428955,0.007857651449739933,27,0.08862555027008057,16.545010466232412,1.0062596797943115,0.3231438398361206,0.010452772490680218
2,8,0.888,0.2966666666666667,0.2203612135091675,0.014856654219329357,0.09211423993110657,1.1873173713684082,0.9999897480010986,0.3452874720096588,0.00772315775975585,28,0.09543978422880173,16.223305425217823,0.9999794960021973,0.35080429911613464,0.010318278335034847
2,9,0.999,0.2504166666666667,0.2203612135091675,0.016559859737753868,0.09428157657384872,1.186869740486145,1.0006755590438843,0.35408124327659607,0.007681689225137234,29,0.09760712832212448,16.125784556498242,1.0013514757156372,0.3595980405807495,0.010276811197400093
3,0,0.0,0.3999999999999999,0.22819071692139276,0.009431982412934303,0.11627020686864853,0.9931062459945679,1.0005052089691162,0.4504605233669281,0.0048734275624156,30,0.11627020686864853,15.365915461622802,1.0010106563568115,0.4504605233669281,0.0048734275624156
3,1,0.111,0.3555999999999999,0.22819071692139276,0.01087617315351963,0.1238681823015213,0.9932414293289185,0.9979326128959656,0.4809000492095947,0.00485753221437335,31,0.1238681823015213,15.091002267231124,0.995869517326355,0.4809000492095947,0.00485753221437335
3,2,0.222,0.3111999999999999,0.22819071692139276,0.013747267425060272,0.14635905623435974,0.9895583987236023,0.9988195896148682,0.5710238814353943,0.004804111085832119,32,0.14635905623435974,14.366403909611327,0.9976406097412109,0.5710238814353943,0.004804111085832119
3,3,0.333,0.2668,0.22819071692139276,0.01540498249232769,0.15256576240062714,0.9890830516815186,1.00050687789917,0.5959057807922363,0.004785748664289713,33,0.15256576240062714,14.18602907701044,1.001013994216919,0.5959057807922363,0.004785748664289713
3,4,0.444,0.22239999999999996,0.22819071692139276,0.016522610560059547,0.161752849817276,0.9854046106338501,1.0015939474105835,0.6328204870223999,0.004730293992906809,34,0.161752849817276,13.932080503704418,1.0031903982162476,0.6328204870223999,0.004730293992906809
3,5,0.555,0.17799999999999994,0.22819071692139276,0.01827741414308548,0.17780005931854248,0.9794536828994751,1.0002529621124268,0.6974429488182068,0.00458578672260046,35,0.17780005931854248,13.521280898022525,1.000506043434143,0.6974429488182068,0.00458578672260046
3,6,0.666,0.13359999999999997,0.22819071692139276,0.021496202796697617,0.19219264388084412,0.9660021066665649,0.9994889497756958,0.7557613849639893,0.004336396232247353,36,0.19219264388084412,13.183232301759528,0.9989781379699707,0.7557613849639893,0.004336396232247353
3,7,0.777,0.08919999999999997,0.22819071692139276,0.02786899358034134,0.20306572318077087,0.9410637617111206,1.0003241300582886,0.8003532290458679,0.003969887737184763,37,0.20306572318077087,12.944233692020877,1.0006483793258667,0.8003532290458679,0.003969887737184763
3,8,0.888,0.044799999999999986,0.22819071692139276,0.044657252728939056,0.20909380912780762,0.9157761335372925,0.999759316444397,0.8257586359977722,0.0035388485994189978,38,0.20909380912780762,12.81718816958086,0.999518632888794,0.8257586359977722,0.0035388485994189978
3,9,0.999,0.0004000000000000003,nan,0.14477470517158508,0.20909380912780762,0.9157761335372925,0.999759316444397,0.8257586359977722,0.0035388485994189978,39,0.20909380912780762,12.81718816958086,0.999518632888794,0.8257586359977722,0.0035388485994189978
