arm,n_seeds,hole_spread,mse_hole_mean,mse_hole_std
pooled_junco,4,0.2646092176437378,0.1498977169394493,0.0006827412638548869
spectral,4,0.24679243564605713,0.14108233526349068,0.004729893941317648
