alg,stage,step,tau,sigma_tau,mse_total,mse_obs,mse_hole,meas_resid,x0_rms,x0hat_rms,mse_x1hat
rebuild_A,0,0,0.0,1.0,7.9214887619018555,0.007989153265953064,31.6619873046875,0.4914455711841583,0.7509024143218994,0.7606925368309021,nan
rebuild_A,0,1,0.111,0.9722500000000001,7.902037620544434,0.007996141910552979,31.58416175842285,0.4914144277572632,0.7246968746185303,0.7323503494262695,129.377197265625
rebuild_A,0,2,0.222,0.9445,7.8773040771484375,0.00794967170804739,31.485368728637695,0.4914263188838959,0.7255488038063049,0.7369431853294373,30.642314910888672
rebuild_A,0,3,0.333,0.9167500000000001,8.983926773071289,0.00803158339112997,35.9116096496582,0.4914357364177704,0.7261209487915039,0.7683393955230713,12.78506851196289
rebuild_A,0,4,0.444,0.889,10.606151580810547,0.007951862178742886,42.4007453918457,0.4914153814315796,0.7019410729408264,0.7808500528335571,7.091065883636475
rebuild_A,0,5,0.555,0.86125,9.837678909301758,0.008019273169338703,39.326656341552734,0.4914794862270355,0.6851569414138794,0.7848172187805176,4.089674949645996
rebuild_A,0,6,0.666,0.8335,7.7429304122924805,0.008079824969172478,30.947481155395508,0.4913942217826843,0.6880820989608765,0.781231164932251,2.6890406608581543
rebuild_A,0,7,0.777,0.80575,5.803872585296631,0.008028803393244743,23.191404342651367,0.4914519488811493,0.7242212295532227,0.8083714246749878,1.8993804454803467
rebuild_A,0,8,0.888,0.778,4.816740036010742,0.008089364506304264,19.242692947387695,0.49147874116897583,0.7377986311912537,0.7894561290740967,1.2669669389724731
rebuild_A,0,9,0.999,0.75025,3.2427711486816406,0.007988916710019112,12.94711685180664,0.4914298951625824,0.7395197749137878,0.7831722497940063,0.9640364646911621
rebuild_A,1,0,0.0,0.8571428571428572,28.42751121520996,0.005245541222393513,113.6943130493164,0.377181738615036,0.7732239365577698,0.7982150912284851,nan
rebuild_A,1,1,0.111,0.8175000000000001,30.406047821044922,0.005299173761159182,121.60828399658203,0.3770759701728821,0.7298609018325806,0.8097812533378601,17.42059898376465
rebuild_A,1,2,0.222,0.7778571428571429,20.448665618896484,0.005272452253848314,81.77884674072266,0.37718260288238525,0.7480098605155945,0.897614598274231,4.225179672241211
rebuild_A,1,3,0.333,0.7382142857142858,10.964324951171875,0.005260400474071503,43.84151077270508,0.37724342942237854,0.767871618270874,0.9510616660118103,1.9174575805664062
rebuild_A,1,4,0.444,0.6985714285714286,7.564000129699707,0.005277246702462435,30.24016761779785,0.377163827419281,0.7768709659576416,0.9717321991920471,1.049347162246704
rebuild_A,1,5,0.555,0.6589285714285714,6.001916408538818,0.005303798243403435,23.99175453186035,0.3771637976169586,0.7961121797561646,1.0249351263046265,0.8356592059135437
rebuild_A,1,6,0.666,0.6192857142857142,5.966420650482178,0.0052861967124044895,23.849822998046875,0.37726300954818726,0.8202691674232483,1.1269713640213013,0.8641363382339478
rebuild_A,1,7,0.777,0.5796428571428571,7.912749290466309,0.005334214307367802,31.634992599487305,0.37718209624290466,0.880922257900238,1.3988821506500244,1.0465492010116577
rebuild_A,1,8,0.888,0.54,11.809267044067383,0.005309003870934248,47.221134185791016,0.3771834075450897,0.9440389275550842,1.9119902849197388,1.5446842908859253
rebuild_A,1,9,0.999,0.5003571428571428,20.757123947143555,0.005256224889308214,83.01272583007812,0.3771010935306549,1.0350866317749023,2.7873435020446777,3.1451213359832764
rebuild_A,2,0,0.0,0.6666666666666667,118.74761962890625,0.008139454759657383,474.9660949707031,0.30149754881858826,0.780340313911438,1.3293122053146362,nan
rebuild_A,2,1,0.111,0.6204166666666668,97.46556091308594,0.008082808926701546,389.8380126953125,0.30193036794662476,0.800856351852417,1.467476725578308,5.210522651672363
rebuild_A,2,2,0.222,0.5741666666666667,60.68601608276367,0.008255630731582642,242.71929931640625,0.3016584813594818,0.7867920994758606,2.079841136932373,1.376935362815857
rebuild_A,2,3,0.333,0.5279166666666668,45.204036712646484,0.008221057243645191,180.79148864746094,0.30185189843177795,0.7761107683181763,2.6707775592803955,1.385096549987793
rebuild_A,2,4,0.444,0.48166666666666674,47.75593185424805,0.008164296858012676,190.9992218017578,0.3018629252910614,0.7992095947265625,3.568295955657959,2.7496161460876465
rebuild_A,2,5,0.555,0.4354166666666667,71.99519348144531,0.008215859532356262,287.9560852050781,0.30172064900398254,0.8385456204414368,5.301907062530518,7.462643623352051
rebuild_A,2,6,0.666,0.38916666666666666,155.2100372314453,0.008186479099094868,620.8156127929688,0.30182647705078125,0.9330699443817139,9.025952339172363,26.006500244140625
rebuild_A,2,7,0.777,0.34291666666666665,472.3625183105469,0.00827382318675518,1889.4251708984375,0.3020613193511963,1.2872787714004517,17.792707443237305,115.58978271484375
rebuild_A,2,8,0.888,0.2966666666666667,1991.93212890625,0.009000882506370544,7967.70166015625,0.30535581707954407,2.5111427307128906,40.52033233642578,659.7507934570312
rebuild_A,2,9,0.999,0.2504166666666667,11426.3154296875,0.013447178527712822,45705.22265625,0.3303311765193939,6.105830192565918,106.08209228515625,4854.27685546875
