stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,blk1_cg_iters,blk1_cg_resid,blk1_cg_converged,mse_hole,mse_obs,frame,mse_full,psnr_full,x0_sq_over_n,hole_full,obs_full
0,0,0.0,1.0,0.24318520724773407,0.009970428422093391,0.056774623692035675,1.9362515211105347,1.0024131536483765,300,0.00909494236111641,0,0.20551826059818268,0.007193405646830797,0,0.07250835001468658,17.41671968805393,1.0048320293426514,0.22677266597747803,0.021086908876895905
0,1,0.111,0.9722500000000001,0.24318520724773407,0.010642001405358315,0.05780620872974396,1.9361273050308228,0.984796941280365,300,0.0008453849004581571,0,0.20945429801940918,0.00725683756172657,1,0.07353992760181427,17.355367933467647,0.9698249697685242,0.23070867359638214,0.021150343120098114
0,2,0.222,0.9445,0.24318520724773407,0.01062399335205555,0.06744176894426346,1.9363486766815186,1.0142161846160889,300,0.0008051334298215806,0,0.24809683859348297,0.007223404012620449,2,0.08317549526691437,16.820645957811198,1.0286344289779663,0.26935121417045593,0.02111690863966942
0,3,0.333,0.9167500000000001,0.24318520724773407,0.009873627685010433,0.06450468301773071,1.9363538026809692,0.9999520778656006,300,0.0007854395662434399,0,0.23662708699703217,0.007130548357963562,3,0.08023840934038162,16.976776807565553,0.9999041557312012,0.25788143277168274,0.021024052053689957
0,4,0.444,0.889,0.24318520724773407,0.009073696099221706,0.06788808107376099,1.9363343715667725,0.9947441220283508,300,0.00046577112516388297,0,0.2500459849834442,0.007168779615312815,4,0.0836217999458313,16.797404798938924,0.9895159006118774,0.271300345659256,0.02106228470802307
0,5,0.555,0.86125,0.24318520724773407,0.008365506306290627,0.07289232313632965,1.9362579584121704,1.0126255750656128,300,0.000379521690774709,0,0.2699086666107178,0.007220200262963772,5,0.08862604945898056,16.544986004395675,1.025410532951355,0.29116305708885193,0.02111370675265789
0,6,0.666,0.8335,0.24318520724773407,0.007804953958839178,0.06594216823577881,1.9362497329711914,0.9999905228614807,300,0.00032145684235729277,0,0.24216938018798828,0.007199750281870365,6,0.08167587965726852,16.899661707609535,0.9999811053276062,0.26342377066612244,0.021093254908919334
0,7,0.777,0.80575,0.24318520724773407,0.0074211894534528255,0.05652960389852524,1.9361745119094849,1.0016690492630005,300,0.0001784398191375658,0,0.20451445877552032,0.007201311644166708,7,0.07226333022117615,17.431420193802953,1.0033409595489502,0.22576884925365448,0.02109481580555439
0,8,0.888,0.778,0.24318520724773407,0.00719289667904377,0.0649506151676178,1.9363224506378174,0.994405210018158,300,0.00016467362002003938,0,0.238486185669899,0.007105419412255287,8,0.08068433403968811,16.95270772598259,0.988841712474823,0.25974056124687195,0.02099892497062683
0,9,0.999,0.75025,0.24318520724773407,0.007022725883871317,0.06365896761417389,1.9361904859542847,0.9973888993263245,300,7.329185609705746e-05,0,0.23324288427829742,0.007130990270525217,9,0.0793926939368248,17.02279452741078,0.9947845935821533,0.2544972896575928,0.021024495363235474
