blk1_cg_converged,blk1_cg_iters,blk1_cg_resid,frame,gamma2,meas_resid,mse_hole,mse_obs,mse_x1,s2,sigma_tau,stage,step,tau,x0_rms
1,74,9.597505595593248e-06,0,0.009970428422093391,1.9358288049697876,0.18356560170650482,0.007258440833538771,0.051335230469703674,0.19075952470302582,1.0,0,0,0.0,0.9949845671653748
1,66,9.987896191887558e-06,1,0.010642001405358315,1.9358052015304565,0.2013481706380844,0.007397005334496498,0.05588478967547417,0.19075952470302582,0.9722500000000001,0,1,0.111,0.9944459795951843
1,67,9.831293937168084e-06,2,0.01062399335205555,1.9357367753982544,0.20080417394638062,0.007384586613625288,0.05573948472738266,0.19075952470302582,0.9445,0,2,0.222,0.9850150346755981
1,66,8.221719326684251e-06,3,0.009873627685010433,1.935680627822876,0.23005469143390656,0.007360989693552256,0.06303440779447556,0.19075952470302582,0.9167500000000001,0,3,0.333,1.0026841163635254
1,66,9.714466614241246e-06,4,0.009073696099221706,1.9357455968856812,0.21117699146270752,0.0073699504137039185,0.05832171440124512,0.19075952470302582,0.889,0,4,0.444,1.0042238235473633
1,66,9.682957170298323e-06,5,0.008365506306290627,1.9354939460754395,0.20520858466625214,0.007431055884808302,0.05687543749809265,0.19075952470302582,0.86125,0,5,0.555,1.0019853115081787
1,66,9.715378837427124e-06,6,0.007804953958839178,1.9357216358184814,0.1942676305770874,0.007412036415189505,0.05412593483924866,0.19075952470302582,0.8335,0,6,0.666,1.009089469909668
1,69,9.770139513420872e-06,7,0.0074211894534528255,1.935887098312378,0.23026080429553986,0.007319268304854631,0.06305466592311859,0.19075952470302582,0.80575,0,7,0.777,1.0095118284225464
1,65,9.8742393674911e-06,8,0.00719289667904377,1.935695767402649,0.2273949235677719,0.007444246672093868,0.06243191286921501,0.19075952470302582,0.778,0,8,0.888,0.9699753522872925
1,59,9.429192687093746e-06,9,0.007022725883871317,1.935762882232666,0.2307482212781906,0.00738235330209136,0.06322382390499115,0.19075952470302582,0.75025,0,9,0.999,1.008596658706665
1,146,9.863485502137337e-06,10,0.013227979652583599,1.488958716392517,0.1921186000108719,0.003856319934129715,0.05092189833521843,0.20476265251636505,0.8571428571428572,1,0,0.0,1.0032542943954468
1,123,9.796055564947892e-06,11,0.012689127586781979,1.4895309209823608,0.15865115821361542,0.0038676795084029436,0.0425635501742363,0.20476265251636505,0.8175000000000001,1,1,0.111,1.0086297988891602
1,125,9.996241715271026e-06,12,0.012317526154220104,1.4891241788864136,0.12450575828552246,0.0038503967225551605,0.03401423618197441,0.20476265251636505,0.7778571428571429,1,2,0.222,1.0110633373260498
1,111,9.796315680432599e-06,13,0.012009454891085625,1.4889825582504272,0.11254674941301346,0.0039030383341014385,0.031063970178365707,0.20476265251636505,0.7382142857142858,1,3,0.333,1.0088378190994263
1,106,9.931979548127856e-06,14,0.011795909143984318,1.4892427921295166,0.13523615896701813,0.0038449333515018225,0.03669273853302002,0.20476265251636505,0.6985714285714286,1,4,0.444,0.9959337115287781
1,96,9.631541615817696e-06,15,0.011530348099768162,1.4891372919082642,0.10961207747459412,0.003832121379673481,0.030277114361524582,0.20476265251636505,0.6589285714285714,1,5,0.555,0.9978827238082886
1,86,9.518828846921679e-06,16,0.011259624734520912,1.4885506629943848,0.11101049184799194,0.0038807084783911705,0.030663155019283295,0.20476265251636505,0.6192857142857142,1,6,0.666,1.0016274452209473
1,77,9.755710379977245e-06,17,0.010943361558020115,1.489025592803955,0.11486109346151352,0.0038776870351284742,0.031623538583517075,0.20476265251636505,0.5796428571428571,1,7,0.777,0.9973179697990417
1,71,9.815806151891593e-06,18,0.010707459412515163,1.4888310432434082,0.10067850351333618,0.0038752348627895117,0.028076056391000748,0.20476265251636505,0.54,1,8,0.888,0.9928740859031677
1,61,9.868597771856003e-06,19,0.010580291040241718,1.4888745546340942,0.10081055015325546,0.00391030590981245,0.02813536673784256,0.20476265251636505,0.5003571428571428,1,9,0.999,1.0075154304504395
1,142,9.823316759138834e-06,20,0.011577649042010307,1.2084933519363403,0.12782640755176544,0.003134091617539525,0.034307174384593964,0.21508482098579407,0.6666666666666667,2,0,0.0,1.0031720399856567
1,121,9.966338438971434e-06,21,0.011458246037364006,1.2086150646209717,0.11542703956365585,0.00314807309769094,0.031217817217111588,0.21508482098579407,0.6204166666666668,2,1,0.111,1.0019513368606567
1,109,9.923011930368375e-06,22,0.011648545041680336,1.2080802917480469,0.12018495798110962,0.0031337717082351446,0.03239656984806061,0.21508482098579407,0.5741666666666667,2,2,0.222,1.006057620048523
1,93,9.956305802916177e-06,23,0.011883500963449478,1.2076480388641357,0.12310164421796799,0.0031375312246382236,0.033128559589385986,0.21508482098579407,0.5279166666666668,2,3,0.333,0.9996130466461182
1,81,9.394245353178121e-06,24,0.01197701133787632,1.207203984260559,0.11049298197031021,0.003237062366679311,0.03005104511976242,0.21508482098579407,0.48166666666666674,2,4,0.444,1.0004806518554688
1,70,9.063997822522651e-06,25,0.012359649874269962,1.2059701681137085,0.10869429260492325,0.003217060584574938,0.029586371034383774,0.21508482098579407,0.4354166666666667,2,5,0.555,1.0012704133987427
1,60,8.913278179534245e-06,26,0.012831875123083591,1.2074257135391235,0.1022142767906189,0.003216995159164071,0.027966316789388657,0.21508482098579407,0.38916666666666666,2,6,0.666,1.0056335926055908
1,50,9.79006290435791e-06,27,0.013585136272013187,1.2050889730453491,0.10400843620300293,0.003310201922431588,0.028484761714935303,0.21508482098579407,0.34291666666666665,2,7,0.777,1.0051594972610474
1,43,8.58356088428991e-06,28,0.014856654219329357,1.204334020614624,0.09511422365903854,0.0033154874108731747,0.02626517228782177,0.21508482098579407,0.2966666666666667,2,8,0.888,1.0126620531082153
1,35,8.488400453643408e-06,29,0.016559859737753868,1.2029774188995361,0.09446501731872559,0.0034204258117824793,0.026181574910879135,0.21508482098579407,0.2504166666666667,2,9,0.999,1.0107167959213257
1,128,9.929065527103376e-06,30,0.009436266363731452,0.9694872498512268,0.11420173197984695,0.0030894132796674967,0.030867494642734528,0.222158744931221,0.3999999999999999,3,0,0.0,1.0042799711227417
1,111,9.775015314517077e-06,31,0.01041741163602897,0.9644440412521362,0.10899955034255981,0.003045557299628854,0.029534056782722473,0.222158744931221,0.3555999999999999,3,1,0.111,1.005327820777893
1,93,9.494244295638055e-06,32,0.011588477263493198,0.9629572629928589,0.10220406204462051,0.003042483003810048,0.02783288061618805,0.222158744931221,0.3111999999999999,3,2,0.222,1.005516529083252
1,77,9.577973287377972e-06,33,0.012996630277484655,0.9637475609779358,0.09992063045501709,0.0030503529123961926,0.027267921715974808,0.222158744931221,0.2668,3,3,0.333,1.0047544240951538
1,63,8.816356967145111e-06,34,0.014714584685862064,0.9612600803375244,0.09807751327753067,0.003023451892659068,0.026786966249346733,0.222158744931221,0.22239999999999996,3,4,0.444,1.0074964761734009
1,49,8.953405995271169e-06,35,0.01717439160815307,0.9615558981895447,0.09642674773931503,0.0030061076395213604,0.026361268013715744,0.222158744931221,0.17799999999999994,3,5,0.555,1.0111018419265747
1,37,8.114706361084245e-06,36,0.020981202567262307,0.9545581936836243,0.0934152603149414,0.0028895207215100527,0.02552095800638199,0.222158744931221,0.13359999999999997,3,6,0.666,1.0167816877365112
1,25,8.00147154222941e-06,37,0.027574546369058744,0.9436020255088806,0.0917426347732544,0.0026601962745189667,0.024930810555815697,0.222158744931221,0.08919999999999997,3,7,0.777,1.0328530073165894
1,12,8.804940989648458e-06,38,0.044128120211618285,0.9314656257629395,0.09070738404989243,0.00223946594633162,0.024356447160243988,0.222158744931221,0.044799999999999986,3,8,0.888,1.0687201023101807
1,1,1.3324847714102361e-06,39,0.1419714934059552,0.9310833811759949,0.09069299697875977,0.002231747843325138,0.024347059428691864,0.222158744931221,0.0004000000000000003,3,9,0.999,1.1176221370697021
