stage,step,tau,sigma_tau,s2,gamma2,mse_x1,meas_resid,x0_rms,blk1_cg_iters,blk1_cg_resid,blk1_cg_converged,mse_hole,mse_obs,frame,mse_full,psnr_full,x0_sq_over_n,hole_full,obs_full
0,0,0.0,1.0,0.24318520724773407,0.009970428422093391,0.04856414720416069,1.9330400228500366,0.9947441816329956,79,8.772949513513595e-06,1,0.1730571985244751,0.007066461723297834,0,0.0642978698015213,17.938634064094853,0.989516019821167,0.19431155920028687,0.020959965884685516
0,1,0.111,0.9722500000000001,0.24318520724773407,0.010642001405358315,0.048714470118284225,1.933047890663147,0.9973888397216797,38,9.993500498239882e-06,1,0.1736689805984497,0.007062965072691441,1,0.06444819271564484,17.92849248143238,0.9947845339775085,0.19492335617542267,0.02095646969974041
0,2,0.222,0.9445,0.24318520724773407,0.01062399335205555,0.04882602393627167,1.9330687522888184,0.9829674363136292,49,9.97174811345758e-06,1,0.17412374913692474,0.007060118950903416,2,0.06455975025892258,17.920981496229572,0.9662250280380249,0.1953781247138977,0.020953625440597534
0,3,0.333,0.9167500000000001,0.24318520724773407,0.009873627685010433,0.047883808612823486,1.9330320358276367,0.9869840145111084,57,9.928746294463053e-06,1,0.17032627761363983,0.007069652434438467,3,0.0636175274848938,17.984832052195156,0.9741374850273132,0.1915806531906128,0.020963154733181
0,4,0.444,0.889,0.24318520724773407,0.009073696099221706,0.0444628968834877,1.933042049407959,0.9984487891197205,59,9.789619980438147e-06,1,0.15665610134601593,0.0070651620626449585,4,0.06019661948084831,18.224878884760624,0.9968999624252319,0.1779104620218277,0.020958665758371353
0,5,0.555,0.86125,0.24318520724773407,0.008365506306290627,0.05102793872356415,1.933060646057129,0.9851222038269043,62,9.829381269810256e-06,1,0.18292687833309174,0.007061628624796867,5,0.06676166504621506,17.775328318143742,0.9704657793045044,0.2041812390089035,0.02095513418316841
0,6,0.666,0.8335,0.24318520724773407,0.007804953958839178,0.05642933398485184,1.933048963546753,1.0122591257095337,65,9.90834269032348e-06,1,0.20451553165912628,0.007067263126373291,6,0.07216305285692215,17.437450935835706,1.024668574333191,0.22576989233493805,0.020960768684744835
0,7,0.777,0.80575,0.24318520724773407,0.0074211894534528255,0.050052713602781296,1.9330707788467407,1.0158469676971436,58,9.974222848541103e-06,1,0.1790197640657425,0.007063691038638353,7,0.0657864362001419,17.839236310066923,1.031944990158081,0.20027412474155426,0.02095719426870346
0,8,0.888,0.778,0.24318520724773407,0.00719289667904377,0.05282964929938316,1.9330224990844727,0.9899382591247559,65,9.857520126388408e-06,1,0.19010289013385773,0.007071900647133589,8,0.06856337189674377,17.659678236009796,0.9799777865409851,0.21135728061199188,0.02096540480852127
0,9,0.999,0.75025,0.24318520724773407,0.007022725883871317,0.04724567383527756,1.933061122894287,0.9699145555496216,60,9.966893230739515e-06,1,0.16776429116725922,0.007072803098708391,9,0.06297940015792847,18.028614714094996,0.9407342672348022,0.18901866674423218,0.020966308191418648
1,0,0.0,0.8571428571428572,0.25738808512687683,0.013227979652583599,0.028622431680560112,1.474911093711853,1.0062018632888794,164,9.96603375824634e-06,1,0.10445785522460938,0.0033439570106565952,10,0.036875102669000626,20.353267531615842,1.0124421119689941,0.11674368381500244,0.010252243839204311
1,1,0.111,0.8175000000000001,0.25738808512687683,0.012689127586781979,0.021488098427653313,1.474937915802002,1.001232385635376,115,9.981322364183143e-06,1,0.07592085748910904,0.003343843389302492,11,0.029740771278738976,21.287077642719208,1.0024662017822266,0.0882066860795021,0.010252129286527634
1,2,0.222,0.7778571428571429,0.25738808512687683,0.012317526154220104,0.021493544802069664,1.4748971462249756,0.9907481074333191,113,9.993892490456346e-06,1,0.07593915611505508,0.0033450068440288305,12,0.029746215790510178,21.28628267173749,0.9815818667411804,0.08822497725486755,0.010253293439745903
1,3,0.333,0.7382142857142858,0.25738808512687683,0.012009454891085625,0.02125651203095913,1.4748977422714233,1.0051027536392212,96,9.757907719176728e-06,1,0.07497891038656235,0.003349045990034938,13,0.029509183019399643,21.321028053819873,1.0102314949035645,0.08726473897695541,0.01025733258575201
1,4,0.444,0.6985714285714286,0.25738808512687683,0.011795909143984318,0.030546054244041443,1.474879503250122,0.9979280829429626,88,9.972764928534161e-06,1,0.11211288720369339,0.003357107751071453,14,0.038798727095127106,20.132425137912435,0.9958604574203491,0.12439871579408646,0.010265394113957882
1,5,0.555,0.6589285714285714,0.25738808512687683,0.011530348099768162,0.03051712177693844,1.474879503250122,1.0067402124404907,86,9.968846825358924e-06,1,0.11199810355901718,0.0033567938953638077,15,0.038769789040088654,20.135665534617033,1.0135258436203003,0.12428391724824905,0.010265080258250237
1,6,0.666,0.6192857142857142,0.25738808512687683,0.011259624734520912,0.03597761318087578,1.4746636152267456,1.0027389526367188,81,9.990055332309566e-06,1,0.13372348248958588,0.003395656356588006,16,0.04423028230667114,19.563402799972867,1.0054852962493896,0.14600931107997894,0.010303942486643791
1,7,0.777,0.5796428571428571,0.25738808512687683,0.010943361558020115,0.04667609930038452,1.4745079278945923,1.0015387535095215,65,9.917836905515287e-06,1,0.17640329897403717,0.003433690406382084,17,0.054928772151470184,18.62260100185741,1.0030797719955444,0.18868915736675262,0.010341976769268513
1,8,0.888,0.54,0.25738808512687683,0.010707459412515163,0.03934578597545624,1.474564790725708,1.0019251108169556,63,9.788093848328572e-06,1,0.14707018435001373,0.003437654348090291,18,0.0475984588265419,19.244671002453742,1.0038540363311768,0.1593559980392456,0.010345940478146076
1,9,0.999,0.5003571428571428,0.25738808512687683,0.010580291040241718,0.03993574529886246,1.474480152130127,0.9979172348976135,57,9.523356311547104e-06,1,0.14933976531028748,0.003467738628387451,19,0.04818841814994812,19.191173210969815,0.9958387613296509,0.16162559390068054,0.01037602499127388
2,0,0.0,0.6666666666666667,0.2672794461250305,0.011577649042010307,0.03494793921709061,1.1469981670379639,0.9980934262275696,129,9.780110303836409e-06,1,0.1344335675239563,0.001786061911843717,20,0.03827348351478577,20.19161999383083,0.9961904287338257,0.13995037972927094,0.004381183069199324
2,1,0.111,0.6204166666666668,0.2672794461250305,0.011458246037364006,0.036145634949207306,1.1470483541488647,0.9955835342407227,109,9.750241588335484e-06,1,0.139223113656044,0.001786473672837019,21,0.03947117552161217,20.05779930679918,0.9911866188049316,0.14473991096019745,0.004381595179438591
2,2,0.222,0.5741666666666667,0.2672794461250305,0.011648545041680336,0.03558024764060974,1.1460161209106445,0.9971390962600708,95,9.896105439111125e-06,1,0.13685928285121918,0.001820570440031588,22,0.0389057919383049,20.12045731400695,0.9942864179611206,0.14237608015537262,0.004415691364556551
2,3,0.333,0.5279166666666668,0.2672794461250305,0.011883500963449478,0.03319569677114487,1.1461809873580933,0.9977902770042419,81,9.645472346164752e-06,1,0.12726816534996033,0.0018381993286311626,23,0.03652123361825943,20.39514552571003,0.9955854415893555,0.13278497755527496,0.004433320835232735
2,4,0.444,0.48166666666666674,0.2672794461250305,0.01197701133787632,0.036847591400146484,1.1459636688232422,0.9951290488243103,70,9.677521120465826e-06,1,0.14185012876987457,0.0018467435147613287,24,0.040173135697841644,19.981242595933,0.9902818202972412,0.1473669409751892,0.004441864788532257
2,5,0.555,0.4354166666666667,0.2672794461250305,0.012359649874269962,0.03877343237400055,1.1444823741912842,0.9998012185096741,60,9.961130672309082e-06,1,0.1492634415626526,0.001943425158970058,25,0.04209896922111511,19.777885289141977,0.9996024966239929,0.15478025376796722,0.004538545850664377
2,6,0.666,0.38916666666666666,0.2672794461250305,0.012831875123083591,0.043756984174251556,1.1428196430206299,0.9972341656684875,54,9.30891928874189e-06,1,0.16897547245025635,0.002017483115196228,26,0.04708252474665642,19.292002479861804,0.9944760203361511,0.17449228465557098,0.004612604156136513
2,7,0.777,0.34291666666666665,0.2672794461250305,0.013585136272013187,0.04503382369875908,1.1407275199890137,1.0012682676315308,45,9.626519386074506e-06,1,0.17357976734638214,0.002185179851949215,27,0.04835937172174454,19.17579341396298,1.0025380849838257,0.17909656465053558,0.004780301358550787
2,8,0.888,0.2966666666666667,0.2672794461250305,0.014856654219329357,0.04582929238677025,1.1381276845932007,1.0020179748535156,38,9.367324310005642e-06,1,0.17633390426635742,0.0023277525324374437,28,0.04915482923388481,19.10493799646092,1.004040002822876,0.18185068666934967,0.004922873340547085
2,9,0.999,0.2504166666666667,0.2672794461250305,0.016559859737753868,0.04663102328777313,1.134523868560791,0.9972639679908752,32,8.886606337910052e-06,1,0.17877118289470673,0.002584306290373206,29,0.04995657131075859,19.03467367709055,0.9945354461669922,0.18428798019886017,0.005179427098482847
3,0,0.0,0.3999999999999999,0.2755221128463745,0.009436266363731452,0.047320976853370667,0.640904426574707,0.9996700286865234,129,9.991459592129104e-06,1,0.18468999862670898,0.0015313001349568367,30,0.047320976853370667,19.270062900793892,0.9993401765823364,0.18468999862670898,0.0015313001349568367
3,1,0.111,0.3555999999999999,0.2755221128463745,0.01041741163602897,0.04736250638961792,0.6294466257095337,1.0004783868789673,109,9.697620043880306e-06,1,0.18501418828964233,0.0014786104438826442,31,0.04736250638961792,19.266253144547704,1.0009570121765137,0.18501418828964233,0.0014786104438826442
3,2,0.222,0.3111999999999999,0.2755221128463745,0.011588477263493198,0.04753824323415756,0.6286922693252563,0.9996572732925415,89,9.92227069218643e-06,1,0.1857364922761917,0.0014721659244969487,32,0.04753824323415756,19.250168629010638,0.9993146657943726,0.1857364922761917,0.0014721659244969487
3,3,0.333,0.2668,0.2755221128463745,0.012996630277484655,0.047618113458156586,0.629265546798706,1.0028423070907593,75,9.726912139740307e-06,1,0.18606162071228027,0.0014702773187309504,33,0.047618113458156586,19.24287805864774,1.005692720413208,0.18606162071228027,0.0014702773187309504
3,4,0.444,0.22239999999999996,0.2755221128463745,0.014714584685862064,0.04753106087446213,0.6292526125907898,1.0005611181259155,61,9.37864479055861e-06,1,0.1857438087463379,0.0014601388247683644,34,0.04753106087446213,19.250824836441197,1.0011224746704102,0.1857438087463379,0.0014601388247683644
3,5,0.555,0.17799999999999994,0.2755221128463745,0.01717439160815307,0.04772388935089111,0.6284563541412354,0.9972288608551025,49,8.77484490047209e-06,1,0.1865830272436142,0.001437505823560059,35,0.04772388935089111,19.233241612165163,0.9944653511047363,0.1865830272436142,0.001437505823560059
3,6,0.666,0.13359999999999997,0.2755221128463745,0.020981202567262307,0.04790150374174118,0.6300596594810486,1.0011802911758423,37,8.071980118984357e-06,1,0.18745918571949005,0.0013822668697685003,36,0.04790150374174118,19.217108441662248,1.0023620128631592,0.18745918571949005,0.0013822668697685003
3,7,0.777,0.08919999999999997,0.2755221128463745,0.027574546369058744,0.04781816899776459,0.6439535021781921,0.9997953772544861,25,9.51467427512398e-06,1,0.18744437396526337,0.0012761014513671398,37,0.04781816899776459,19.224670487701086,0.9995907545089722,0.18744437396526337,0.0012761014513671398
3,8,0.888,0.044799999999999986,0.2755221128463745,0.044128120211618285,0.04765036702156067,0.6977255344390869,0.9977879524230957,13,9.274058356822934e-06,1,0.1871194839477539,0.0011606586631387472,38,0.04765036702156067,19.23993741236625,0.995580792427063,0.1871194839477539,0.0011606586631387472
3,9,0.999,0.0004000000000000003,0.2755221128463745,0.1419714934059552,0.04765033721923828,0.6977587342262268,0.9985108971595764,1,7.444925813615555e-07,1,0.18711942434310913,0.0011606422485783696,39,0.04765033721923828,19.239940128607284,0.9970239996910095,0.18711942434310913,0.0011606422485783696
