arm,seed,s2_stage3,mse,hole,obs,meas_resid
measured,42,0.22819071692139276,0.07572950422763824,0.28827956318855286,0.004879476502537727,0.9938223958015442
measured,43,0.22819071692139276,0.07058040052652359,0.26765185594558716,0.004889914765954018,0.9957016706466675
measured,44,0.22819071692139276,0.07137081027030945,0.2708446681499481,0.004879530053585768,0.9955288171768188
measured,45,0.22819071692139276,0.06902991980314255,0.2614765465259552,0.004881040658801794,0.994294285774231
